school_year,location_name,location_code,borough,geographical_district_code,register,schools,nypd_site_code,nypd_site_name,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,building_name
2016 - 17,Red Hook Neighborhood School,K676,K,15,186,2,1057,FREDERICK DOUGLASS ACADEMY IV,Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.359242', 'longitude': '-71.842612', 'human_address': '{""address"": ""27 HUNTINGTON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19724.0,,,,,11231.0,40.677564,-74.005166,6.0,38.0,59.0,3008342.0,3005250001.0,Carroll Gardens-Columbia Street-Red Hook                                   ,27 HUNTINGTON STREET CONSOLIDATED LOCATION
2016 - 17,350 GRAND STREET CONSOLIDATED LOCATION,M445,M,2,354,5,654,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.756114', 'longitude': '-124.216226', 'human_address': '{""address"": ""350 GRAND STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19631.0,,,,,10002.0,40.716778,-73.989337,3.0,1.0,18.0,1005283.0,1004080030.0,Chinatown                                                                  ,350 GRAND STREET CONSOLIDATED LOCATION
2016 - 17,New Design Middle School,M514,M,5,188,2,628,PS 191M,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '43.462658', 'longitude': '-88.843669', 'human_address': '{""address"": ""625 WEST 133 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13519.0,,,,,10027.0,40.819572,-73.957823,9.0,7.0,22302.0,1059942.0,1020010005.0,Manhattanville                                                             ,244 WEST 144 STREET CONSOLIDATED LOCATION
2016 - 17,Expeditionary Learning School for Community Leader,K572,K,21,302,5,1162,PAL AUXILARY SERVICES,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.594021', 'longitude': '-73.98532', 'human_address': '{""address"": ""2630 BENSON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17616.0,21.0,2.0,45.0,35.0,11214.0,40.594291,-73.98577,13.0,47.0,306.0,3186454.0,3068830001.0,Gravesend                                                                  ,2630 BENSON AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 003 The Bedford Village,K003,K,13,431,1,49,PS 003K,P.S. 003 The Bedford Village,0,0,3,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '41.541143', 'longitude': '-72.644969', 'human_address': '{""address"": ""50 JEFFERSON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",12746.0,,,,,11216.0,40.682663,-73.955338,3.0,36.0,227.0,3057406.0,3019980001.0,Clinton Hill                                                               ,
2016 - 17,P.S. 051 Elias Howe,M051,M,2,534,3,637,PS/MS 217M,Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School |  26 BROADWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '43.474466', 'longitude': '-85.953004', 'human_address': '{""address"": ""525 WEST 44TH STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11038.0,,,,,10036.0,40.761479,-73.995823,4.0,3.0,129.0,1089418.0,1010730014.0,Clinton                                                                    ,26 BROADWAY CONSOLIDATED LOCATION
2016 - 17,P.S. M094,M094,M,2,563,1,546,IS 218M,Washington Heights Academy,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.70649', 'longitude': '-74.017796', 'human_address': '{""address"": ""55 BATTERY PLACE"", ""city"": """", ""state"": """", ""zip"": """"}'}",10367.0,56.0,4.0,32.0,1.0,10280.0,40.70644,-74.017818,1.0,1.0,31704.0,1087945.0,1000160040.0,Battery Park City-Lower Manhattan                                          ,
2016 - 17,Origins High School,K611,K,22,4551,1,10,BUSHWICK HS CAMPUS,Fort Hamilton High School,4,17,26,12,9,13C,4000+,0.33,6.67,7,3.33,2,"{'latitude': '40.594236', 'longitude': '-73.936836', 'human_address': '{""address"": ""3000 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13512.0,32.0,2.0,8.0,36.0,11235.0,40.594124,-73.937696,15.0,48.0,626.0,3203631.0,3074250002.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,
2016 - 17,The Urban Assembly Unison School,K351,K,13,143,2,20,IS 055K,P.S. 056 Lewis H. Latimer|  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.807968', 'longitude': '-74.227247', 'human_address': '{""address"": ""170 GATES AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",15459.0,,,,,11238.0,40.68505,-73.960659,2.0,35.0,231.0,3056874.0,3019830010.0,Clinton Hill                                                               ,170 GATES AVENUE CONSOLIDATED LOCATION
2016 - 17,Gramercy Arts High School,M374,M,2,392,1,706,SEWARD PARK HS,University Neighborhood High School,0,2,2,2,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.859966', 'longitude': '-74.130414', 'human_address': '{""address"": ""40 IRVING PLACE"", ""city"": """", ""state"": """", ""zip"": """"}'}",15751.0,,,,,10003.0,40.735494,-73.987659,6.0,2.0,50.0,1017828.0,1008720057.0,Gramercy                                                                   ,
2016 - 17,Brooklyn College Academy,K555,K,15,896,1,211,PS 077K,Benjamin Banneker Academy,0,2,2,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.64916', 'longitude': '-73.971731', 'human_address': '{""address"": ""350 CONEY ISLAND AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17620.0,9.0,2.0,27.0,45.0,11218.0,40.649404,-73.971736,7.0,39.0,504.0,3328370.0,3053220069.0,Windsor Terrace                                                            ,
2016 - 17,1420 East 68 Street CONSOLIDATED LOCATION,K078,K,22,934,2,78,PS 075K,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '33.978425', 'longitude': '-118.248968', 'human_address': '{""address"": ""1420 East 68 Street"", ""city"": """", ""state"": """", ""zip"": """"}'}",22350.0,,,,,11234.0,40.621224,-73.91287,18.0,46.0,69602.0,3236496.0,3083880002.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,1420 East 68 Street CONSOLIDATED LOCATION
2016 - 17,Dr. Susan S. McKinney Secondary School of the Arts,K265,K,13,500,1,1031,PS 262K,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '35.848202', 'longitude': '-78.292312', 'human_address': '{""address"": ""101 PARK AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",28405.0,,,,,11205.0,40.696324,-73.97578,2.0,35.0,211.0,3057942.0,3020280001.0,Fort Greene                                                                ,
2016 - 17,P.S. 244 Richard R. Green,K244,K,18,252,1,310,PS/IS 238K,P.S. 243K- The Weeksville School,1,3,1,2,2,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '34.172136', 'longitude': '-118.447355', 'human_address': '{""address"": ""5404 TILDEN AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",19729.0,,,,,11203.0,40.648423,-73.925948,17.0,45.0,946.0,3104513.0,3047390001.0,Rugby-Remsen Village                                                       ,
2016 - 17,The Fresh Creek School,K325,K,19,1758,1,113,PS 257K,J.H.S. 259 William Mckinley,0,1,1,0,1,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,"{'latitude': '35.122045', 'longitude': '-90.03296', 'human_address': '{""address"": ""875 WILLIAMS AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",30974.0,,,,,11207.0,40.654031,-73.894854,18.0,42.0,982.0,3229155.0,3081580035.0,Canarsie                                                                   ,
2016 - 17,P.S. 289 George V. Brower,K289,K,17,681,1,119,PS 284K,P.S. 288 The Shirley Tanyhill,0,1,2,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.661758', 'longitude': '-74.332539', 'human_address': '{""address"": ""900 ST MARKS AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",15569.0,,,,,11213.0,40.674794,-73.942639,8.0,36.0,341.0,3031050.0,3012290028.0,Crown Heights North                                                        ,
2016 - 17,Frederick Douglass Academy VIII Middle School,K452,K,19,633,2,190,MS 136K,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.421492', 'longitude': '-80.569278', 'human_address': '{""address"": ""1400 PENNSYLVANIA AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",7901.0,,,,,11239.0,40.64726,-73.881114,5.0,42.0,105804.0,3098294.0,3044520025.0,Starrett City                                                              ,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
2016 - 17,231 PALMETTO STREET CONSOLIDATED LOCATION,K291,K,32,236,3,120,PS 287K,"J.H.S. 291 Roland Hayes |  Bushwick Community High School | Math, Engineering, and Science Academy Charter Hig |  231 PALMETTO STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '33.900142', 'longitude': '-80.346844', 'human_address': '{""address"": ""231 PALMETTO STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12955.0,,,,,11221.0,40.695362,-73.915142,4.0,37.0,433.0,3076460.0,3033430001.0,Bushwick North                                                             ,231 PALMETTO STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 029 John M. Harrigan,K029,K,15,967,1,61,PS 028K,P.S. 029 John M. Harrigan,0,1,1,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '29.444217', 'longitude': '-98.533591', 'human_address': '{""address"": ""425 HENRY STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11592.0,,,,,11201.0,40.686951,-73.99806,6.0,39.0,45.0,3255627.0,3003110001.0,Carroll Gardens-Columbia Street-Red Hook                                   ,
2016 - 17,Brooklyn School for Music & Theatre,K548,K,17,386,4,140,THOMAS JEFFERSON HS,International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.67009', 'longitude': '-73.961805', 'human_address': '{""address"": ""883 CLASSON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,48.0,44.0,11225.0,40.670349,-73.961695,9.0,35.0,213.0,3029686.0,3011870001.0,Crown Heights South                                                        ,883 CLASSON AVENUE CONSOLIDATED LOCATION
2016 - 17,Landmark High School,M419,M,2,1801,2,677,PS 003M,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,5,3,5,2,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,"{'latitude': '26.777123', 'longitude': '-80.061719', 'human_address': '{""address"": ""351 WEST 18 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",24127.0,,,,,10011.0,40.742867,-74.002136,4.0,3.0,89.0,1013096.0,1007420007.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,260 PLEASANT AVENUE CONSOLIDATED LOCATION
2016 - 17,I.S. 096 Seth Low,K096,K,21,723,2,304,PS/IS 095K,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '33.157838', 'longitude': '-99.746703', 'human_address': '{""address"": ""99 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11680.0,,,,,11204.0,40.60754,-73.984661,11.0,44.0,430.0,3174076.0,3065950033.0,Bensonhurst East                                                           ,99 AVENUE P CONSOLIDATED LOCATION 
2016 - 17,325 SOUTH  3 STREET CONSOLIDATED LOCATION,K414,K,14,606,1,58,PS 019K,Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '31.711655', 'longitude': '-110.068987', 'human_address': '{""address"": ""325 SOUTH 3 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",29538.0,,,,,11211.0,40.709647,-73.95465,1.0,34.0,527.0,3063188.0,3024230001.0,North Side-South Side                                                      ,325 SOUTH  3 STREET CONSOLIDATED LOCATION
2016 - 17,FUTURE LEADERS INSTITUTE CHARTER SCHOOL(MN),M861,M,3,187,2,697,PS 140M,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '42.256066', 'longitude': '-72.251068', 'human_address': '{""address"": ""134 WEST 122 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11429.0,,,,,10027.0,40.8063,-73.948013,10.0,9.0,220.0,1057683.0,1019060011.0,Central Harlem South                                                       ,134 WEST 122 STREET CONSOLIDATED LOCATION
2016 - 17,Castle Bridge School,M513,M,6,622,2,1310,KIPP STAR COLLEGE PREP CHARTER SCHOOL,P.S. 128 Audubon |  Castle Bridge School |  560 WEST 169 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '42.024885', 'longitude': '-71.246078', 'human_address': '{""address"": ""560 WEST 169 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",9203.0,,,,,10032.0,40.841321,-73.938506,12.0,10.0,251.0,1062994.0,1021250001.0,Washington Heights South                                                   ,560 WEST 169 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 076 A. Philip Randolph,M076,M,3,1134,2,657,IS 070M,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,0,1,0,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '40.941103', 'longitude': '-74.02057', 'human_address': '{""address"": ""220 WEST 121 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",3814.0,,,,,10027.0,40.806768,-73.951061,10.0,9.0,220.0,1058470.0,1019260017.0,Central Harlem South                                                       ,735 WEST END AVENUE CONSOLDATED LOCATION 
2016 - 17,888 REV J A POLITE AVE CONSOLIDATED LOCATION,X060,X,8,248,2,370,PS 047X,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'human_address': '{""address"": ""888 REV J A POLITE AVE"", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,10459.0,40.820403,-73.898912,2.0,17.0,87.0,2005348.0,2026960085.0,Longwood                                                                   ,2111 CROTONA AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 222 Katherine R. Snyder,K222,K,22,352,1,24,IS 218K,P.S. 221 Toussaint L'Ouverture,0,3,4,2,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.613421', 'longitude': '-73.938675', 'human_address': '{""address"": ""3301 QUENTIN ROAD"", ""city"": """", ""state"": """", ""zip"": """"}'}",13825.0,5.0,2.0,8.0,38.0,11234.0,40.613317,-73.938871,18.0,46.0,646.0,3212254.0,3077060001.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,
2016 - 17,Mott Hall II,M862,M,3,,2,613,PS 158M ,M.S. 328 - Manhattan Middle School for Scientific |WHIN Music Community |  401 WEST 164 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.073432', 'longitude': '-84.728985', 'human_address': '{""address"": ""234 WEST 109 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13059.0,,,,,10025.0,40.802917,-73.965613,7.0,7.0,195.0,1056676.0,1018800013.0,Morningside Heights                                                        ,401 WEST 164 STREET CONSOLIDATED LOCATION
2016 - 17,100 HESTER STREET CONSOLIDATED LOCATION,M131,M,2,309,3,1275,P.S.128 MINISCHOOL,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '36.550818', 'longitude': '-89.966374', 'human_address': '{""address"": ""100 HESTER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",8329.0,,,,,10002.0,40.716553,-73.993092,3.0,1.0,16.0,1082489.0,1003010003.0,Chinatown                                                                  ,100 HESTER STREET CONSOLIDATED LOCATION
2016 - 17,Williamsburg Preparatory School,K561,K,14,565,3,141,TRANSIT TECH HS,Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '42.378897', 'longitude': '-122.915098', 'human_address': '{""address"": ""257 NORTH 6 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",1739.0,,,,,11211.0,40.715073,-73.954754,1.0,33.0,519.0,3062135.0,3023300011.0,North Side-South Side                                                      ,257 NORTH  6 STREET CONSOLIDATED LOCATION
2016 - 17,Brooklyn Studio Secondary School,K690,K,21,465,1,17,HARRY VAN ARSDALE HS,W. H. Maxwell Career and Technical Education High,1,1,15,1,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '37.503577', 'longitude': '-99.374642', 'human_address': '{""address"": ""8310 21ST AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",28126.0,,,,,11214.0,40.604879,-73.994404,11.0,47.0,288.0,3165232.0,3063290032.0,Bensonhurst West                                                           ,
2016 - 17,I.S. 211 John Wilson,K211,K,18,515,2,308,PS/IS 206K,M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.643509', 'longitude': '-73.896507', 'human_address': '{""address"": ""1001 EAST 100 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13827.0,5.0,2.0,8.0,42.0,11236.0,40.643278,-73.896212,18.0,46.0,988.0,3326732.0,3082270001.0,Canarsie                                                                   ,188 ROCHESTER AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 107 John W. Kimball,K107,K,15,578,1,83,PS 106K,P.S. 107 John W. Kimball,1,0,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.754122', 'longitude': '-80.320853', 'human_address': '{""address"": ""1301 8 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",7852.0,,,,,11215.0,40.663251,-73.981289,6.0,39.0,167.0,3026517.0,3011010001.0,Park Slope-Gowanus                                                         ,
2016 - 17,Nelson Mandela High School,K765,K,16,265,3,193,NEW UTRECHT HS,Boys and Girls High School |  Research and Service High School | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.679415', 'longitude': '-73.931607', 'human_address': '{""address"": ""1700 FULTON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17615.0,69.0,2.0,49.0,52.0,11213.0,40.67944,-73.932407,3.0,36.0,271.0,3047996.0,3017010001.0,Crown Heights North                                                        ,1700 FULTON STREET CONSOLIDATED LOCATION
