dbn,school_name,grade_level,category,average_frequency,average_minutes,of_students_who_are_receiving_the_required_amount_of_physical_education_instruction_1,of_students_who_are_receiving_the_required_amount_of_physical_education_instruction_2,of_students_who_are_receiving_less_than_the_required_amount_of_physical_education_instruction_1,of_students_who_are_receiving_less_than_the_required_amount_of_physical_education_instruction_2,of_students_who_have_an_iep_that_recommends_adaptive_physical_education_1,of_students_who_have_an_iep_that_recommends_adaptive_physical_education_2
01M064,P.S. 064 Robert Simon,4,ELL,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,All Students,1.95,175.91,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,Asian,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,Black,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,Hispanic,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,White,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,Female,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,Male,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,IEP,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,5,ELL,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,0K,All Students,3.05,165.81,22,51.16%,21,48.84%,s,s
01M064,P.S. 064 Robert Simon,0K,Asian,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,0K,Black,-,-,s,s,s,s,s,s
01M064,P.S. 064 Robert Simon,0K,Hispanic,-,-,16,48.48%,17,51.52%,s,s
01M064,P.S. 064 Robert Simon,0K,Female,-,-,9,52.94%,8,47.06%,s,s
01M064,P.S. 064 Robert Simon,0K,Male,-,-,13,50.00%,13,50.00%,s,s
01M064,P.S. 064 Robert Simon,0K,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,All Students,3.00,135.00,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,Asian,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,Hispanic,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,White,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,Female,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,Male,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,1,ELL,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,All Students,3.00,135.00,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,Asian,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,Hispanic,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,Other,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,White,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,Female,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,Male,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,2,ELL,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,All Students,2.00,90.00,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,Asian,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,Hispanic,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,Other,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,White,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,Female,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,Male,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,3,ELL,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,All Students,2.00,90.00,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,Asian,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,Hispanic,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,Other,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,White,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,Female,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,Male,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,4,ELL,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,All Students,2.00,90.00,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,Asian,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,Hispanic,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,Other,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,White,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,Female,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,Male,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,5,ELL,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,All Students,3.00,135.00,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,Asian,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,Hispanic,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,White,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,Female,-,-,s,s,s,s,s,s
02M089,P.S. 89,5,Black,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,Male,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,IEP,-,-,s,s,s,s,s,s
01M110,P.S. 110 Florence Nightingale,0K,ELL,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,All Students,5.00,133.53,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,Asian,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,Black,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,Hispanic,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,Female,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,Male,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,IEP,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,1,ELL,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,All Students,5.00,133.47,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,Asian,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,Black,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,Hispanic,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,White,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,Female,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,Male,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,IEP,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,2,ELL,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,All Students,5.00,120.00,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,Asian,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,Black,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,Hispanic,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,White,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,Female,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,Male,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,IEP,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,3,ELL,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,All Students,5.00,120.00,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,Asian,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,Black,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,Hispanic,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,White,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,Female,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,Male,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,IEP,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,4,ELL,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,5,All Students,4.06,120.00,52,76.47%,16,23.53%,s,s
01M134,P.S. 134 Henrietta Szold,5,Asian,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,5,Black,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,5,Hispanic,-,-,25,75.76%,8,24.24%,s,s
01M134,P.S. 134 Henrietta Szold,5,White,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,5,Female,-,-,27,77.14%,8,22.86%,s,s
01M134,P.S. 134 Henrietta Szold,5,Male,-,-,25,75.76%,8,24.24%,s,s
01M134,P.S. 134 Henrietta Szold,5,IEP,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,5,ELL,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,All Students,4.00,142.50,18,75.00%,6,25.00%,s,s
01M134,P.S. 134 Henrietta Szold,0K,Asian,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,Black,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,Hispanic,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,Other,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,Female,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,Male,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,IEP,-,-,s,s,s,s,s,s
01M134,P.S. 134 Henrietta Szold,0K,ELL,-,-,s,s,s,s,s,s
01M364,Earth School,4,White,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,All Students,1.00,120.00,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,Asian,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,1,ELL,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,All Students,1.00,120.00,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,Asian,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,White,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,2,ELL,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,All Students,1.00,120.00,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,3,ELL,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,All Students,1.00,120.00,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,White,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,4,ELL,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,All Students,1.00,120.00,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,Asian,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,5,ELL,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,All Students,2.00,90.00,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,Asian,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,White,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,6,ELL,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,All Students,2.00,90.42,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,Asian,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,Black,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,Hispanic,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,Other,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,White,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,Female,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,Male,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,IEP,-,-,s,s,s,s,s,s
01M140,P.S. 140 Nathan Straus,7,ELL,-,-,s,s,s,s,s,s
