order,property_id,property_name,parent_property_id,parent_property_name,bbl_10_digits,nyc_borough_block_and_lot_bbl_self_reported,nyc_building_identification_number_bin,address_1_self_reported,address_2,postal_code,street_number,street_name,borough,dof_gross_floor_area,primary_property_type_self_selected,list_of_all_property_use_types_at_property,largest_property_use_type,largest_property_use_type_gross_floor_area_ft,_2nd_largest_property_use_type,_2nd_largest_property_use_gross_floor_area_ft,_3rd_largest_property_use_type,_3rd_largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings_self_reported,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_source_eui_kbtu_ft,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_natural_gas_use_therms,electricity_use_grid_purchase_kbtu,weather_normalized_site_electricity_kwh,total_ghg_emissions_metric_tons_co2e,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,property_gfa_self_reported_ft,water_use_all_water_sources_kgal,water_intensity_all_water_sources_gal_ft,source_eui_kbtu_ft,release_date,water_required,dof_benchmarking_submission_status,latitude,longitude,community_board,council_district,census_tract,nta
201,4406828,3091 - KINGS PLAZA SHOPPING CENTER,4406828,3091 - KINGS PLAZA SHOPPING CENTER,,3-08470-0055;3-08470-0050,3326830;3238574,5100 KINGS PLAZA,Not Available,11234,,,,,Enclosed Mall,Enclosed Mall,Enclosed Mall,2662400.0,Not Available,Not Available,Not Available,Not Available,1970,2,100,Whole Building,Whole Building,Not Available,122.0,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.247746169E8,3221411,,Not Available,17250.3,17250.3,,2662400,37262,14,128.1,2017-05-01T15:15:07.000,Yes,In Compliance,,,,,,
202,5877242,Smaller Property,4406828,3091 - KINGS PLAZA SHOPPING CENTER,3084700050.0,3084700050,3238574,5100 KINGS PLAZA,Not Available,11234,5102.0,AVENUE U,Brooklyn,114400.0,Enclosed Mall,Enclosed Mall,Enclosed Mall,114400.0,Not Available,Not Available,Not Available,Not Available,1970,1,80,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,114400,Not Available,Not Available,,2017-05-01T15:15:07.000,Yes,In Compliance,40.609977,-73.92222,18.0,46.0,698.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
203,5877237,Main Mall,4406828,3091 - KINGS PLAZA SHOPPING CENTER,3084700055.0,3084700055,3326830,5100 KINGS PLAZA,Not Available,11234,5120.0,AVENUE U,Brooklyn,2548000.0,Enclosed Mall,Enclosed Mall,Enclosed Mall,2548000.0,Not Available,Not Available,Not Available,Not Available,1970,1,80,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,2548000,Not Available,Not Available,,2017-05-01T15:15:07.000,Yes,In Compliance,40.610962,-73.920699,18.0,46.0,698.0,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
204,4440047,Third Housing Company Inc.,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-52 160th Street ,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,735000.0,Parking,0,Not Available,Not Available,1953,12,100,Whole Building,Whole Building,96,35.5,34.6,7.7,0.1,91.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5623182.4,59854.4,20492629.3,5695967.6,2200.4,298.7,1901.7,735000,45976.8,62.55,95.6,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
205,4442584,Third Hsg Bldg #1,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,158-39 - 158-43 HVA Jr. Ave.,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,72.9,Not Available,0.7,76.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4674307.8,51005.1,,Not Available,,,0.0,70000,4450.2,63.57,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
206,4442600,Third Hsg Bldg #2,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,67-47 161st Street ,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,17500.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,65.9,72,Not Available,0.7,75.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1152992.5,12591.6,,Not Available,61.2,61.2,0.0,17500,1292.6,73.86,69.2,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
207,4442615,Third Hsg Bldg #3,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,67-30 / 67-24 161st Street,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,100,65.2,Not Available,Not Available,Not Available,Not Available,Not Available,1656000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,277.3,277.3,0.0,70000,4414.3,63.06,67.5,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
208,4442622,Third Hsg Bldg #4,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,67-10 161st Street,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,17500.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Not Available,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,17500,1271.7,72.67,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
209,4442623,Third Hsg Bldg #5,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-96 / 65-90 160th Street,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,100,64.5,Not Available,Not Available,Not Available,Not Available,Not Available,1617360,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,273.8,273.8,0.0,70000,4812.2,68.75,66.8,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
210,4442643,Third Hsg Bldg #6,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-82 / 65-75 160th Street ,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,100,65.9,Not Available,Not Available,Not Available,Not Available,Not Available,1656000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,279.8,279.8,0.0,70000,4457.6,63.68,68.2,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
211,4442657,Third Hsg Bldg #7,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-52 / 65-46 160th Street,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,100,71.5,Not Available,Not Available,Not Available,Not Available,Not Available,2318400.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,314.6,314.6,0.0,70000,4345.4,62.08,73.7,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
212,4442671,Third Hsg Bldg #8,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-43 / 65-45 Parsons Blvd.,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,69.3,Not Available,0.7,72.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4434956.9,48518.9,,Not Available,,,0.0,70000,3760.5,53.72,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
213,4442679,Third Hsg Bldg #9,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-59 / 65-61 Parsons Blvd.,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,66.4,Not Available,0.7,69.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4264454.9,46508.1,,Not Available,,,0.0,70000,3807.6,54.39,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
214,4442683,Third Hsg Bldg #10,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-77 / 65-81 Parsons Blvd.,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,71.5,Not Available,0.7,75.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4603057.1,50039.5,,Not Available,,,0.0,70000,4873.6,69.62,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
215,4442689,Third Hsg Bldg #11,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,67-11 / 67-15 Parsons Blvd.,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,78.8,Not Available,0.8,82.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5095392.3,55140.2,,Not Available,,,0.0,70000,4891.5,69.88,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
216,4442692,Third Hsg Bldg #12,4440047,Third Housing Company Inc.,4067900001.0,4-06790-0001,4455379,65-17 / 65-23 Parsons Blvd.,Not Available,11365,,160 STREET,Queens,749142.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4574489.3,Not Available,,Not Available,,,0.0,70000,3599.6,51.42,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
217,4442227,First Housing Company Inc.,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,161-04 Harry Van Arsdale Jr. Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,350000.0,Parking,0,Not Available,Not Available,1953,7,100,Whole Building,Whole Building,98,27.4,26.1,7.6,Not Available,81.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9580691.0,2672290.6,889.1,0.0,889.1,350000,21982.2,62.81,86.0,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
218,4442267,First Hsg Bldg #1,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,162-01 / 162-05  71st Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,35000,1241,35.46,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
219,4442287,First Hsg Bldg #2,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,161-08 / 161-06 HVA Jr. Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,36,154.5,170.8,Not Available,1.7,179.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10817395,119577.3,,Not Available,574.6,574.6,0.0,70000,6466.9,92.38,162.3,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
220,4442334,First Hsg Bldg #3,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,159-21 / 159-25 71st  Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Not Available,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,35000,1171.4,33.47,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
221,4442343,First Hsg Bldg #4,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,158-40 HVA Jr. Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,69,130.0,142.9,Not Available,1.4,150,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9098339.9,100002.4,,Not Available,483.3,483.3,0.0,70000,5053.8,72.2,136.5,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
222,4442348,FIrst Hsg Bldg #5,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,161-04 Harry Van Arsdale Jr. Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Not Available,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,35000,1104.1,31.55,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
223,4442358,First Hsg Bldg #6,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,161-12 / 161-10 HVA Jr. Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Not Available,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0.0,0.0,0.0,35000,1272.4,36.36,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
224,4442366,First Hsg Bldg #7,4442227,First Housing Company Inc.,4067890015.0,4-06789-0015,4451548,161-30 / 161-32 HVA Jr. Ave.,Not Available,11365,,JEWEL AVENUE,Queens,363265.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1953,1,100,Whole Building,Whole Building,Not Available,,129.8,Not Available,1.3,136.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8239640.2,90831.3,,Not Available,,,0.0,70000,5485.5,78.36,,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
225,4442823,Second Housing Company Inc,4442823,Second Housing Company Inc,4067920600.0,4-06792-0600,4455438,161-29 Harry Van Arsdale Jr. Ave,Not Available,11365,,JEWEL AVENUE,Queens,789880.0,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,665000.0,Parking,0,Not Available,Not Available,1955,12,100,Whole Building,Whole Building,99,27.9,26.6,7.2,0,79.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1295562.5,13117.8,17238823.1,4794817.7,1668.6,68.8,1599.8,665000,33742.7,50.74,83.4,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
226,4442382,Second Hsg Bldg #1,4442823,Second Housing Company Inc,4067920600.0,4-06792-0600,4455438,161-25 / 161-29 HVA Ave.,Not Available,11365,,JEWEL AVENUE,Queens,789880.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Whole Building,100,59.4,64.2,Not Available,0.6,67.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4161294.7,44916.2,,Not Available,221.0,221.0,0.0,70000,4071.6,58.17,62.4,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
385,5835940,Carol Gardens,5835940,Carol Gardens,,Not Available,Not Available,820-880 Thieriot Ave,Not Available,10473,,,,,Multifamily Housing,Multifamily Housing,Multifamily Housing,352868.0,Not Available,Not Available,Not Available,Not Available,1968,2,95,Whole Building,Whole Building,12,132.9,131.9,7.4,1.1,191.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.76746852E7,375953.4,9220445.0,2625921.2,2856.7,2001.1,855.7,352868,Not Available,Not Available,194.2,2017-05-01T10:28:45.000,Yes,In Compliance,,,,,,
227,4442385,Second Hsg Bldg #2,4442823,Second Housing Company Inc,4067920600.0,4-06792-0600,4455438,161-51 / 161-55 HVA Jr. Ave,Not Available,11365,,JEWEL AVENUE,Queens,789880.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Whole Building,100,46.2,49.9,Not Available,0.5,52.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3233502.1,34925.7,,Not Available,171.7,171.7,0.0,70000,3587.7,51.25,48.5,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
228,4442391,Second Hsg Bldg #3,4442823,Second Housing Company Inc,4067920600.0,4-06792-0600,4455438,69-16 / 69-10 164th Street ,Not Available,11365,,JEWEL AVENUE,Queens,789880.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000.0,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Whole Building,100,1.6,1.8,Not Available,0,1.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,112927.5,1289.6,,Not Available,6.0,6.0,0.0,70000,3807.6,54.39,1.7,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
229,4442402,Second Hsg Bldg #4,4442823,Second Housing Company Inc,4067920600.0,4-06792-0600,4455438,67-50 164th Street,Not Available,11365,,JEWEL AVENUE,Queens,789880.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Whole Building,100,68.7,Not Available,Not Available,Not Available,Not Available,Not Available,350244,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,135.1,135.1,0.0,35000,5169.1,147.69,71.7,2017-05-01T21:17:10.000,Yes,In Compliance,,,,,,
