development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_kwh,kwh_charges,consumption_kw,kw_charges,other_charges
BREUKELEN,BROOKLYN,BREUKELEN,BLD 04,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572071,N,5934.81,GOV/NYC/068,Yes,44800,1854.32,0.0,0.0,4080.49
BREUKELEN,BROOKLYN,BREUKELEN,BLD 24,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572080,N,5023.39,GOV/NYC/068,Yes,37920,1569.55,0.0,0.0,3453.84
BREUKELEN,BROOKLYN,BREUKELEN,BLD 12,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572079,N,4970.4,GOV/NYC/068,Yes,37520,1552.99,0.0,0.0,3417.41
BREUKELEN,BROOKLYN,BREUKELEN,BLD 28,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572094,N,7132.36,GOV/NYC/068,Yes,53840,2228.49,0.0,0.0,4903.87
BREUKELEN,BROOKLYN,BREUKELEN,BLD 03,AMR,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8572093,N,5012.78,GOV/NYC/068,Yes,37840,1566.23,0.0,0.0,3446.55
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 27,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147889,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7363429,Y,260.97,GOV/NYC/062,Yes,972,49.15,0.0,0.0,211.82
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 26,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147908,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7423124,Y,291.18,GOV/NYC/062,Yes,1098,55.53,0.0,0.0,235.65
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 31,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147911,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8002323,N,255.59,GOV/NYC/062,Yes,954,48.24,0.0,0.0,207.35
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 40,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147913,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8074787,N,240.05,GOV/NYC/062,Yes,900,45.51,0.0,0.0,194.54
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 04,NONE,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7662330,Y,11765.84,GOV/NYC/068,Yes,99200,4106.88,200.0,1872.0,5786.96
ALBANY,BROOKLYN,ALBANY/ALBANY II,ALBANY BLD 06,AMR,,31,524,K003100,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8232063,Y,8459.95,GOV/NYC/068,Yes,103840,4298.98,0.0,0.0,4160.97
ALBANY II,BROOKLYN,ALBANY/ALBANY II,ALBANY II BLD 07,NONE,,85,524,K008500,FEDERAL,NY005010310P,NEW YORK POWER AUTHORITY,8147662,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6026253,Y,9887.02,GOV/NYC/068,Yes,88800,3676.32,144.0,1347.84,4862.86
BREUKELEN,BROOKLYN,BREUKELEN,BLD 08,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572072,N,879.63,GOV/NYC/068,Yes,0,0.0,85.06,879.63,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 20,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301112,N,1101.14,GOV/NYC/068,Yes,0,0.0,106.48,1101.14,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 31,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095526,N,505.28,GOV/NYC/068,Yes,0,0.0,48.86,505.28,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 21,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572066,N,671.15,GOV/NYC/068,Yes,0,0.0,64.9,671.15,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 09,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572069,N,919.34,GOV/NYC/068,Yes,0,0.0,88.9,919.34,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 29,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572078,N,1107.45,GOV/NYC/068,Yes,0,0.0,107.09,1107.45,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 11,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572074,N,754.5,GOV/NYC/068,Yes,0,0.0,72.96,754.5,0.0
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 44,NONE,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147926,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6360233,Y,252.47,GOV/NYC/062,Yes,945,47.79,0.0,0.0,204.68
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 03,AMR,,324,758,K032400,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147869,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7891053,N,396.61,GOV/NYC/069,Yes,3762,157.18,5.94,46.39,193.04
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,NONE,,324,758,K032400,FEDERAL,NY005012470P,NEW YORK POWER AUTHORITY,8147916,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7390712,N,944.52,GOV/NYC/062,Yes,3582,181.14,0.0,0.0,763.38
BUTLER,BRONX,BUTLER,BLD 01,NONE,,113,435,B011300,FEDERAL,NY005001130P,NEW YORK POWER AUTHORITY,8147210,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7252796,Y,23125.49,GOV/NYC/068,Yes,174000,7203.6,400.0,3744.0,12177.89
BUTLER,BRONX,BUTLER,BLD 04,NONE,,113,435,B011300,FEDERAL,NY005001130P,NEW YORK POWER AUTHORITY,8147213,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7296111,Y,27027.46,GOV/NYC/068,Yes,220400,9124.56,448.0,4193.28,13709.62
BUTLER,BRONX,BUTLER,BLD 06,AMR,,113,435,B011300,FEDERAL,NY005001130P,NEW YORK POWER AUTHORITY,8147216,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8632861,N,756.54,GOV/NYC/069,Yes,3258,136.12,16.92,132.15,488.27
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 01,NONE,,166,288,K016600,FEDERAL,NY005011660P,NEW YORK POWER AUTHORITY,8147798,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7251046,N,24317.73,GOV/NYC/068,Yes,208800,8644.32,392.0,3669.12,12004.29
CARLETON MANOR,QUEENS,CARLETON MANOR,BLD 01,NONE,BLD 01,164,270,Q016400,FEDERAL,NY005010750P,PSEG Long Island,8179480,2019-08,2019-07-26T00:00:00.000,2019-08-25T00:00:00.000,30,96973681,N,24622.58,284-Sec Com Large Multiple Per,Exception,123040,12272.1,453.7,8968.48,3382.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 22,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572089,N,1130.72,GOV/NYC/068,Yes,0,0.0,109.34,1130.72,0.0
CARVER,MANHATTAN,CARVER,CARVER BLD 03,INTERVAL,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1094990,N,584.06,GOV/NYC/068,Yes,0,0.0,62.4,584.06,0.0
CARVER,MANHATTAN,CARVER,CARVER BLD 04,INTERVAL,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1266721,N,590.05,GOV/NYC/068,Yes,0,0.0,63.04,590.05,0.0
BREUKELEN,BROOKLYN,BREUKELEN,BLD 03,INTERVAL,,56,212,K005600,FEDERAL,NY005000560P,NEW YORK POWER AUTHORITY,8147673,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572093,N,703.83,GOV/NYC/068,Yes,0,0.0,68.06,703.83,0.0
CARVER,MANHATTAN,CARVER,CARVER BLD 01,INTERVAL,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1572102,N,1601.68,GOV/NYC/068,Yes,0,0.0,171.12,1601.68,0.0
CARVER,MANHATTAN,CARVER,CARVER BLD 03,AMR,,58,534,M005800,FEDERAL,NY005000580P,NEW YORK POWER AUTHORITY,8147418,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8094990,N,3290.18,GOV/NYC/068,Yes,32640,0.0,0.0,0.0,3290.18
BLAND,QUEENS,BLAND,BLD 02,AMR,,54,519,Q005400,FEDERAL,NY005011860P,NEW YORK POWER AUTHORITY,8147021,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125333,Y,5954.77,GOV/NYC/068,Yes,72320,2994.05,0.0,0.0,2960.72
BRONX RIVER,BRONX,BRONX RIVER,BLD 06,INTERVAL,,32,533,B003200,FEDERAL,NY005010320P,NEW YORK POWER AUTHORITY,8147076,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1096633,N,2111.4,GOV/NYC/068,Yes,0,0.0,211.92,2111.4,0.0
CASTLE HILL,BRONX,CASTLE HILL,BLD 02,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,NEW YORK POWER AUTHORITY,8147112,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350751,N,13926.61,GOV/NYC/068,Yes,114400,4736.16,228.0,2134.08,7056.37
CASTLE HILL,BRONX,CASTLE HILL,BLD 04,INTERVAL,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,NEW YORK POWER AUTHORITY,8147114,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1322192,N,9344.11,GOV/NYC/068,Yes,0,0.0,501.6,4694.98,4649.13
CASTLE HILL,BRONX,CASTLE HILL,BLD 06,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,NEW YORK POWER AUTHORITY,8147116,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350746,N,13964.48,GOV/NYC/068,Yes,113600,4703.04,230.0,2152.8,7108.64
CASTLE HILL,BRONX,CASTLE HILL,BLD 09,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,NEW YORK POWER AUTHORITY,8147119,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350181,N,14082.04,GOV/NYC/068,Yes,114000,4719.6,232.0,2171.52,7190.92
BREVOORT,BROOKLYN,BREVOORT,BLD 01,INTERVAL,,65,213,K006500,FEDERAL,NY005000650P,NEW YORK POWER AUTHORITY,8147690,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1889951,N,1221.89,GOV/NYC/068,Yes,0,0.0,119.33,1221.89,0.0
BREVOORT,BROOKLYN,BREVOORT,BLD 11,INTERVAL,,65,213,K006500,FEDERAL,NY005000650P,NEW YORK POWER AUTHORITY,8147690,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1889980,N,2221.57,GOV/NYC/068,Yes,0,0.0,216.96,2221.57,0.0
CASTLE HILL,BRONX,CASTLE HILL,BLD 13,AMR,,80,431,B008000,MIXED FINANCE/LLC1,NY005020800P,NEW YORK POWER AUTHORITY,8147123,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350133,N,14310.57,GOV/NYC/068,Yes,117600,4868.64,234.0,2190.24,7251.69
CHELSEA,MANHATTAN,CHELSEA,BLD 01,INTERVAL,,134,446,M013400,MIXED FINANCE/LLC1,NY005021340P,NEW YORK POWER AUTHORITY,8147570,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1008845,N,12580.85,GOV/NYC/068,Yes,0,0.0,670.56,6276.44,6304.41
CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,CLAREMONT PARKWAY-FRANKLIN AVENUE,BLD 03,AMR,APT 01B - Tenant Patrol Office,334,779,B033400,FEDERAL,NY005013420P,NEW YORK POWER AUTHORITY,8147162,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8084241,Y,243.76,GOV/NYC/062,Yes,929,46.98,0.0,0.0,196.78
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 06,NONE,,307,330,B030700,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147277,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8741239,N,383.02,GOV/NYC/062,Yes,1440,72.82,0.0,0.0,310.2
CLAREMONT REHAB (GROUP 2),BRONX,CLAREMONT REHAB (GROUP 2),BLD 05,NONE,,307,330,B030700,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147291,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,4012466,Y,780.26,GOV/NYC/062,Yes,3024,152.92,0.0,0.0,627.34
CLAREMONT REHAB (GROUP 3),BRONX,CLAREMONT REHAB (GROUP 3),BLD 05,NONE,,308,750,B030800,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147167,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6621147,Y,325.35,GOV/NYC/062,Yes,1206,60.99,0.0,0.0,264.36
BREVOORT,BROOKLYN,BREVOORT,BLD 12,AMR,,65,213,K006500,FEDERAL,NY005000650P,NEW YORK POWER AUTHORITY,8147690,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095594,N,15737.78,GOV/NYC/068,Yes,112000,4637.75,0.0,0.0,11100.03
CLAREMONT REHAB (GROUP 3),BRONX,CLAREMONT REHAB (GROUP 3),BLD 02,NONE,,308,750,B030800,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147175,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8445002,N,550.79,GOV/NYC/062,Yes,2088,105.59,0.0,0.0,445.2
BRONX RIVER,BRONX,BRONX RIVER,BLD 07,INTERVAL,,32,533,B003200,FEDERAL,NY005010320P,NEW YORK POWER AUTHORITY,8147076,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1096631,N,2388.78,GOV/NYC/068,Yes,0,0.0,239.76,2388.78,0.0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 05,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147273,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8319562,N,946.44,GOV/NYC/069,Yes,8000,334.24,16.0,124.96,487.24
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 02,NONE,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147293,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6242998,Y,430.96,GOV/NYC/062,Yes,1638,82.83,0.0,0.0,348.13
CLAREMONT REHAB (GROUP 5),BRONX,CLAREMONT REHAB (GROUP 5),BLD 02,NONE,,336,752,B033600,FEDERAL,NY005013080P,NEW YORK POWER AUTHORITY,8147274,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7834992,Y,1151.87,GOV/NYC/069,Yes,9280,387.72,20.0,156.2,607.95
CLASON POINT GARDENS,BRONX,CLASON POINT GARDENS,CLASON POINT GARDENS BLD 44,INTERVAL,,11,208,B001100,FEDERAL,NY005012800P,NEW YORK POWER AUTHORITY,8147108,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1362632,N,807.44,GOV/NYC/068,Yes,0,0.0,78.14,807.44,0.0
CLASON POINT GARDENS,BRONX,CLASON POINT GARDENS,CLASON POINT GARDENS BLD 03,AMR,,11,208,B001100,FEDERAL,NY005012800P,NEW YORK POWER AUTHORITY,8147108,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7402447,N,10327.86,GOV/NYC/068,Yes,71360,2943.91,0.0,0.0,7383.95
CLASON POINT GARDENS,BRONX,CLASON POINT GARDENS,CLASON POINT GARDENS BLD 35,AMR,,11,208,B001100,FEDERAL,NY005012800P,NEW YORK POWER AUTHORITY,8147108,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8362634,N,8498.49,GOV/NYC/068,Yes,58720,2422.46,0.0,0.0,6076.03
CLINTON,MANHATTAN,CLINTON,BLD 05,AMR,,123,245,M012300,FEDERAL,NY005001230P,NEW YORK POWER AUTHORITY,8147525,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8205894,Y,16782.84,GOV/NYC/068,Yes,140000,5796.0,280.0,2620.8,8366.04
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,,94,671,K009400,FEDERAL,NY005011700P,NEW YORK POWER AUTHORITY,8147688,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8107047,Y,0.0,GOV/NYC/068,Yes,0,0.0,0.0,0.0,0.0
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,NONE,,94,671,K009400,FEDERAL,NY005011700P,NEW YORK POWER AUTHORITY,8147688,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8127217,Y,7119.44,GOV/NYC/068,Yes,76000,3146.4,84.0,786.24,3186.8
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,NONE,,239,335,K023900,FEDERAL,NY005011660P,NEW YORK POWER AUTHORITY,8147683,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7573694,N,20269.05,GOV/NYC/068,Yes,174800,7236.72,328.0,3070.08,9962.25
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 11,INTERVAL,,22,530,M002200,FEDERAL,NY005010220P,NEW YORK POWER AUTHORITY,8147546,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095298,N,769.43,GOV/NYC/068,Yes,0,0.0,77.04,769.43,0.0
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 10,INTERVAL,,22,530,M002200,FEDERAL,NY005010220P,NEW YORK POWER AUTHORITY,8147546,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1322348,N,780.42,GOV/NYC/068,Yes,0,0.0,78.14,780.42,0.0
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 13,INTERVAL,,22,530,M002200,FEDERAL,NY005010220P,NEW YORK POWER AUTHORITY,8147546,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1362654,N,796.5,GOV/NYC/068,Yes,0,0.0,79.75,796.5,0.0
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 08,AMR,,22,530,M002200,FEDERAL,NY005010220P,NEW YORK POWER AUTHORITY,8147546,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095297,N,6476.57,GOV/NYC/068,Yes,42880,1776.1,0.0,0.0,4700.47
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 04,AMR,,22,530,M002200,FEDERAL,NY005010220P,NEW YORK POWER AUTHORITY,8147546,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8322345,N,3455.79,GOV/NYC/068,Yes,22880,947.7,0.0,0.0,2508.09
BAY VIEW,BROOKLYN,BAY VIEW,BLD 18,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301091,N,1715.09,GOV/NYC/068,Yes,0,0.0,94.0,879.84,835.25
COOPER PARK,BROOKLYN,COOPER PARK,BLD 10,INTERVAL,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1009845,N,1509.88,GOV/NYC/068,Yes,0,0.0,81.31,761.06,748.82
COOPER PARK,BROOKLYN,COOPER PARK,BLD 09,INTERVAL,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1833947,N,3219.59,GOV/NYC/068,Yes,0,0.0,173.38,1622.84,1596.75
COOPER PARK,BROOKLYN,COOPER PARK,BLD 02,INTERVAL,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1833949,N,1564.28,GOV/NYC/068,Yes,0,0.0,84.24,788.49,775.79
BRONX RIVER,BRONX,BRONX RIVER,BLD 03,AMR,,32,533,B003200,FEDERAL,NY005010320P,NEW YORK POWER AUTHORITY,8147076,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8093923,N,14265.66,GOV/NYC/068,Yes,99200,4097.36,0.0,0.0,10168.3
COOPER PARK,BROOKLYN,COOPER PARK,BLD 06,INTERVAL,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1833956,N,1453.78,GOV/NYC/068,Yes,0,0.0,78.29,732.79,720.99
COOPER PARK,BROOKLYN,COOPER PARK,BLD 01,INTERVAL,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1833993,N,1573.21,GOV/NYC/068,Yes,0,0.0,84.72,792.98,780.23
COOPER PARK,BROOKLYN,COOPER PARK,BLD 09,AMR,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7833947,Y,6925.59,GOV/NYC/068,Yes,84320,3490.85,0.0,0.0,3434.74
BRONX RIVER,BRONX,BRONX RIVER,BLD 02,AMR,,32,533,B003200,FEDERAL,NY005010320P,NEW YORK POWER AUTHORITY,8147076,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125316,N,15358.6,GOV/NYC/068,Yes,106800,4411.27,0.0,0.0,10947.33
COOPER PARK,BROOKLYN,COOPER PARK,BLD 06,AMR,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7833956,Y,2976.56,GOV/NYC/068,Yes,36240,1500.34,0.0,0.0,1476.22
COOPER PARK,BROOKLYN,COOPER PARK,BLD 01,AMR,,69,223,K006900,FEDERAL,NY005000690P,NEW YORK POWER AUTHORITY,8147677,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7833993,Y,3502.23,GOV/NYC/068,Yes,42640,1765.3,0.0,0.0,1736.93
BRONX RIVER,BRONX,BRONX RIVER,BLD 09,AMR,,32,533,B003200,FEDERAL,NY005010320P,NEW YORK POWER AUTHORITY,8147076,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8096647,N,14121.86,GOV/NYC/068,Yes,98200,4056.06,0.0,0.0,10065.8
CORSI HOUSES,MANHATTAN,CORSI HOUSES,BLD 01,NONE,,199,359,M019900,FEDERAL,NY005010640P,NEW YORK POWER AUTHORITY,8147393,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8545803,Y,10235.19,GOV/NYC/068,Yes,83600,3461.04,172.0,1609.92,5164.23
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 01,AMR,BLD 4,312,331,K031200,FEDERAL,NY005013510P,NEW YORK POWER AUTHORITY,8147972,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9962814,N,536.81,GOV/NYC/062,Yes,1980,100.13,0.0,0.0,436.68
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 15,INTERVAL,,70,536,K007000,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147701,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095171,N,1334.82,GOV/NYC/068,Yes,0,0.0,127.78,1334.82,0.0
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 01,INTERVAL,,70,536,K007000,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147701,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095173,N,1433.02,GOV/NYC/068,Yes,0,0.0,137.18,1433.02,0.0
BRONXCHESTER,BRONX,BRONXCHESTER,BLD 01,NONE,,255,528,B025500,SECTION 8,NY005010930P,NEW YORK POWER AUTHORITY,8147138,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7252780,N,3951.43,GOV/NYC/069,Yes,28800,1203.26,72.0,562.32,2185.85
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 02,INTERVAL,,70,536,K007000,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147701,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095178,N,1111.17,GOV/NYC/068,Yes,0,0.0,106.37,1111.17,0.0
