development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_mlbs
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7932381,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,63121-593,N,2432.35,SC3,Yes,0.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7924730,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,62135,N,14966.57,SC3,Yes,932.2
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7924744,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,322062,N,3945.68,SC3,Yes,90.48
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7929069,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,632136,N,5012.84,SC3,Yes,287.3
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7924543,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,322037,Y,0.0,SC3,Yes,0.0
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7924715,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,621398,N,6176.54,SC4,Yes,232.36
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7924744,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,321244,N,15.7,SC3,Yes,0.36
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7925718,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,331087,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7924724,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,341004,N,0.0,SC3,Yes,0.0
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,8020069,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,621295,Y,17.02,SC3,Yes,0.6
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7932381,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,62368-593,N,2432.35,SC3,Yes,536.5
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7925743,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,24012,N,0.0,SC3,Yes,0.0
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7932381,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,62368-544,N,2432.35,SC3,Yes,0.0
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7950200,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,310029,Y,5973.96,SC3,Yes,221.26
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7925743,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,23318,N,35492.28,SC3,Yes,2659.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7924543,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,311067,Y,3259.2,SC3,Yes,45.42
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7932381,2019-06,2019-05-31T00:00:00.000,2019-06-28T00:00:00.000,28,63121-544,N,2432.35,SC3,Yes,0.0
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,7860111,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,331058,N,845.97,SC3,Yes,41.57
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7860117,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,632136,N,9887.12,SC3,Yes,563.4
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860054,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,322037,N,1106.55,SC3,Yes,22.2
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,7860085,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,331153,N,23483.82,SC3,Yes,1466.42
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860037,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,622030,N,1903.95,SC3,Yes,61.25
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7860051,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,621398,N,7489.72,SC4,Yes,296.31
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860054,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,311067,N,3165.12,SC3,Yes,63.5
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,7860065,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,332091,N,422.55,SC3,Yes,22.32
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7860048,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,62340,N,1169.96,SC3,Yes,71.7
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,7860085,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,342056,N,302.19,SC3,Yes,18.87
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,7860065,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,321108,N,13618.98,SC3,Yes,719.38
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7860040,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,310029,N,6272.87,SC3,Yes,265.56
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860116,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,321244,N,3209.14,SC3,Yes,116.44
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7861217,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,62368-544,N,8719.18,SC3,Yes,509.03
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7860089,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,23318,N,55273.98,SC3,Yes,3960.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7860048,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,62135,N,20780.22,SC3,Yes,1273.5
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7851036,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,631052,N,1052.22,SC3,Yes,60.89
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860044,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,321021,N,11643.65,SC3,Yes,558.72
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7861217,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,63121-593,N,0.0,SC3,Yes,0.0
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7851036,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,621181,N,18165.61,SC3,Yes,1051.21
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7860051,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,631134,N,1020.42,SC4,Yes,40.37
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7861217,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,62368-593,N,9675.71,SC3,Yes,564.87
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860074,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,322105,N,6885.17,SC3,Yes,302.57
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7861217,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,63121-544,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860044,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,341004,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860105,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,321022,N,4324.26,SC3,Yes,179.59
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860074,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,331087,N,4067.79,SC3,Yes,178.76
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860105,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,322040,N,5133.29,SC3,Yes,213.19
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,7860111,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,321136,N,12488.08,SC3,Yes,613.65
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7860089,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,24012,N,15409.71,SC3,Yes,1104.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7860117,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,621076,N,9116.71,SC3,Yes,519.5
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7860040,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,321143,N,3635.32,SC3,Yes,153.9
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860116,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,322062,N,5351.97,SC3,Yes,194.19
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7860037,2019-05,2019-04-30T00:00:00.000,2019-05-31T00:00:00.000,31,621295,N,4280.08,SC3,Yes,137.69
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7777161,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,321244,N,7103.56,SC3,Yes,211.54
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780032,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,322105,N,11828.36,SC3,Yes,359.92
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780032,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,331087,N,8296.15,SC3,Yes,252.44
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780102,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,621295,N,7095.19,SC3,Yes,209.16
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780087,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,621181,N,32585.95,SC3,Yes,1081.0
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,7780043,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,331153,N,40370.54,SC3,Yes,1380.82
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780153,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,321021,N,21163.6,SC3,Yes,698.13
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7777161,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,322062,N,9693.94,SC3,Yes,288.68
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780153,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,341004,N,12226.52,SC3,Yes,403.32
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780074,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,321022,N,16643.33,SC3,Yes,522.27
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780087,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,631052,N,12510.47,SC3,Yes,415.02
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7776559,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,63121-544,N,99.58,SC3,Yes,3.32
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7777115,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,322037,N,2281.18,SC3,Yes,66.46
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7776559,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,63121-593,N,110.37,SC3,Yes,3.68
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780102,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,622030,N,3364.41,SC3,Yes,99.18
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7777115,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,311067,N,5014.75,SC3,Yes,146.1
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7776559,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,62368-593,N,20480.74,SC3,Yes,682.85
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,7780074,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,322040,N,8261.91,SC3,Yes,259.26
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7780061,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,24012,N,85141.2,SC3,Yes,3030.0
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,7780043,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,342056,N,27216.98,SC3,Yes,930.92
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,7777138,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,331058,N,18987.73,SC3,Yes,625.4
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7780123,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,321143,Y,21918.18,SC3,Yes,702.69
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,7776559,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,62368-544,N,18456.5,SC3,Yes,615.35
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,7780061,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,23318,N,118776.19,SC3,Yes,4227.0
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7776569,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,631134,N,11006.1,SC4,Yes,341.66
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,7777138,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,321136,N,21749.36,SC3,Yes,716.36
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7780007,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,632136,N,21557.72,SC3,Yes,723.2
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7780187,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,62340,N,36543.16,SC3,Yes,1257.2
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,7776569,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,621398,N,11964.14,SC4,Yes,371.4
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,7780022,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,332091,N,6442.09,SC3,Yes,212.71
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7780007,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,621076,N,21969.08,SC3,Yes,737.0
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,7780022,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,321108,N,27391.36,SC3,Yes,904.43
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,7780123,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,310029,Y,8074.31,SC3,Yes,258.86
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,7780187,2019-04,2019-03-29T00:00:00.000,2019-04-30T00:00:00.000,32,62135,N,44690.67,SC3,Yes,1537.5
