,id,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocoded_column,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,building_name
72,762,M118,03M258,IS/JHS 258(MN),M258,154 WEST 93 STREET,M,3,216,3,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-85.182791, 42.327849]}",4361,,,,,154 WEST 93 STREET CONSOLIDATED LOCATION
73,117,K099,21K099,PS 99(BROOKLYN),K099,1120 EAST 10 STREET,K,21,842,1,PS 99(BROOKLYN),1,0,2,0,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-96.908595, 35.330106]}",25003,,,,,
74,683,M050,04M964,CENTRAL PARK EAST II(MN),M964,433 EAST 100 STREET,M,4,432,3,PS 50 (MANHATTAN)|CENTRAL PARK EAST II(MN)|NY CENTER FOR AUTISM CHARTER SCHOOL(MN)|433 EAST 100 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.898209, 42.863169]}",9793,,,,,433 EAST 100 STREET CONSOLIDATED LOCATION
75,729,M090,06M319,MS 319 MARIA TERESA(MN),M319,21 Jumel Place,M,6,416,3,M.S. 319 - Maria Teresa| M.S. 324 - Patria Mirabal| KIPP Washington Heights Middle School| 21 JUMEL PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.936048, 40.839491]}",13090,47.0,4.0,39.0,21.0,21 Jumel Place CONSOLIDATED LOCATION
76,220,K188,21K188,PS 188(BROOKLYN),K188,3314 NEPTUNE AVENUE,K,21,400,1,PS 188(BROOKLYN),0,3,3,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-74.00056, 40.577189]}",18184,21.0,2.0,45.0,35.0,
77,280,K240,22K240,ANDRIES HUDDE JHS(BS),K240,2500 NOSTRAND AVENUE,K,22,744,1,ANDRIES HUDDE JHS(BS),0,1,2,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.946311, 40.623772]}",17217,60.0,2.0,26.0,43.0,
78,1071,Q037,29Q037,PS 37(QUEENS),Q037,179-37 137 AVENUE,Q,29,418,1,PS 37(QUEENS),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.758527, 40.675861]}",15313,41.0,3.0,6.0,71.0,
79,993,M625,84M170,SUCCESS ACADEMY CHARTER SCHOOL - MANHATTAN 2- HELL'S KITCHEN(MS),M170,439 West 49 Street,M,2,410,4,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.94541, 43.965067]}",1391,,,,,439 West 49 Street CONSOLIDATED LOCATION
80,311,K265,13K265,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),K265,101 PARK AVENUE,K,13,317,1,DR.SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),0,3,5,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-96.065663, 39.188744]}",8070,,,,,
81,740,M099,84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3(MN),M224,410 EAST 100 STREET,M,4,906,3,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.942065, 40.785467]}",12426,7.0,4.0,35.0,14.0,410 EAST 100 STREET CONSOLIDATED LOCATION
82,1076,Q043,27Q043,PS 43(QUEENS),Q043,160 BEACH 29 STREET,Q,27,836,1,PS 43(QUEENS),1,3,6,2,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-71.827118, 41.35149]}",5391,,,,,
83,6,K003,13K003,PS 3(BROOKLYN),K003,50 JEFFERSON AVENUE,K,13,336,1,PS 3(BROOKLYN),0,0,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-71.037008, 42.411605]}",16883,,,,,
84,873,M223,06M223,PS 223(MANHATTAN),M223,71-111 CONVENT AVE,M,6,288,1,PS 223(MANHATTAN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.952884, 40.815746]}",12424,37.0,4.0,36.0,17.0,
85,122,K105,20K105,PS 105(BS),K105,1031 59 STREET,K,20,1511,1,PS 105(BS),0,1,0,1,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-122.280486, 37.842578]}",1485,,,,,
86,251,K218,19K683,"The School for Classics: An Academy of Thinkers, W",K683,370 Fountain Ave,K,19,231,3,"J.H.S. 218 James P. Sinnott|The School for Classics: An Academy of Thinkers, W|Invictus Preparatory Charter School|370 FOUNTAIN AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.874197, 40.670721]}",17215,45.0,2.0,25.0,47.0,370 FOUNTAIN AVENUE CONSOLIDATED LOCATION
87,1151,Q126,30Q126,IS 126 ALBERT SHANKER SCHOOL FOR VISUAL & PERFORMING ARTS(QN),Q126,31-51 21 STREET,Q,30,656,1,IS 126 ALBERT SHANKER SCHOOL FOR VISUAL & PERFORMING ARTS(QN),0,3,1,1,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.930661, 40.766328]}",16863,39.0,3.0,4.0,72.0,
88,383,K314,20K503,PS 503: The School of Discovery,K503,330 59th St,K,20,1077,2,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.019077, 40.642177]}",18180,9.0,2.0,7.0,45.0,330 59 STREET CONSOLIDATED LOCATION
89,878,M271,02M217,PS/IS 217 ROOSEVELT ISLAND(MN),M217,645 MAIN STREET,M,2,527,1,PS/IS 217 ROOSEVELT ISLAND(MN),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-75.979231, 39.148135]}",9643,,,,,
90,443,K398,17K770,P.S. 770 New American Academy,K770,60 EAST 94 STREET,K,17,249,2,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.92737, 40.663934]}",17614,61.0,2.0,17.0,40.0,60 EAST 94 STREET CONSOLIDATED LOCATION
91,655,M030,75M138,PS 138,M138,144-176 East 128 St.,M,5,603,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.369694, 43.009296]}",9393,,,,,144-176 East 128 St. CONSOLIDATED LOCATION
92,512,K470,17K471,GEORGE W. WINGATE HS GED (BS),K531,600 KINGSTON AVENUE,K,17,GED PROGRAM,5,GEORGE WINGATE HS(BS) |GEORGE W. WINGATE HS GED (BS) |THE SCHOOL FOR HUMAN RIGHTS(BROOKLYN) | Brooklyn Institute for Liberal Arts |HS FOR PUBLIC SERVICE HEROES OF TOMORROW(BS),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.942431, 40.658787]}",16866,17.0,2.0,11.0,44.0,600 KINGSTON AVENUE CONSOLIDATED LOCATION
93,616,K917,22K555,BROOKLYN COLLEGE CAMPUS(BS),K555,2900 BEDFORD AVENUE,K,15,614,1,BROOKLYN COLLEGE CAMPUS(BS),0,1,2,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.952638, 40.63166]}",17217,60.0,2.0,26.0,43.0,
94,273,K235,18K235,PS 235 LENOX SCHOOL(BS),K235,525 LENOX ROAD,K,18,1231,1,PS 235 LENOX SCHOOL(BS),0,4,0,1,3,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-73.94088, 40.6547]}",16866,61.0,2.0,17.0,40.0,
95,677,M045,84M335,HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),M335,2351 FIRST AVENUE,M,4,705,3,COALITION SCHOOL FOR SOCIAL CHANGE(MN)| RIVER EAST ELEMENTARY (MANHATTAN|HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN)|2351 FIRST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-87.38128, 39.478451]}",16522,,,,,2351 FIRST AVENUE CONSOLIDATED LOCATION
96,205,K175,,226 BRISTOL STREET CONSOLIDATED LOCATION,,226 BRISTOL STREET,K,23,327,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,0,4,5,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-78.848003, 42.881722]}",2231,,,,,226 BRISTOL STREET CONSOLIDATED LOCATION
97,599,K845,,330 18 STREET CONSOLIDATED LOCATION,,330 18 STREET,K,15,983,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-95.811361, 37.533427]}",21616,,,,,330 18 STREET CONSOLIDATED LOCATION
98,1044,Q010,30Q010,IS 10 HORACE GREELEY(QN),Q010,45-11 31 AVENUE,Q,30,749,1,IS 10 HORACE GREELEY(QN),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-81.697056, 26.171828]}",18818,,,,,
99,861,M198,02M077,PS 77 (MANHATTAN) Lower Lab,M077,1700 THIRD AVENUE,M,2,358,2,P.S. 77 Lower Lab School |  P.S. 198 Isador E. Ida Straus |  1700 3 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-122.069687, 37.919507]}",1185,,,,,1700 THIRD AVENUE CONSOLIDATED LOCATION
100,1187,Q161,28Q161,PS 161(QUEENS),Q161,101-33 124 STREET,Q,28,648,1,PS 161(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.821515, 40.690467]}",24015,46.0,3.0,46.0,60.0,
101,11,K009,13K009,P.S. 009 Teunis G. Bergen,K009,80 UNDERHILL AVENUE,K,13,773,1,P.S. 009 Teunis G. Bergen,0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.965492, 40.678376]}",13829,16.0,2.0,48.0,49.0,
102,1081,Q050,28Q050,PS 50(QUEENS),Q050,143-26 101 AVENUE,Q,28,731,1,PS 50(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.807021, 40.695337]}",24670,41.0,3.0,46.0,61.0,
103,389,K317,13K133,PS 133(BS),K133,375 BUTLER STREET,K,13,721,1,PS 133(BS),0,2,3,0,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.980606, 40.679669]}",17619,14.0,2.0,27.0,50.0,
104,388,K316,,750 CLASSON AVENUE CONSOLIDATED LOCATION,,750 CLASSON AVENUE,K,17,651,2,P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION,0,2,1,0,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.960241, 40.674438]}",13829,16.0,2.0,48.0,49.0,750 CLASSON AVENUE CONSOLIDATED LOCATION
105,57,K040,16K040,PS 40,K040,265 RALPH AVENUE,K,16,293,2,PS 40 |  Gotham Professional Arts Academy |  265 RALPH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.922178, 40.680114]}",13516,69.0,2.0,17.0,52.0,265 RALPH AVENUE CONSOLIDATED LOCATION
106,1146,Q121,28Q121,PS 121(QS),Q121,126-10 109 AVENUE,Q,28,873,1,PS 121(QS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-97.696206, 30.419953]}",3243,,,,,
107,534,K500,18K642,URBAN ACTION ACADEMY(BROOKLYN),K642,1600 ROCKAWAY PARKWAY,K,18,236,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.897959, 40.641223]}",13827,5.0,2.0,8.0,42.0,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION
108,553,K580,,105 Tech Place CONSOLIDATED LOCATION,,105 Tech Place,K,13,954,2,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) | CITY POLYTECHNIC HS OF ENGINEERING ARCHITECTURE & TECHNOLOGY(BN) |105 Tech Place CONSOLIDATED LOCATION,2,4,9,4,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.983788, 40.694821]}",16865,68.0,2.0,48.0,54.0,105 Tech Place CONSOLIDATED LOCATION
109,146,K126,14K126,JHS 126(BN),K126,424 LEONARD STREET,K,14,374,1,JHS 126(BN),2,4,5,4,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-83.791619, 32.097119]}",22482,,,,,
110,502,K460,,237 SEVENTH AVENUE CONSOLIDATED LOCATION,,237 SEVENTH AVENUE,K,15,1104,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  John Jay HS | 237 7 AVENUE CONSOLIDATED LOCATION,1,10,38,7,2,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-147.345471, 64.748749]}",23660,,,,,237 SEVENTH AVENUE CONSOLIDATED LOCATION
111,1177,Q153,24Q153,PS 153(QUEENS),Q153,60-02 60 LANE,Q,24,1157,1,PS 153(QUEENS),0,0,1,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-116.018845, 44.337395]}",12603,,,,,
112,797,M140,01M140,PS 140 NATHAN STRAUS(MS),M140,123 Ridge St,M,1,364,1,PS 140 NATHAN STRAUS(MS),0,1,7,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-71.160782, 41.695662]}",1334,,,,,
113,715,M076,03M076,PS 76(MANHATTAN),M076,220 WEST 121 STREET,M,3,439,1,PS 76(MANHATTAN),0,1,3,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-89.956037, 34.325398]}",16509,,,,,
114,475,K435,,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,400 PENNSYLVANIA AVENUE,K,19,1008,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,1,11,44,3,8,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-104.779923, 37.62986]}",12679,,,,,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
115,1251,Q212,30Q212,PS 212(QUEENS),Q212,34-25 82 STREET,Q,30,758,1,PS 212(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-101.889332, 33.519775]}",9431,,,,,
116,814,M153,06M368,HAMILTON HEIGHTS SCHOOL (MN),M368,1750 AMSTERDAM AVENUE,M,6,171,2,PS 153(MANHATTAN)|HAMILTON HEIGHTS SCHOOL (MN)|1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.946889, 40.826215]}",12428,37.0,4.0,23.0,19.0,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION
117,698,M061,,610 EAST  12 STREET CONSOLIDATED LOCATION,,610 EAST  12 STREET,M,1,565,2,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,0,1,1,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-83.67324, 43.008863]}",208,,,,,610 EAST  12 STREET CONSOLIDATED LOCATION
118,746,M107,04M680,THE HERITAGE SCHOOL(MANHATTAN),M680,1680 LEXINGTON AVENUE,M,4,248,1,THE HERITAGE SCHOOL(MANHATTAN),2,1,4,0,3,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.946541, 40.791882]}",12426,7.0,4.0,35.0,14.0,
119,915,M460,02M374,GRAMMERCY ARTS HS(MS),M374,40 IRVING PLACE,M,2,394,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-75.003693, 40.152439]}",6974,,,,,40 IRVING PLACE CONSOLIDATED LOCATION
120,947,M480,,317 EAST  67 STREET CONSOLIDATED LOCATION,,317 EAST  67 STREET,M,2,1340,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,0,2,2,1,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-81.965207, 34.94895]}",14044,,,,,317 EAST  67 STREET CONSOLIDATED LOCATION
121,1066,Q032,25Q032,PS 32(QUEENS),Q032,171-11 35 AVENUE,Q,25,945,1,PS 32(QUEENS),1,0,0,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.794429, 40.764736]}",14193,22.0,3.0,20.0,67.0,
122,342,K289,17K289,PS 289(BROOKLYN),K289,900 ST. MARKS AVENUE,K,17,359,1,PS 289(BROOKLYN),0,2,1,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.942392, 40.674798]}",17615,16.0,2.0,49.0,49.0,
123,1049,Q015,29Q015,PS 15(QUEENS),Q015,121-15 LUCAS STREET,Q,29,418,1,PS 15(QUEENS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.757272, 40.685785]}",15313,41.0,3.0,6.0,71.0,
124,539,K515,18K567,BROOKLYN THEATRE ARTS HS (BS),K567,6565 Flatlands Ave,K,18,299,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.916477, 40.633516]}",13827,5.0,2.0,8.0,42.0,6565 Flatlands Avenue CONSOLIDATED LOCATION
125,157,K137,23K271,IS/JHS 271(BN),K522,1137 HERKIMER STREET,K,23,160,2,PS 137  | IS 271 |121 Saratoga Avenue Consolidated Plan,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.915741, 40.677791]}",13516,55.0,2.0,17.0,46.0,121 SARATOGA AVENUE CONSOLIDATED LOCATION
126,1240,Q202,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,,138-30 LAFAYETTE STREET,Q,27,1586,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0,2,12,0,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-90.07619, 30.357766]}",29378,,,,,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION
127,932,M470,03M404,INNOVATION DIPLOMA PLUS(MANHATTAN),M404,145 WEST 84 STREET,M,3,161,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-76.498753, 38.977619]}",28576,,,,,145 WEST 84 STREET CONSOLIDATED LOCATION
128,670,M043,,509 WEST 129 STREET CONSOLIDATED LOCATION,,509 WEST 129 STREET,M,5,539,3,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies | 509 WEST 129 STREET CONSOLIDATED LOCATION,1,3,12,1,3,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-89.013902, 33.901307]}",8564,,,,,509 WEST 129 STREET CONSOLIDATED LOCATION
129,829,M165,03M862,MOTT HALL II(MN),M862,234 WEST 109 STREET,M,3,348,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-89.956041, 34.325755]}",16509,,,,,234 WEST 109 STREET CONSOLIDATED LOCATION
130,178,K155,23K155,PS 155(BROOKLYN),K155,1355 HERKIMER STREET,K,23,381,1,PS 155(BROOKLYN),1,0,6,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.908668, 40.6774]}",13516,55.0,2.0,37.0,46.0,
131,1100,Q069,30Q069,PS 69(QUEENS),Q069,77-02 37 AVENUE,Q,30,983,1,PS 69(QUEENS),1,0,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.888567, 40.749297]}",14783,65.0,3.0,5.0,73.0,
132,408,K332,,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,,51 CHRISTOPHER AVENUE,K,23,1339,2,Christopher Avenue Community School |Leadership Preparatory Ocean Hill Charter School  | 51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION,0,2,2,2,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-73.906466, 40.672095]}",17614,55.0,2.0,37.0,46.0,51 CHRISTOPHER AVENUE CONSOLIDATED LOCATION
133,1212,Q183,27Q183,PS 183(QUEENS),Q183,245 BEACH 79 STREET,Q,27,500,1,PS 183(QUEENS),1,1,4,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-102.413394, 34.82923]}",29192,,,,,
134,900,M440,02M419,LANDMARK HS(MS),M419,351 WEST 18 STREET,M,2,278,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-86.123522, 42.781097]}",12476,,,,,351 WEST 18 STREET CONSOLIDATED LOCATION
135,189,K165,23K165,PS 165(BROOKLYN),K165,76 LOTT AVENUE,K,23,161,1,PS 165(BROOKLYN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.911041, 40.657454]}",17614,55.0,2.0,25.0,46.0,
136,1000,M660,02M413,SCHOOL OF THE FUTURE HS(MANHATTAN),M413,127 EAST 22 STREET,M,2,653,1,SCHOOL OF THE FUTURE HS(MANHATTAN),1,2,5,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-84.645572, 42.647379]}",602,,,,,
137,1133,Q107,25Q107,PS 107(QN),Q107,167-02 45 AVENUE,Q,25,887,1,PS 107(QN),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.799406, 40.756002]}",14193,22.0,3.0,20.0,67.0,
138,42,K027,15K676,RED HOOK NEIGHBORHOOD SCHOOL(BROOKLYN),K676,27 HUNTINGTON STREET,K,15,173,2,Red Hook Neighborhood School|Agnes Humphrey School for Leadership|27 HUNTINGTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-74.454772, 40.504599]}",30129,,,,,27 HUNTINGTON STREET CONSOLIDATED LOCATION
139,782,M131,02M131,MS 131(MS),M131,100 HESTER STREET,M,2,448,3,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.993424, 40.716659]}",11723,70.0,4.0,32.0,2.0,100 HESTER STREET CONSOLIDATED LOCATION
