order,property_id,property_name,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,dof_benchmarking_submission,latitude,longitude,community_board,council_district,census_tract,nta,fuel_oil_2_use_kbtu,_3rd_largest_property_use,_3rd_largest_property_use_1,fuel_oil_4_use_kbtu,parent_property_id,parent_property_name,address_2_self_reported,annual_maximum_demand_kw,annual_maximum_demand_mm,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_chilled_water_use
545,4344097,820 West End Avenue LLC,1018710061,1-01871-0061,1056468,820 West End Avenue,10025,Not found,Not found,Manhattan,Not found,107869,Multifamily Housing,Multifamily Housing,Multifamily Housing,107869.0,,,1926,1,100,Whole Building,,65.0,117.2,123.4,86.0,92.2,3.7,0.8,,7888563.8,85712.0,1387137.1,406546.6,402210.7,542.0,419.0,123.0,4522.0,41.92,Not found,2018-03-27T00:00:00.000,Not found,40.797662,-73.971438,107.0,6.0,187.0,Upper West Side,,,,,,,,,,,,
546,2951298,GRINNELL ST RLTY CORP,3005910001,3005910001,,537 COLUMBIA STREET,11231,Not found,Not found,Brooklyn,Not found,88000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,88000.0,,,1910,1,100,Whole Building,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-03-28T00:00:00.000,Not found,40.673863,-74.008068,306.0,38.0,53.0,Carroll Gardens-Columbia Street-Red Hook,,,,,,,,,,,,
547,6242524,"Young Israel of Bedford Bay, Inc.",3073640011,7364 11,3200302,2114 Brown Street,11229,Not found,Not found,Brooklyn,Not found,27610,Worship Facility,Worship Facility,Worship Facility,27610.0,,,1955,2,100,Whole Building,,,163.7,167.2,105.6,108.3,7.6,0.6,,1512956.6,16014.2,711530.4,208537.6,210755.5,194.7,131.6,63.1,,,Not found,2018-03-28T00:00:00.000,Not found,40.600126,-73.93988,315.0,46.0,570.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,690552.0,,,,,,,,,,,
548,3067691,"Shar Mar Realty, LLC",2055190091,2-05519-0091,2078917,280 Longstreet Ave.,10465,Not found,Not found,Bronx,Not found,63000,Multifamily Housing,Multifamily Housing,Multifamily Housing,63000.0,,,1960,1,100,Whole Building,Whole Building,88.0,81.1,87.2,72.4,78.2,0.7,0.8,,4409261.4,47760.3,152753.5,44769.5,44769.5,247.7,234.2,13.5,,,Not found,2018-03-28T00:00:00.000,Not found,40.821263,-73.807281,210.0,13.0,138.0,Schuylerville-Throgs Neck-Edgewater Park,,,,,,,,,,,,
549,3690166,Manhattan Center,1007580028,1-00758-0028,1013560,311 West 34th Street,10001,Not found,Not found,Manhattan,Not found,146865,Performing Arts,Performing Arts,Performing Arts,146865.0,,,1906,1,75,Whole Building,Whole Building,,173.7,178.0,76.9,82.3,13.1,,,,,6621779.4,1940732.3,1917347.4,938.7,351.6,587.1,2119.2,14.43,Not found,2018-03-28T00:00:00.000,Not found,40.752463,-73.994088,104.0,3.0,111.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,4669664.2,,,,,,,,
550,2740228,N12,2039447501,2039447501,2096767;2096763;2096764;2096765;2096766,1601 Metropolitan Avenue,10462,Not found,Not found,Bronx,Not found,354452,Multifamily Housing,"Multifamily Housing, Restaurant, Retail Store, Supermarket/Grocery Store",Multifamily Housing,346818.0,Retail Store,4333.0,1940,1,100,Whole Building,,,104.9,109.4,62.8,66.9,4.5,0.1,14818338.7,1913245.4,19294.8,5522464.4,1618541.5,1590431.8,1575.2,101.6,1473.5,,,Not found,2018-03-28T00:00:00.000,Not found,40.840178,-73.856884,209.0,18.0,21001.0,Parkchester,,Supermarket/Grocery Store,1872.0,,,,,,,,,
551,2740247,N9,2039447501,2039447501,2096756;2096757,2200 E. Tremont Avenue,10462,Not found,Not found,Bronx,Not found,199181,Multifamily Housing,"Multifamily Housing, Restaurant, Retail Store, Supermarket/Grocery Store",Multifamily Housing,191835.0,Retail Store,3100.0,1940,1,100,Whole Building,,,107.0,112.6,63.4,68.4,4.7,0.0,8473946.2,937357.5,9471.1,3224155.4,944945.8,938638.0,898.3,49.8,848.5,,,Not found,2018-03-28T00:00:00.000,Not found,40.842169,-73.855921,209.0,18.0,21001.0,Parkchester,,Supermarket/Grocery Store,2400.0,,,,,,,,,
552,2740249,N10,2039447501,2039447501,2096759;2096760;2096758,1705 Purdy Street,10462,Not found,Not found,Bronx,Not found,223767,Multifamily Housing,Multifamily Housing,Multifamily Housing,223767.0,,,1940,1,100,Whole Building,,54.0,140.1,148.8,86.4,93.8,5.5,0.0,14280965.1,816448.5,8261.9,4237342.8,1241894.0,1236222.2,1367.3,43.4,1323.9,,,Not found,2018-03-28T00:00:00.000,Not found,40.840982,-73.854486,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
553,2740253,N7,2039447501,2039447501,2096705;2096706;2096707;2096710,2090 E. Tremont Avenue,10462,Not found,Not found,Bronx,Not found,298500,Multifamily Housing,"Multifamily Housing, Other - Recreation",Multifamily Housing,296900.0,Other - Recreation,1600.0,1940,1,100,Whole Building,,85.0,101.7,108.6,64.7,70.3,3.7,0.0,14384888.5,1166539.4,11787.7,3770918.8,1105192.9,1112377.7,1351.4,62.0,1289.5,,,Not found,2018-03-28T00:00:00.000,Not found,40.84196,-73.857725,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
554,2740271,N11,2039627501,2039627501,2096761;2096762,1718 Purdy St.,10462,Not found,Not found,Bronx,Not found,131237,Multifamily Housing,Multifamily Housing,Multifamily Housing,131237.0,,,1940,1,100,Whole Building,,93.0,89.5,95.2,56.9,61.5,3.3,0.0,5505914.4,498321.2,5038.5,1465918.5,429636.1,432133.1,522.0,26.5,495.6,,,Not found,2018-03-28T00:00:00.000,Not found,40.840987,-73.854468,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
555,2741243,N2,2039447501,2039447501,2096675;2096681;2096679;2096677;2096670;2096673,1564 Unionport Road,10462,Not found,Not found,Bronx,Not found,371009,Multifamily Housing,"Multifamily Housing, Retail Store, Supermarket/Grocery Store",Multifamily Housing,355456.0,Supermarket/Grocery Store,10253.0,1940,1,100,Whole Building,,69.0,123.1,127.1,86.2,89.6,3.5,0.3,17292968.4,10180339.3,96568.8,4512597.0,1322566.4,1303720.9,2089.0,540.7,1548.3,,,Not found,2018-03-28T00:00:00.000,Not found,40.839382,-73.861569,209.0,18.0,21001.0,Parkchester,,Retail Store,5300.0,,,,,,,,,
556,2741246,N15,2039447501,2039447501,2096774;2096775;2096777;2096776,1515 Metropolitan Avenue,10462,Not found,Not found,Bronx,Not found,303760,Multifamily Housing,"Multifamily Housing, Office, Supermarket/Grocery Store",Multifamily Housing,296290.0,Supermarket/Grocery Store,6470.0,1940,1,100,Whole Building,,,114.6,121.0,69.3,74.9,4.8,0.0,14805298.2,1242687.9,12535.4,4997671.4,1464733.5,1451466.4,1492.1,66.0,1426.1,,,Not found,2018-03-28T00:00:00.000,Not found,40.839365,-73.858638,209.0,18.0,21001.0,Parkchester,,Office,1000.0,,,,,,,,,
557,2741278,N14,2039447501,2039447501,2096772;2096771;2096773;2096770,1561 Metropolitan Avenue,10462,Not found,Not found,Bronx,Not found,300775,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,294816.0,Retail Store,5959.0,1940,1,100,Whole Building,,78.0,111.1,117.8,71.3,77.1,4.0,0.1,14579003.0,2730906.1,27477.7,4147525.5,1215570.0,1200952.4,1480.8,145.1,1335.7,,,Not found,2018-03-28T00:00:00.000,Not found,40.839682,-73.858084,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
558,2741284,N6,2039447501,2039447501,2096702;2096701;2096704;2096703,1501 Metropolitan Avenue,10462,Not found,Not found,Bronx,Not found,319622,Multifamily Housing,Multifamily Housing,Multifamily Housing,319622.0,,,1940,1,100,Whole Building,,91.0,93.8,99.5,59.3,64.0,3.5,0.0,13846818.0,1316472.8,13307.3,3800894.2,1113978.2,1118687.6,1326.3,69.9,1256.4,,,Not found,2018-03-28T00:00:00.000,Not found,40.839228,-73.858855,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
559,2741286,N13,2039447501,2039447501,2096768;2096769,1591 Metropolitan Avenue,10462,Not found,Not found,Bronx,Not found,136665,Multifamily Housing,Multifamily Housing,Multifamily Housing,136665.0,,,1940,1,100,Whole Building,,86.0,99.9,107.2,64.2,70.2,3.5,0.0,6565379.1,562821.3,5751.0,1643474.4,481674.7,484572.8,611.5,29.9,581.6,,,Not found,2018-03-28T00:00:00.000,Not found,40.840079,-73.857169,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
560,2741298,N1,2039447501,2039447501,2096667;2096599,1 Metropolitan Oval,10462,Not found,Not found,Bronx,Not found,207677,Multifamily Housing,Multifamily Housing,Multifamily Housing,207677.0,,,1940,1,100,Whole Building,,78.0,105.9,112.4,66.5,71.7,4.1,0.0,10047311.3,902109.1,9104.8,2856135.0,837085.2,841654.2,968.3,47.9,920.3,,,Not found,2018-03-28T00:00:00.000,Not found,40.838834,-73.860229,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
561,2741304,N8,2039447501,2039447501,2096712;2096715;2096717,2140 E. Tremont Avenue,10462,Not found,Not found,Bronx,Not found,199181,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,195681.0,Retail Store,3500.0,1940,1,100,Whole Building,,,99.3,105.3,63.8,69.0,3.5,0.0,9477668.8,837848.5,8445.7,2386664.8,699491.4,689514.9,885.4,44.5,840.9,,,Not found,2018-03-28T00:00:00.000,Not found,40.842082,-73.856663,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
562,2741306,N16,2039447501,2039447501,2096780;2096779;2096778,7 Metropolitan Oval,10462,Not found,Not found,Bronx,Not found,186770,Multifamily Housing,Multifamily Housing,Multifamily Housing,186770.0,,,1940,1,100,Whole Building,,83.0,103.0,110.0,67.7,73.8,3.3,0.0,9804832.9,715781.7,7227.2,2132978.9,625140.3,617517.5,878.2,38.0,840.1,,,Not found,2018-03-28T00:00:00.000,Not found,40.838828,-73.8599,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
563,2741310,N3,2039447501,2039447501,2096683;2096687;2096684,1594 Unionport Road,10462,Not found,Not found,Bronx,Not found,230704,Multifamily Housing,Multifamily Housing,Multifamily Housing,230704.0,,,1940,1,100,Whole Building,,91.0,93.5,99.1,55.9,60.4,4.1,0.0,8775553.7,901036.4,9122.5,3209416.2,940626.0,944163.6,915.1,47.9,867.2,,,Not found,2018-03-28T00:00:00.000,Not found,40.840487,-73.862738,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
564,2741313,N4,2039447501,2039447501,2096689;2096694;2096692,1936 E. Tremont Avenue,10462,Not found,Not found,Bronx,Not found,246436,Multifamily Housing,Multifamily Housing,Multifamily Housing,246436.0,,,1940,1,100,Whole Building,,93.0,90.0,95.6,56.7,61.4,3.4,0.0,10099452.2,1006018.2,10166.2,2857339.6,837438.2,833403.5,977.4,53.4,923.9,,,Not found,2018-03-28T00:00:00.000,Not found,40.841447,-73.862237,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
565,2741316,N5,2039447501,2039447501,2096697;2096699;2096700,1950 E. Tremont Avenue,10462,Not found,Not found,Bronx,Not found,232864,Multifamily Housing,Multifamily Housing,Multifamily Housing,232864.0,,,1940,1,100,Whole Building,,89.0,97.7,103.1,59.7,64.2,4.0,0.0,9873027.3,861481.7,8680.9,3176135.5,930872.0,930612.9,982.9,45.8,937.1,,,Not found,2018-03-28T00:00:00.000,Not found,40.841558,-73.861286,209.0,18.0,21001.0,Parkchester,,,,,,,,,,,,
566,2921805,B & T Realty LLC,3053210051,3053210051,3124073;3811700,70 East 8th.Street,11218,Not found,Not found,Brooklyn,Not found,58612,Multifamily Housing,Multifamily Housing,Multifamily Housing,58612.0,,,1960,1,100,Whole Building,,96.0,71.6,76.9,62.4,67.4,0.9,0.6,,3483643.9,37792.8,170822.8,50065.3,50065.3,200.2,185.0,15.1,,,Not found,2018-03-28T00:00:00.000,Not found,40.648521,-73.972706,307.0,39.0,504.0,Windsor Terrace,,,,,,,,,,,,
567,2703923,Guard General Merchandise,3025570024,3-02557-0024,3330075,47-61 Greenpoint Avenue,11222,Not found,Not found,Brooklyn,Not found,123648,Other,Other,Other,123648.0,,,1931,1,95,Whole Building,Whole Building,,27.6,,22.7,,0.6,,,215466.7,,265439.9,77796.0,77796.0,210.4,186.8,23.5,1887.2,15.26,Not found,2018-03-28T00:00:00.000,Not found,40.729789,-73.958637,301.0,33.0,565.0,Greenpoint,,,,2329427.8,,,,,,,,
568,4395971,"MDM Associates, LLC",3086890015,3086890015,3245098,3091 Brighton 5 Sr,11235,Not found,Not found,Brooklyn,Not found,99000,Multifamily Housing,Multifamily Housing,Multifamily Housing,99000.0,,,1929,1,100,Whole Building,Whole Building,82.0,99.5,,85.9,,1.3,0.9,,8057149.2,85767.2,443047.2,129849.7,130984.9,467.2,428.0,39.3,9305.7,94.0,Not found,2018-03-28T00:00:00.000,Not found,,,,,,,0.0,,,,,,,,,,,
569,4395994,"Mendel Drizin, LC",3086880041,3086880041,3245081,3115 Brighton 4th St,11235,Not found,Not found,Brooklyn,Not found,92400,Multifamily Housing,Multifamily Housing,Multifamily Housing,92400.0,,,1929,1,100,Whole Building,Whole Building,97.0,75.5,,66.6,,0.8,0.7,,5916194.5,63535.4,242092.6,70953.3,72167.7,335.7,314.2,21.5,4231.0,45.79,Not found,2018-03-28T00:00:00.000,Not found,40.576355,-73.963113,313.0,48.0,36002.0,Brighton Beach,0.0,,,,,,,,,,,
570,3987737,"Bomel Realty Company, LLC",3050970060,3-05097-0060,3117070,105 Buckingham Road,11235,Not found,Not found,Brooklyn,Not found,77863,Multifamily Housing,Multifamily Housing,Multifamily Housing,77863.0,,,1937,1,100,Whole Building,Whole Building,81.0,89.1,93.9,69.0,73.5,2.4,0.6,,4606593.0,49541.1,625741.7,183394.4,184084.2,310.4,254.9,55.5,2639.1,33.89,Not found,2018-03-28T00:00:00.000,Not found,40.647895,-73.964735,314.0,40.0,512.0,Flatbush,138000.0,,,,,,,,,,,
571,4043096,1600 Fulton Street,3016990027,3-01699-0027,3397047,1600 Fulton Street,11213,Not found,Not found,Brooklyn,Not found,77980,Multifamily Housing,Multifamily Housing,Multifamily Housing,77980.0,,,2009,1,100,Whole Building,Whole Building,68.0,105.2,109.8,62.2,66.3,5.6,0.5,,3355168.6,36673.2,1491445.4,437117.6,439928.5,310.4,178.2,132.2,3327.3,42.67,Not found,2018-03-28T00:00:00.000,Not found,40.679682,-73.936621,303.0,36.0,271.0,Crown Heights North,,,,,,,,,,,,
572,4921417,45-08 40th Street (Charles McNally),4001940023,4-00194-0023,4002596,45-08 40th Street,11104,Not found,Not found,Queens,Not found,121100,Multifamily Housing,"Multifamily Housing, Office, Retail Store",Multifamily Housing,108457.0,Retail Store,12500.0,1922,1,100,Whole Building,,,128.6,134.3,82.5,88.0,5.9,0.7,,7306467.8,79650.8,2431494.2,712630.1,712630.1,622.9,407.3,215.6,,,Not found,2018-03-28T00:00:00.000,Not found,40.743262,-73.924378,402.0,26.0,18101.0,Hunters Point-Sunnyside-West Maspeth,258777.6,Office,143.0,,,,,,,,,
573,2672623,Metropolitan Hudson - 351 East 51st St,1013447502,1-01344-7502,1039660;1800089,351 East 51st Street,10022,Not found,Not found,Manhattan,Not found,156740,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,143189.0,Retail Store,13551.0,2002,1,100,Whole Building,Whole Building,10.0,190.1,192.7,84.8,87.4,13.2,0.0,6142432.3,27373.3,282.3,7127358.6,2088909.1,2076274.1,1041.2,1.5,1039.8,,,Not found,2018-03-28T00:00:00.000,Not found,40.754909,-73.966631,106.0,4.0,98.0,Turtle Bay-East Midtown,,Parking,5778.0,,,,,,,,,
574,2674083,Metropolitan Hudson - 60 East 88th St,1014997501,1-01499-7501,1046927;1802688,60 East 88th Street,10128,Not found,Not found,Manhattan,Not found,60977,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,46977.0,Medical Office,14000.0,1987,1,100,Whole Building,Whole Building,,124.8,129.0,68.5,72.5,7.4,0.5,,2633021.2,28820.9,1543012.1,452230.9,451860.0,276.7,139.9,136.8,2386.1,39.13,Not found,2018-03-28T00:00:00.000,Not found,40.78187,-73.957197,108.0,4.0,15002.0,Upper East Side-Carnegie Hill,,,,,,,,,,,,
575,6194372,Becker Paramount Hotel,1010180006,1-01018-0006,1024737,235 West 46 Street,10036,Not found,Not found,Manhattan,Not found,215879,Hotel,Hotel,Hotel,215879.0,,,1961,1,85,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.759132,-73.986348,105.0,3.0,125.0,Midtown-Midtown South,,,,,,,,,,,,
576,3116081,JGK Industries - 39-34 43rd Street,4001830250,4-00183-0250,4002373,39-34 43 Street,11104,Not found,Not found,Queens,Not found,100000,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,98290.0,Office,1710.0,1962,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.748774,-73.92043,402.0,26.0,171.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
577,2780502,Calvary Hospital,2042260006,2-04226-0006,2047124,1740 Eastchester Road,10461,Not found,Not found,Bronx,Not found,172268,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),172268.0,,,1977,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.847419,-73.844792,211.0,13.0,284.0,Van Nest-Morris Park-Westchester Square,,,,,,,,,,,,
578,2922642,Fort Schuyler House,2054440095,2-05444-0095,2077263,3077 Cross Bronx Expressway,10465,Not found,Not found,Bronx,Not found,87000,Senior Care Community,Senior Care Community,Senior Care Community,87000.0,,,1973,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.821967,-73.816706,210.0,13.0,158.0,Schuylerville-Throgs Neck-Edgewater Park,,,,,,,,,,,,
579,6133820,General Theological - Seminary,1007180001,1-00718-0001,1083573;1083575;1813292,440 West 21 Street,10011,Not found,Not found,Manhattan,Not found,133885,Adult Education,Adult Education,Adult Education,133885.0,,,1931,8,95,,,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.745722,-74.003511,104.0,3.0,89.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
580,6133821,General Theological - Hoffman West Quad,1007187502,1-00718-7502,1088996,180 10th Avenue,10011,Not found,Not found,Manhattan,Not found,140360,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,140360.0,,,1931,4,90,,,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.746216,-74.005229,104.0,3.0,89.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
581,6133822,General Theological - Library-Condo,1007187501,1-00718-7501,1088184,177 9th Avenue,10011,Not found,Not found,Manhattan,Not found,1471133,Multifamily Housing,Multifamily Housing,Multifamily Housing,1471133.0,,,2008,1,90,,,,,,,,,,,,,,,,,0.0,,,,Not found,2018-03-28T00:00:00.000,Not found,40.744917,-74.002487,104.0,3.0,89.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
582,2662181,Hampshire House,1010110052,1-01011-0052,1023759,150 Central Park South,10019,Not found,Not found,Manhattan,Not found,338000,Multifamily Housing,"Bank Branch, Multifamily Housing, Other",Multifamily Housing,317234.0,Bank Branch,12766.0,1940,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.766346,-73.977842,105.0,4.0,137.0,Midtown-Midtown South,,Other,8000.0,,,,,,,,,
583,2721444,Horizon Care Center,4159080009,4-15908-0009,4301970,64-11 Beach Channel Drive,11692,Not found,Not found,Queens,Not found,87036,Senior Care Community,Senior Care Community,Senior Care Community,87036.0,,,1975,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.593001,-73.793462,414.0,31.0,964.0,Hammels-Arverne-Edgemere,,,,,,,,,,,,
584,2730462,Kings Harbor Multicare Center,2044230001,2-04423-0001,2051208,2000 East Gunhill Road,10469,Not found,Not found,Bronx,Not found,188760,Senior Care Community,Senior Care Community,Senior Care Community,188760.0,,,1974,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-03-28T00:00:00.000,Not found,40.860438,-73.829636,211.0,13.0,310.0,Allerton-Pelham Gardens,,,,,,,,,,,,
