record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identificaiton_numbers_bins,street_number,street_name,borough,zip_code,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,community_council,census_tract,bin,nta
6398,2032590022.0,,2032590022,2015867,2840,BAILEY AVENUE,Bronx,10463.0,Filed,113.4,113.4,148,148,Not Available,Yes,None,Not Available,731.7,622.2,109.5,86402,86412.0,Multifamily Housing,1.0,40.874221,-73.904967,8.0,14.0,273.0,2015867.0,Van Cortlandt Village                                                      
6597,2033350060.0,,2033350060,2017998,3150,ROCHAMBEAU AVENUE,Bronx,10467.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,156,174705,174705.0,Multifamily Housing,1.0,40.874538,-73.880364,7.0,11.0,419.0,2017998.0,Norwood                                                                    
7084,2048940011.0,,2048940011,2065676,3525,BAYCHESTER AVENUE,Bronx,10466.0,Filed,171.4,Not Available,300.7,Not Available,117.05,Yes,ABS,100,1052.4,659.2,393.2,80844,80844.0,Hospital (General Medical & Surgical),1.0,40.881703,-73.838998,12.0,12.0,460.0,2065676.0,Eastchester-Edenwald-Baychester                                            
7283,2059030283.0,,2059030283,2085775,3611,HENRY HUDSON PKWY W,Bronx,10463.0,Filed,84.9,84.9,125,125.1,Not Available,No,None,Not Available,861.6,661.1,200.5,133990,134000.0,Multifamily Housing,1.0,40.887353999999995,-73.912142,8.0,11.0,30701.0,2085775.0,North Riverdale-Fieldston-Riverdale                                        
14914,1007607501.0,,1-00760-7501,1013595,,,Manhattan,,Not on Covered Buildings List,99,99.1,243.1,243.3,Not Available,,None,62,985.2,288,697.2,127820,,Office,,,,,,,,
6285,2032200037.0,,2032200037, 2094694;2094693;2817361,100,WEST KINGSBRIDGE RD,Bronx,10468.0,Filed,217.2,Not Available,351.4,Not Available,Not Available,No,Manual,1,3185.4,2050.7,1134.7,235297,235297.0,Senior Care Community,3.0,40.868322,-73.901269,7.0,14.0,263.0,2094694.0,Kingsbridge Heights                                                        
6568,2033270001.0,,2033270001, 2096398;2096401 ;2807922 ;2096399 ;2096396;2102884,111,EAST  210 STREET,Bronx,10467.0,Filed,482.4,482.4,522.8,522.9,Not Available,No,None,45,2635,2567.2,67.8,99526,895256.0,Hospital (General Medical & Surgical),11.0,40.879884999999994,-73.880481,7.0,11.0,421.0,2096399.0,Norwood                                                                    
7088,2049930001.0,,2049930001,2097440,613,EAST  233 STREET,Bronx,10466.0,Filed,15.6,15.5,30.7,30.6,Not Available,Yes,None,Not Available,239,109,130,234000,234000.0,Parking,1.0,40.894451000000004,-73.860659,12.0,11.0,420.0,2097440.0,Williamsbridge-Olinville                                                   
7634,3011850021.0,,3011850021,3029671,284,EASTERN PARKWAY,Brooklyn,11225.0,Filed,90,89.3,118,117.3,Not Available,No,None,Not Available,390.5,320.2,70.3,76670,76680.0,Multifamily Housing,1.0,40.671023999999996,-73.959701,9.0,35.0,213.0,3029671.0,Crown Heights South                                                        
7716,3013220026.0,,3013220026,3035118,474,BROOKLYN AVENUE,Brooklyn,11225.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,26.3,54456,54456.0,Multifamily Housing,1.0,40.66319,-73.945573,9.0,40.0,329.0,3035118.0,Prospect Lefferts Gardens-Wingate                                          
7758,3014030025.0,,3014030025,3037798,1752,UNION STREET,Brooklyn,11213.0,Filed,70.8,70.4,96,95.4,6.86,Yes,ABS,Not Available,267.3,211.6,55.7,66010,57400.0,Multifamily Housing,1.0,40.667741,-73.92985999999999,9.0,41.0,349.0,3037798.0,Crown Heights North                                                        
8110,3029290042.0,,3-02929-0042,3070504,1247,GRAND STREET,Brooklyn,11211.0,Filed,7.2,7.1,12.7,12.5,0.01,No,Manual,99,36.2,20.4,15.8,80060,80060.0,Non-Refrigerated Warehouse,1.0,40.715558,-73.926353,1.0,34.0,449.0,3070504.0,East Williamsburg                                                          
8375,3045980001.0,,3045980001,3099485,1064,EAST NEW YORK AVENUE,Brooklyn,11212.0,Filed,,Not Available,,Not Available,45.42,No,Manual,Not Available,,213,,68172,68172.0,Multifamily Housing,1.0,40.665134,-73.927235,17.0,41.0,884.0,3099485.0,Rugby-Remsen Village                                                       
8492,3050600018.0,,3050600018,3116112,20,CROOKE AVENUE,Brooklyn,11226.0,Filed,63.1,63.2,198.1,198.4,Not Available,Yes,None,Not Available,65.6,0,65.6,12789,55458.0,Multifamily Housing,1.0,40.651998999999996,-73.96455999999999,14.0,40.0,50804.0,3116112.0,Flatbush                                                                   
8538,3050820067.0,,3050820067,3116594,141,EAST   21 STREET,Brooklyn,11226.0,Filed,3,3,8.5,8.5,Not Available,No,None,Not Available,17.4,1.8,15.6,75043,75043.0,Multifamily Housing,1.0,40.651111,-73.960138,14.0,40.0,50801.0,3116594.0,Flatbush                                                                   
8603,3051220001.0,,3-05122-0001,3117590,1800,ALBEMARLE ROAD,Brooklyn,11226.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,0,0,0,116940,93552.0,Multifamily Housing,1.0,40.647016,-73.962469,14.0,40.0,512.0,3117590.0,Flatbush                                                                   
8629,3051550050.0,,3051550050,3118652,405,WESTMINSTER ROAD,Brooklyn,11218.0,Filed,96.8,97.8,135,136.1,Not Available,Yes,None,Not Available,857.2,658.1,199.1,153414,153424.0,Multifamily Housing,1.0,40.639036,-73.966844,14.0,40.0,526.0,3118652.0,Flatbush                                                                   
8951,3060080001.0,,3060080001,3152094,8215,4 AVENUE,Brooklyn,11209.0,Filed,79,79,85,85,Not Available,Yes,None,Not Available,316,305.5,10.5,53000,53000.0,Multifamily Housing,1.0,40.62555,-74.027213,10.0,43.0,138.0,3152094.0,Bay Ridge                                                                  
20,1000160125.0,,1-00016-0125,1000058,225,LIBERTY STREET,Manhattan,10280.0,Filed,103.8,103.3,247.9,247.3,12.51,Yes,None,64,17688.3,41.5,17646.8,2158767,2267925.0,Office,1.0,40.711537,-74.01567299999999,1.0,1.0,31703.0,1000058.0,Battery Park City-Lower Manhattan                                          
9390,3072370002.0,,3072370002,3196059,2775,SHORE PARKWAY,Brooklyn,11223.0,Filed,78,77.4,89.1,88.5,Not Available,No,None,Not Available,206.4,192.6,13.8,48710,97440.0,Multifamily Housing,1.0,40.584138,-73.96883299999999,13.0,47.0,37401.0,3196059.0,Gravesend                                                                  
9424,3072960029.0,,3-07296-0029,3196929,1970,EAST   18 STREET,Brooklyn,11229.0,Filed,117.7,117.1,146,145.4,Not Available,No,None,Not Available,695.5,602.7,92.8,106200,106000.0,Multifamily Housing,1.0,40.602238,-73.954146,15.0,48.0,558.0,3196929.0,Madison                                                                    
9567,3076560073.0,,3076560073,3210009,1865,OCEAN AVENUE,Brooklyn,11230.0,Filed,92,91.2,122.1,121.3,Not Available,No,None,Not Available,452.2,366.3,85.9,86505,75222.0,Multifamily Housing,1.0,40.616505,-73.95464399999999,14.0,48.0,758.0,3210009.0,Midwood                                                                    
9392,3072380002.0,,3072380002,3320730,9,MURDOCK COURT,Brooklyn,11223.0,Filed,72.8,72.2,82.7,82.1,Not Available,No,None,Not Available,223.2,209.4,13.8,56534,169632.0,Multifamily Housing,3.0,40.585642,-73.968728,13.0,47.0,37401.0,3320730.0,Gravesend                                                                  
9065,3064710013.0,,3-06471-0013,3329131,2230,CROPSEY AVENUE,Brooklyn,11214.0,Filed,245.1,Not Available,411.8,Not Available,Not Available,No,None,4,1821.5,1096.4,725.1,120618,120618.0,Senior Care Community,2.0,40.596631,-73.997879,11.0,43.0,294.0,3329131.0,Bensonhurst West                                                           
7763,3014177501.0,,3014177501,3393724,580,CROWN STREET,Brooklyn,11213.0,Filed,28.5,28.4,59,58.9,20.55,Yes,ABS,Not Available,502.8,203.5,299.3,264000,193962.0,Multifamily Housing,1.0,40.665634999999995,-73.938974,9.0,35.0,333.0,3393724.0,Crown Heights South                                                        
7849,3017780089.0,,3017780089,3398151,41,KOSCIUSZKO STREET   ,Brooklyn,11205.0,Filed,36.8,36.2,107.1,105.3,Not Available,,None,Not Available,230.3,16.9,213.4,80000,86826.0,Multifamily Housing,1.0,40.690391999999996,-73.953476,3.0,36.0,241.0,3398151.0,Bedford                                                                    
9763,4001340029.0,,4001340029,4001163,41-06,50 STREET,Queens,11377.0,Filed,107,105.9,145.5,144.3,Not Available,No,None,Not Available,467.6,307.6,160,61590,57936.0,Multifamily Housing,1.0,,,,,,,
9978,4005840001.0,,4005840001,4007289,34-50,29 STREET,Queens,11106.0,Filed,102.4,102,139.1,138.7,Not Available,No,None,Not Available,317.9,252.7,65.2,52490,58200.0,Multifamily Housing,1.0,,,,,,,
10403,4019490106.0,,4019490106,4047930,58-03,CALLOWAY STREET,Queens,11368.0,Filed,86.3,85.9,121.2,120.5,Not Available,No,None,Not Available,846.4,644.9,201.5,169490,169500.0,Multifamily Housing,1.0,,,,,,,
10794,4033340260.0,,4033340260,4079634,118-17,UNION TURNPIKE,Queens,11375.0,Filed,53.1,52.5,112.7,111,Not Available,No,None,Not Available,767,293.4,473.6,213644,213654.0,Multifamily Housing,1.0,,,,,,,
1352,1008290016.0,,1008290016,1015680,31,WEST   27 STREET,Manhattan,10001.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,142140,106800.0,Office,1.0,40.744747,-73.989354,5.0,3.0,58.0,1015680.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
11028,4050480001.0,,4050480001,4114658,143-09,BARCLAY AVENUE,Queens,11355.0,Filed,69.5,69.5,103.3,103.4,Not Available,No,None,Not Available,660,469.5,190.5,161038,161048.0,Multifamily Housing,1.0,,,,,,,
11640,4098150067.0,,4098150067,4210063,88-24,MERRICK BOULEVARD,Queens,11432.0,Filed,107.1,106.2,120.1,119.2,0,Yes,None,Not Available,492.6,467,25.6,82576,82576.0,Multifamily Housing,1.0,,,,,,,
11651,4098290048.0,,4098290048,4210303,87-70,173 STREET,Queens,11432.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,71000,66580.0,Multifamily Housing,1.0,,,,,,,
10766,4033120008.0,,4033120008,4433884,117-01,METROPOLITAN AVENUE,Queens,11418.0,Filed,158.5,157.2,211.4,209.8,Not Available,No,None,Not Available,992.3,800.1,192.2,109990,219248.0,Multifamily Housing,2.0,,,,,,,
10765,4033120001.0,,4033120001,4433884,107-01,PARK LANE SOUTH,Queens,11415.0,Filed,137.5,136.4,189.3,187.9,Not Available,No,None,Not Available,869.5,677.3,192.2,109990,209844.0,Multifamily Housing,2.0,,,,,,,
11201,4065370028.0,,4065370028,4436489,149-24,MELBOURNE AVENUE,Queens,11367.0,Filed,93.9,93.3,111.7,111.1,Not Available,No,None,Not Available,118.7,106.9,11.8,23000,156736.0,Multifamily Housing,7.0,,,,,,,
10222,4014580012.0,,4-01458-0012,4449510,35-16,85 STREET,Queens,11372.0,Filed,85.7,85.3,98.1,97.7,Not Available,No,None,Not Available,397.3,370.3,27,61440,123000.0,Multifamily Housing,1.0,,,,,,,
11904,5000100019.0,,5000100019,5000091,36,HAMILTON AVENUE,Staten Island,10301.0,Filed,126.6,128.6,176.5,178.6,Not Available,Yes,None,Not Available,554.8,425.9,128.9,75904,75914.0,Multifamily Housing,1.0,40.645077,-74.078934,1.0,49.0,7.0,5000091.0,West New Brighton-New Brighton-St. George                                  
2091,1010437501.0,,1010437501, 1025257 ,305,WEST   52 STREET,Manhattan,10019.0,Filed,82.7,82.7,99.4,99.3,Not Available,No,None,Not Available,372.8,336.7,36.1,59701,64020.0,Multifamily Housing,1.0,40.763765,-73.985694,4.0,3.0,133.0,1025257.0,Clinton                                                                    
22,1000160150.0,,1-00016-0150,1000060,250,VESEY PLACE,Manhattan,10282.0,Filed,27.8,27.6,192.4,192.5,24.75,No,Manual,67,8867.8,0,8867.8,1955520,2084079.0,Office,1.0,,,,,,,
32,1000167501.0,,1-00016-7501,1000061,377,RECTOR PLACE,Manhattan,10280.0,Filed,74.2,74.4,128.5,128.6,53.95,Yes,ABS,Not Available,920.6,528.6,392,199141,220821.0,Multifamily Housing,1.0,40.709506,-74.018002,1.0,1.0,31704.0,1000061.0,Battery Park City-Lower Manhattan                                          
14800,1000167518.0,,1-00016-7518,1000055,,,Manhattan,,Not on Covered Buildings List,91.4,92.2,163.5,164.3,Not Available,,None,Not Available,1509.3,930.8,578.5,212908,,Multifamily Housing,,,,,,,,
19,1000160120.0,,1-00016-0120,1000057,200,LIBERTY STREET,Manhattan,10281.0,Filed,109.7,109.3,229.8,229.3,8.37,No,Manual,88,14685.6,25.2,14660.4,1485610,1501878.0,Office,1.0,40.711425,-74.01544200000001,1.0,1.0,31704.0,1000057.0,Battery Park City-Lower Manhattan                                          
252,1001757501.0,,1001757501,1001940,377,BROADWAY,Manhattan,10013.0,Filed,121.2,119.6,295.3,293.4,207.07,No,Manual,58,697.9,173.8,524.1,80149,100650.0,Office,1.0,40.717914,-74.003153,1.0,1.0,33.0,1001940.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
95,1000330001.0,,1000330001,1-00033-0001,77,WATER STREET,Manhattan,10005.0,Filed,90.1,88.6,186.8,185,Not Available,No,None,71,5095.4,0,5095.4,662800,541568.0,Office,1.0,40.704275,-74.00868100000001,1.0,1.0,7.0,1000863.0,Battery Park City-Lower Manhattan                                          
16170,5070417501.0,,5-07041-7501,"
5123188;5123163;5123164;5123165;5123166;5123167;5123168;5123169;5123170;5123171;5123173;5123174;5123175;5123176;5123177;5123182;5123185;5123186;5123189;5123190;5123500;5123461;5123425;5123449;5085975;5123464;5123471;5123420;5123184;5123188;5123192;5123426;5123422;5123193;5123428;5123433;5123447;5123435;5123431;5123451;5123453;5123457;5123454;5123455;5123458;5123459;5123465;5123467;5123469;5124459;5123474;5123476;5123478;5123480;5123482;5123486;5123485;5123491;5123489;5123493;5123495;5123497;5123499;5123463;5123424;5123448;5123484;5123462;5123172;5123180;5123179;5123187;5123191;5123421;5123427 ;5123423;5123419;5123429;5123432;5123446;5123434;5123430;5123450;5123452;5123456;5123460;5123466;5123468;5124458;5123470;5123475;5123472;5123477;5123479;5123481;5123483;5123487;5123490;5123488;5123492;5123494;5123496;5123498;5123502;5123501;5123473;5123503;5123181;",,,Staten Island,,Not on Covered Buildings List,39.4,39.7,123.8,124.7,Not Available,,None,Not Available,353.3,0,353.3,110118,,Multifamily Housing,,,,,,,,
2180,1010830015.0,Primary,1010830015;1010840009,1000000;1027059;1027061,530,WEST   55 STREET,Manhattan,10019.0,Filed,105.3,105.3,153.2,153.2,Not Available,No,None,Not Available,2531.2,1850.2,681,410605,151769.0,Multifamily Housing,1.0,40.768258,-73.990588,4.0,6.0,135.0,1027059.0,Clinton                                                                    
2183,1010840009.0,Secondary,1010830015;1010840009,1000000;1027059;1027061,525,WEST   55 STREET,Manhattan,10019.0,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,233348.0,,1.0,40.768151,-73.990285,4.0,6.0,135.0,1027061.0,Clinton                                                                    
15208,1017710010.0,Primary,1017710010;1017710059;1017710066,1000000;1054411;1054420;1087851,,,Manhattan,,Not on Covered Buildings List,132.7,Not Available,195.2,Not Available,Not Available,,None,Not Available,803.8,579.6,224.2,103100,,Multifamily Housing,,,,,,,,
15209,1017710059.0,Secondary,1017710010;1017710059;1017710066,1000000;1054411;1054420;1087851,,,Manhattan,,Not on Covered Buildings List,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,,,,,,,,,,
54,1000200009.0,,1000200009,1000804,45,BROADWAY,Manhattan,10006.0,Filed,103.7,104.3,273.3,274.1,Not Available,No,None,44,3157.7,29.3,3128.4,368305,368315.0,Office,1.0,40.706396999999996,-74.01282900000001,1.0,1.0,13.0,1000804.0,Battery Park City-Lower Manhattan                                          
15210,1017710066.0,Secondary,1017710010;1017710059;1017710066,1000000;1054411;1054420;1087851,,,Manhattan,,Not on Covered Buildings List,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,,,,,,,,,,
4242,1016540011.0,,1016540011,1000000;1080669;1080671,217,EAST  104 STREET,Manhattan,10029.0,Filed,169.7,169.2,245.1,244.6,Not Available,No,None,Not Available,1453.7,1071.7,382,146650,180319.0,Multifamily Housing,3.0,40.79011,-73.945274,11.0,8.0,170.0,1000000.0,East Harlem South                                                          
1,1000047501.0,,1-00004-7501,1000005,1,WATER STREET,Manhattan,10004.0,Filed,92.5,92.5,229.5,229.5,14.85,No,Manual,92,21027.1,0,21027.1,2428325,2621563.0,Office,1.0,40.702444,-74.012742,1.0,1.0,9.0,1000005.0,Battery Park City-Lower Manhattan                                          
2,1000057501.0,,1000057501,1000006,125,BROAD STREET,Manhattan,10004.0,Filed,134.5,134.1,238.3,238,Not Available,No,None,73,13208.9,0,13208.9,1338000,1354691.0,Office,1.0,40.702112,-74.01124899999999,1.0,1.0,9.0,1000006.0,Battery Park City-Lower Manhattan                                          
4,1000090001.0,,1000090001,1000018,34,WHITEHALL STREET,Manhattan,10004.0,Filed,78.5,78.5,211.3,211,Not Available,No,None,78,5560.6,0,5560.6,852840,845018.0,Office,1.0,40.703034,-74.012991,1.0,1.0,9.0,1000018.0,Battery Park City-Lower Manhattan                                          
5,1000090014.0,,1000090014,1000020,17,STATE STREET,Manhattan,10004.0,Filed,68.6,69.1,181.9,182.5,Not Available,No,None,Not Available,3272.9,1.6,3271.3,574095,544015.0,Office,1.0,40.702798,-74.014246,1.0,1.0,9.0,1000020.0,Battery Park City-Lower Manhattan                                          
6,1000090029.0,,1000090029,1000021,24,WHITEHALL STREET,Manhattan,10004.0,Filed,148.4,147.8,309,309,10.21,No,Manual,37,10880.4,0,10880.4,859807,896956.0,Office,1.0,40.703446,-74.013092,1.0,1.0,9.0,1000021.0,Battery Park City-Lower Manhattan                                          
