order,property_id,property_name,parent_property_id,parent_property_name,city_building,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,address_2_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,_3rd_largest_property_use,_3rd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,kerosene_use_kbtu,propane_use_kbtu,district_steam_use_kbtu,district_hot_water_use_kbtu,district_chilled_water_use,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,annual_maximum_demand_kw,annual_maximum_demand_mm,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,latitude,longitude,community_board,council_district,census_tract,nta
112,1582252,2 United Nations Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1013370014,1-01337-0014,1038757,2 United Nations Plaza,Not Available,10017,2,United Nations,Manhattan,,565000,Office,"Hotel, Office",Office,373000.0,Hotel,192000,Not Available,Not Available,1983,1,100,Whole Building,Whole Building,57,190.1,189.5,97.1,97.4,13.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.88809327E7,Not Available,Not Available,Not Available,Not Available,2.59584544E7,7607986.9,7494460.7,Not Available,Not Available,4116.1,0,4116.1,14561.6,25.77,,2019-03-26T13:54:53.000,40.748756,-73.968969,106.0,4.0,8602.0,Turtle Bay-East Midtown
113,1600063,590 Madison Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012920015,1-01292-0015,1035778,590 Madison Avenue,Not Available,10022,590,Madison Avenue,Manhattan,999646.0,1196355,Office,"Office, Parking, Retail Store",Office,1148921.0,Retail Store,47434,Parking,30000,1980,1,100,Whole Building,Not Available,50,165.9,165.8,75.5,75.8,13.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.41369643E7,Not Available,Not Available,Not Available,Not Available,56231140,1.64804025E7,16379916,Not Available,Not Available,2266.6,0,2266.6,Not Available,Not Available,No,2019-04-22T16:31:50.000,40.762146,-73.972479,105.0,4.0,11202.0,Midtown-Midtown South
114,1603493,522 Fifth Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,1012597502,1-01259-7502,1034212,522 Fifth Avenue,Not Available,10036,522,Fifth Avenue,Manhattan,431000.0,541827,Financial Office,"Data Center, Financial Office",Financial Office,536391.0,Data Center,5436,Not Available,Not Available,1896,1,100,Whole Building,Whole Building,81,144.7,143.1,60.3,60,13,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7462869.2,Not Available,Not Available,715312.9,7153.1,2.45191764E7,7186158.7,7069993.4,Not Available,Not Available,2610,38,2572,7792.3,14.38,Yes,2019-03-29T12:54:44.000,40.754514,-73.980145,105.0,4.0,96.0,Midtown-Midtown South
115,1632816,Raymour and Flanigan Elmhurst,Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,4028510022,4/02851/0022,4064655,86-08 Queens Blvd.,Not Available,11373,86-08,Queens Blvd.,Queens,28890.0,52862,Retail Store,Retail Store,Retail Store,52862.0,Not Available,Not Available,Not Available,Not Available,1935,1,100,Whole Building,Whole Building,98,54.2,53.5,30.7,30.5,3.6,0.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,960319.3,9661.6,662987.7,194310.6,189707.2,Not Available,Not Available,107.2,51,56.1,47.5,0.9,Yes,2019-09-13T18:18:10.000,40.736552,-73.877371,404.0,25.0,475.0,Elmhurst
116,1633012,X098-0200140,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2029390093,2029390093,2009867,1619 Boston Road,Not Available,10460,1619,Boston Road,Bronx,,171725,K-12 School,K-12 School,K-12 School,171725.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,83,87,87.1,61.8,61.9,3.7,0.4,Not Available,897138.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7529200,75475.3,2186409.6,640799.9,640799.9,312,09/2018,651.7,466.5,185.2,Not Available,Not Available,,2019-05-01T15:12:16.000,40.8359,-73.890458,203.0,17.0,155.0,Crotona Park East
117,1633014,X104-0200146,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2028730027,2028730027,2088263,1449 Shakespeare Avenue,Not Available,10452,1449,Shakespeare Avenue,Bronx,,124900,K-12 School,K-12 School,K-12 School,124900.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,51,105.5,107.6,79.1,81.1,3.8,0.6,Not Available,623484.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7639800.2,78843.1,1616469.1,473759.9,473759.9,180.8,06/2018,589,452.1,136.9,Not Available,Not Available,,2019-05-01T15:11:55.000,40.842943,-73.920563,204.0,16.0,21302.0,Highbridge
118,1633016,X125-0200168,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2037900040,2037900040,2025717,1111 Pugsley Avenue,Not Available,10472,1111,Pugsley Avenue,Bronx,,175325,K-12 School,K-12 School,K-12 School,175325.0,Not Available,Not Available,Not Available,Not Available,1951,1,100,Whole Building,Not Available,84,76.1,77.8,56.4,58,3.1,0,Not Available,Not Available,7921960.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80000,800,1879329.6,550799.9,550799.9,228,09/2018,759.8,600.7,159.2,Not Available,Not Available,,2019-05-01T15:11:17.000,40.829232,-73.856734,209.0,18.0,4001.0,Soundview-Bruckner
119,1633018,X140-0200184,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2026270009,2026270009,2004469,916 Eagle Avenue,Not Available,10456,916,Eagle Avenue,Bronx,,111600,K-12 School,K-12 School,K-12 School,111600.0,Not Available,Not Available,Not Available,Not Available,1957,1,100,Whole Building,Not Available,79,75.2,76.1,50.4,51.2,3.7,0.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4199699.8,42945.6,1423759.4,417280,417280,131.2,09/2018,343.6,223.1,120.6,Not Available,Not Available,,2019-05-01T15:11:10.000,40.823289,-73.907948,203.0,17.0,185.0,Morrisania-Melrose
120,1633020,X144-0200188,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2044930001,2044930001,2053518,2545 Gunther Avenue,Not Available,10469,2545,Gunther Avenue,Bronx,,188575,K-12 School,K-12 School,K-12 School,188575.0,Not Available,Not Available,Not Available,Not Available,1965,1,100,Whole Building,Not Available,83,71.4,72.2,49.6,50.1,3.5,0,Not Available,6286312.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,242800,2428,2238272,655999.9,664531.8,312,09/2018,669,479.4,189.6,Not Available,Not Available,,2019-05-01T15:12:10.000,40.863735,-73.83606999999999,211.0,13.0,310.0,Allerton-Pelham Gardens
121,1633022,X148-0200192,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2029250001,2029250001,2009611,3630 Third Avenue,Not Available,10456,3630,Third Avenue,Bronx,,188575,K-12 School,K-12 School,K-12 School,188575.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,79,84.8,85.9,56,57.2,4.6,0,Not Available,Not Available,7115397.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,469200,4692,2971169.6,870799.9,866319.9,268,09/2018,812.3,560.6,251.6,Not Available,Not Available,,2019-05-01T15:11:48.000,40.833511,-73.90449,203.0,16.0,14701.0,Claremont-Bathgate
122,1633024,X150-0200194,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2027170005,2027170005,2005681,920 East 167th Street,Not Available,10459,920,East 167th,Bronx,,114175,K-12 School,K-12 School,K-12 School,114175.0,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Not Available,78,66.4,66.5,41.2,41.2,4.1,0,Not Available,Not Available,3059926.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55200,560.9,1584532.8,464399.9,464399.9,244,06/2018,367.5,233.3,134.2,Not Available,Not Available,,2019-05-01T15:12:35.000,,,,,,
123,1633026,X158-0200201,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2026710011,2026710011,2004868,800 Home Street,Not Available,10456,800,Home Street,Bronx,,224575,K-12 School,K-12 School,K-12 School,224575.0,Not Available,Not Available,Not Available,Not Available,1974,1,100,Whole Building,Not Available,75,105.8,107.2,67.8,69.3,6.1,0,Not Available,10479720,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64600,661.4,4683993.5,1372799.8,1366294.7,618.7,09/2018,1177.8,781.1,396.7,Not Available,Not Available,,2019-05-01T15:12:10.000,40.827743,-73.90010500000001,203.0,16.0,131.0,Longwood
124,1633028,M022-0100044,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1003350001,1003350001,1004070,111 Columbia Street,Not Available,10002,111,Columbia Street,Manhattan,,181200,K-12 School,K-12 School,K-12 School,181200.0,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Not Available,50,134.1,137.5,92.6,95.4,4.3,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.36701068E7,Not Available,Not Available,63200,647.3,2635131.2,772312.7,772312.7,392,09/2018,1134.2,3.4,1130.8,Not Available,Not Available,,2019-05-01T15:11:10.000,40.718895,-73.97930799999999,103.0,2.0,2201.0,Lower East Side
125,1633030,M050-0100064,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1016940001,1016940001,1083933,433 East 100th Street,Not Available,10029,433,East 100th,Manhattan,,141600,K-12 School,K-12 School,K-12 School,141600.0,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,78,89.2,90.2,49.6,50.6,6.2,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4018699.7,41564.5,3005289.7,880799.9,880799.9,470.4,09/2018,468,213.5,254.5,Not Available,Not Available,,2019-05-01T15:11:11.000,,,,,,
126,1633032,M081-0100083,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1019250019,1019250019,1058447,212 West 120th Street,Not Available,10027,212,West 120th,Manhattan,,110480,K-12 School,K-12 School,K-12 School,110480.0,Not Available,Not Available,Not Available,Not Available,1905,1,100,Whole Building,Not Available,64,93.6,93.2,64.1,64,4.7,0,Not Available,5265390.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36600,383.1,1778607.3,521279.9,516914.1,248,08/2018,543.3,392.7,150.6,Not Available,Not Available,,2019-05-01T15:12:22.000,,,,,,
127,1633034,M645-0100132,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1016680001,1016680001,1083927,320 East 96th Street,Not Available,10128,320,East 96th,Manhattan,,102000,K-12 School,K-12 School,K-12 School,102000.0,Not Available,Not Available,Not Available,Not Available,1905,1,100,Whole Building,Not Available,82,80.3,80.3,56.8,56.8,3.8,0,Not Available,4482943.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3000,30,1308843.2,383600,383600,160,09/2018,443.7,332.8,110.8,Not Available,Not Available,,2019-05-01T15:11:49.000,,,,,,
128,1633036,M165-0100143,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1018800013,1018800013,1056676,234 West 109th Street,Not Available,10025,234,West 109th,Manhattan,,144125,K-12 School,K-12 School,K-12 School,144125.0,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,69,92.3,93.1,62.4,63.1,4.6,0.3,Not Available,1982922.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4757000.2,48621.4,2253557.7,660479.9,660479.9,260.8,09/2018,590.7,399.8,190.9,Not Available,Not Available,,2019-05-01T15:11:36.000,,,,,,
129,1633038,M171-0100147,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1016090007,1016090007,1051497,19 East 103rd Street,Not Available,10029,19,East 103rd,Manhattan,,114100,K-12 School,K-12 School,K-12 School,114100.0,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,56,116.8,118,84.2,85.3,4.7,0.7,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7756699.9,78889.2,1849031,541919.9,541919.9,206.4,09/2018,568.6,412,156.6,Not Available,Not Available,,2019-05-01T15:11:49.000,,,,,,
130,1633040,M143-0100148,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1021550035,1021550035,1063703,511 West 182nd Street,Not Available,10033,511,West 182nd,Manhattan,,183170,K-12 School,K-12 School,K-12 School,183170.0,Not Available,Not Available,Not Available,Not Available,1965,1,100,Whole Building,Not Available,76,92.9,94.7,66.7,68.5,4.1,0,Not Available,Not Available,9182525,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,443200,4522.7,2599944,761999.9,759542.1,292,09/2018,935.1,714.9,220.2,Not Available,Not Available,,2019-05-01T15:12:10.000,,,,,,
131,1633042,"M183, M390-0100154",Not Applicable: Standalone Property,Not Applicable: Standalone Property,No,"1831014610007, 3901014610037","M183-1014610007, M390-1014610037","M183-1045569, M390-1087154",419 East 66th Street,408 East 67th Street,10065,419,East 66th,Manhattan,,65287,K-12 School,K-12 School,K-12 School,65287.0,Not Available,Not Available,Not Available,Not Available,1904,2,100,Whole Building,Not Available,76,104.8,106.2,63.9,65.2,6.6,0,Not Available,Not Available,2408415.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,296000,2949.9,1464976.3,429359.9,429359.9,196,08/2018,321.1,197,124.1,Not Available,Not Available,,2019-05-01T15:11:49.000,,,,,,
132,1633044,M185 & M208 Tandem-0100155,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1015950015,1015950015,1051410,20 West 112th Street,21 West 111th Street,10026,20,West 112th,Manhattan,,162000,K-12 School,K-12 School,K-12 School,162000.0,Not Available,Not Available,Not Available,Not Available,1967,2,100,Whole Building,Not Available,78,85.1,85.6,58.4,59.6,4.2,0,Not Available,Not Available,6732059.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,370700,3707,2355644.8,690399.9,673338.2,288,09/2018,726,526.5,199.5,Not Available,Not Available,,2019-05-01T15:11:49.000,,,,,,
133,1633046,M189-0100158,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1021590051,1021590051,1076750,2580 Amsterdam Avenue,Not Available,10040,2580,Amsterdam Avenue,Manhattan,,134387,K-12 School,K-12 School,K-12 School,134387.0,Not Available,Not Available,Not Available,Not Available,1922,1,100,Whole Building,Not Available,5,197.3,198.4,151.3,152.4,6.6,1,Not Available,4048505.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.32406976E7,132549.6,3042139.4,891599.9,891599.9,372,10/2018,1261.4,1003.7,257.6,Not Available,Not Available,,2019-05-01T15:11:24.000,40.852631,-73.927604,112.0,10.0,277.0,Washington Heights North
134,1633048,M192-0100161,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1019880166,1019880166,1084132,500 West 138th Street,Not Available,10031,500,West 138th,Manhattan,,130560,K-12 School,K-12 School,K-12 School,130560.0,Not Available,Not Available,Not Available,Not Available,1987,1,100,Whole Building,Not Available,98,52.1,52.4,49.7,50,0,0.5,Not Available,191958,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6293899.9,63324,0,0,0,0,01/2018,348.5,348.5,0,Not Available,Not Available,,2019-05-01T15:11:11.000,,,,,,
135,1633050,M194-0100162,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1020290011,1020290011,1060432,242 West 144th Street,Not Available,10030,242,West 144th,Manhattan,,90080,K-12 School,K-12 School,K-12 School,90080.0,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Not Available,22,133.5,134.5,94.3,95.2,5.8,0.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6715800,68045,1775604.8,520399.9,520399.9,180,09/2018,507.1,356.7,150.4,Not Available,Not Available,,2019-05-01T15:12:22.000,,,,,,
136,1633052,M440-0100175,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1007420007,1007420007,1013096,351 West 18th Street,Not Available,10011,351,West 18th,Manhattan,,318200,K-12 School,K-12 School,K-12 School,318200.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,52,117.5,119.2,83.3,84.9,5,0.7,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.10250987E7,215311.1,5472848.4,1603999.9,1603999.9,400,10/2018,1580.2,1116.7,463.5,Not Available,Not Available,,2019-05-01T15:11:36.000,,,,,,
137,1633054,M661-0100185,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1009210064,1009210064,1020416,240 2nd Avenue,Not Available,10010,240,2nd Avenue,Manhattan,,55260,K-12 School,K-12 School,K-12 School,55260.0,Not Available,Not Available,Not Available,Not Available,1905,1,100,Whole Building,Not Available,54,151.6,151.1,76.2,76.1,11.1,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1874579.9,Not Available,Not Available,242000,2404.9,2096332.8,614399.9,610936.8,212,07/2018,314.9,12.9,302,Not Available,Not Available,,2019-05-01T15:12:10.000,40.732715999999996,-73.984665,106.0,2.0,48.0,Gramercy
