,dbn,district,school,principal,_school_support_organization,progress_report_type,school_level_,peer_index_,overall_grade,overall_score,environment_category_score,environment_grade,performance_category_score,performance_grade,progress_category_score,progress_grade,additional_credit,_progress_report_grade,_quality_review_score,_federal_accountability_status
846,15K447,15.0,THE MATH & SCIENCE EXPLORATORY SCHOOL,Mrs. Lisa Gioe-Cordi,CLSO,ESMS,Middle School,3.53,A,68.7,7.7,B,21.2,A,32.3,B,7.5,A,Well Developed,In Good Standing
847,15K448,15.0,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE  STUDIES,Alyce Barr,ESO,ESMS,Middle School,3.14,A,70.2,9.8,B,16.1,B,37.5,A,6.75,A,Well Developed,In Good Standing
848,15K448,15.0,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE  STUDIES,Alyce Barr,ESO,HS,High School,2.1,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,6.0,,Well Developed,In Good Standing
850,15K462,15.0,SECONDARY SCHOOL FOR LAW,Larry Woodbridge,ESO,ESMS,Middle School,2.84,B,61.1,5.7,C,17.0,B,36.1,A,2.25,C,Proficient,In Need of Improvement - Year 1
851,15K462,15.0,SECONDARY SCHOOL FOR LAW,Larry Woodbridge,ESO,HS,High School,2.69,D,33.5,4.0,C,5.9,F,22.6,C,1.0,C,Proficient,In Need of Improvement - Year 1
852,15K463,15.0,SECONDARY SCHOOL FOR JOURNALISM,Abbie Reif,CLSO,ESMS,Middle School,2.86,A,74.9,6.6,B,19.1,A,44.7,A,4.5,A,Proficient,In Need of Improvement - Year 1
853,15K463,15.0,SECONDARY SCHOOL FOR JOURNALISM,Abbie Reif,CLSO,HS,High School,2.51,C,38.5,4.0,C,9.7,C,20.8,C,4.0,C,Proficient,In Need of Improvement - Year 1
854,15K464,15.0,SECONDARY SCHOOL FOR RESEARCH,Jill Bloomberg,CLSO,ESMS,Middle School,2.97,B,57.2,8.5,B,16.1,B,31.8,B,0.75,B,Well Developed,In Need of Improvement - Year 1
855,15K464,15.0,SECONDARY SCHOOL FOR RESEARCH,Jill Bloomberg,CLSO,HS,High School,2.29,B,54.0,8.1,B,11.3,B,28.6,B,6.0,C,Well Developed,In Need of Improvement - Year 1
856,15K497,15.0,SCHOOL FOR INTERNATIONAL STUDIES,Fred Walsh,CLSO,ESMS,Middle School,3.01,C,45.9,6.1,C,19.1,A,19.9,C,0.75,A,Proficient,In Good Standing
857,15K497,15.0,SCHOOL FOR INTERNATIONAL STUDIES,Fred Walsh,CLSO,HS,High School,2.23,B,61.3,6.4,B,12.3,B,35.6,A,7.0,B,Proficient,In Good Standing
858,15K498,15.0,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,Karen Watts,CLSO,HS,High School,1.96,B,49.3,7.0,B,10.4,B,28.9,B,3.0,F,Well Developed,In Need of Improvement - Year 2
859,15K519,15.0,COBBLE HILL SCHOOL OF AMERICAN STUDIES,Kenneth Cuthbert,CLSO,HS,High School,1.82,C,43.4,6.9,B,9.3,C,26.2,B,1.0,D,Proficient,In Need of Improvement - Year 2
860,15K520,15.0,PACIFIC HIGH SCHOOL,Michael Courtney,ESO,HS,Transfer School,2.23,C,36.9,7.0,B,10.3,C,19.6,C,0.0,D,Proficient,In Good Standing
861,15K529,15.0,WEST BROOKLYN COMMUNITY HIGH SCHOOL,Liliana Polo,New Visions,HS,Transfer School,2.56,A,81.4,9.9,A,22.4,A,44.1,A,5.0,,Proficient,In Good Standing
862,15K530,15.0,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,Lennel George,CLSO,HS,High School,2.15,C,39.1,5.9,B,10.1,B,21.1,C,2.0,C,Underdeveloped with Proficient Features,Planning for Restructuring
863,15K592,15.0,KHALIL GIBRAN INTERNATIONAL ACADEMY,Holly Anne Reichert,New Visions,ESMS,Middle School,3.01,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,In Good Standing
865,15K656,15.0,BROOKLYN HIGH SCHOOL OF THE ARTS,Robert Finley,ESO,HS,High School,2.72,B,52.9,7.0,B,10.8,B,31.1,B,4.0,C,Proficient,In Good Standing
866,15K698,15.0,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,Vanda Belusic-Vollor,New Visions,HS,Transfer School,2.41,B,43.2,8.9,B,13.6,B,20.7,B,0.0,B,Proficient,In Need of Improvement - Year 2
867,15K821,15.0,SUNSET PARK PREP,Lola Padin,CLSO,ESMS,Middle School,3.3,B,59.1,6.8,B,18.1,A,33.4,B,0.75,A,Well Developed,In Good Standing
868,16K005,16.0,P.S. 005 DR. RONALD MCNAIR,Lena Gates,CLSO,ESMS,Elementary School,58.6,A,71.7,5.3,C,19.2,A,41.2,A,6.0,F,Well Developed,In Good Standing
869,16K021,16.0,P.S. 021 CRISPUS ATTUCKS,Harold Anderson,ESO,ESMS,Elementary School,54.36,A,65.9,10.7,A,19.9,A,33.8,A,1.5,B,Well Developed,In Good Standing
870,16K025,16.0,P.S. 025 EUBIE BLAKE SCHOOL,Ms. Carol Walcott,CLSO,ESMS,Elementary School,61.36,B,51.2,8.4,B,14.5,B,26.8,B,1.5,B,Proficient,In Corrective Action
871,16K026,16.0,P.S. 026 JESSE OWENS,Michele Ashley,CLSO,ESMS,Elementary School,58.33,B,52.2,9.1,B,18.1,A,24.2,B,0.75,A,Well Developed,In Good Standing
872,16K028,16.0,P.S. 028 THE WARREN,Sadie Silver,CLSO,ESMS,Elementary School,58.37,B,54.8,11.2,A,12.3,B,31.3,B,0.0,F,Proficient,In Good Standing
873,16K035,16.0,M.S. 035 STEPHEN DECATUR,Jacklyn Charles-Marcus,CLSO,ESMS,Middle School,2.8,A,72.1,10.0,A,16.2,B,42.1,A,3.75,B,Proficient,Restructuring - Year 1
874,16K040,16.0,P.S. 040 GEORGE W. CARVER,Leonie Hibbert,CLSO,ESMS,Elementary School,61.46,B,58.0,7.1,B,12.0,B,35.9,A,3.0,C,Well Developed,In Good Standing
875,16K057,16.0,J.H.S. 057 WHITELAW REID,Celeste Douglas,CLSO,ESMS,Middle School,2.79,B,54.5,9.6,B,14.5,B,26.6,B,3.75,C,Well Developed,Restructuring - Year 2
876,16K081,16.0,P.S. 081 THADDEUS STEVENS,Cheryl Ault,ESO,ESMS,Elementary School,60.34,A,59.6,8.7,B,15.9,A,32.0,B,3.0,A,Well Developed,In Need of Improvement - Year 2
877,16K243,16.0,P.S. 243 WEEKSVILLE,Karen Hambright,CLSO,ESMS,Elementary School,65.02,A,77.4,7.7,B,14.9,B,48.8,A,6.0,B,Proficient,In Need of Improvement - Year 1
878,16K262,16.0,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,Joeletha Ferguson,CLSO,ESMS,Elementary School,60.73,A,62.5,8.7,B,23.0,A,27.8,B,3.0,A,Well Developed,In Good Standing
879,16K267,16.0,M.S. 267 MATH SCIENCE & TECHNOLOGY,Patricia King,CLSO,ESMS,Middle School,2.82,A,67.4,3.9,F,17.9,A,36.6,A,9.0,F,Proficient,In Corrective Action
880,16K304,16.0,P.S. 304 CASIMIR PULASKI,Laverne Robinson,CLSO,ESMS,Elementary School,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,F,,In Need of Improvement - Year 1
882,16K308,16.0,P.S. 308 CLARA CARDWELL,Dr. Gail Bell-Baptiste,CLSO,ESMS,K-8,58.14,B,53.6,8.0,B,15.4,B,28.7,B,1.5,B,Well Developed,In Need of Improvement - Year 1
883,16K309,16.0,P.S. 309 GEORGE E. WIBECAN,Rebecca Fonville,CLSO,ESMS,Elementary School,57.82,B,48.4,5.4,C,12.4,B,29.1,B,1.5,D,Proficient,In Good Standing
884,16K322,16.0,FOUNDATIONS ACADEMY,Gary Beidleman,ESO,HS,High School,2.33,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,0.0,,Proficient,In Good Standing
886,16K335,16.0,P.S. 335 GRANVILLE T. WOODS,Laverne Nimmons,CLSO,ESMS,Elementary School,61.89,A,62.0,8.6,B,14.9,B,35.5,A,3.0,C,Well Developed,In Good Standing
887,16K385,16.0,SCHOOL OF BUSINESS FINANCE AND ENTREPRENEURSHIP,Glyn Marryshow,CLSO,ESMS,Middle School,2.8,B,53.7,7.3,B,15.6,B,30.8,B,0.0,A,Proficient,In Good Standing
888,16K393,16.0,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Marian Bowden,CLSO,ESMS,Middle School,3.46,C,41.5,4.1,D,13.7,C,22.2,C,1.5,C,Well Developed,In Good Standing
889,16K393,16.0,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Marian Bowden,CLSO,HS,High School,2.43,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,6.0,,Well Developed,In Good Standing
891,16K455,16.0,BOYS AND GIRLS HIGH SCHOOL,Spencer Holder,CLSO,HS,High School,1.94,B,43.6,4.4,C,8.8,C,29.4,B,1.0,C,Proficient,Requiring Academic Progress - Year 5
892,16K534,16.0,UPPER SCHOOL @ P.S. 25,William Cooper,CLSO,ESMS,Middle School,2.69,C,48.4,6.1,C,14.2,B,28.1,B,0.0,,Proficient,In Good Standing
893,16K584,16.0,M.S. 584,Gilleyan J. Hargrove,CLSO,ESMS,Middle School,2.9,B,56.3,8.8,B,14.9,B,28.1,B,4.5,B,Proficient,In Good Standing
894,16K594,16.0,GOTHAM PROFESSIONAL ARTS ACADEMY,Alexander White,ESO,HS,High School,2.45,,,,,,,,,,,,
895,17K002,17.0,M.S. 002,Adrienne Spencer,ICI,ESMS,Middle School,2.78,A,69.5,9.7,B,17.4,B,35.6,A,6.75,B,Outstanding,In Corrective Action
896,17K006,17.0,P.S. 006,Ellen Carlisle,ESO,ESMS,Elementary School,61.48,A,67.5,10.1,A,19.4,A,32.0,B,6.0,B,Well Developed,In Good Standing
897,17K012,17.0,P.S. 012,Nyree Dixon,ICI,ESMS,K-8,60.28,D,38.2,5.3,C,8.7,D,24.2,C,0.0,D,Proficient,Restructuring - Year 1
898,17K022,17.0,P.S. 022,Carlen Padmore,ESO,ESMS,Elementary School,64.11,B,56.4,4.8,C,14.3,B,33.5,A,3.75,D,Proficient,In Good Standing
899,17K061,17.0,M.S. 061 GLADSTONE H. ATWELL,Rhonda Hurdle Taylor,ICI,ESMS,Middle School,3.09,B,60.3,8.9,B,16.2,B,31.4,B,3.75,B,Well Developed,Restructuring - Year 3
900,17K091,17.0,P.S. 091 THE ALBANY AVENUE SCHOOL,Mr. Solomon Long,CLSO,ESMS,Elementary School,64.96,A,81.0,8.5,B,21.7,A,44.8,A,6.0,B,Well Developed,In Good Standing
901,17K092,17.0,P.S. 092 ADRIAN HEGEMAN,Ms. Diana Rahmaan,ESO,ESMS,Elementary School,58.32,B,54.2,9.2,A,12.2,B,29.0,B,3.75,C,Well Developed,In Good Standing
902,17K138,17.0,P.S. 138 BROOKLYN,Ms. Marie Chauvet-Monchik,ICI,ESMS,K-8,59.72,A,76.3,10.7,A,17.7,B,41.9,A,6.0,C,Proficient,In Need of Improvement - Year 1
903,17K161,17.0,P.S. 161 THE CROWN,Ms. Deborah Barrett,ESO,ESMS,K-8,52.07,C,38.5,8.8,B,17.0,B,11.9,D,0.75,B,Well Developed,In Good Standing
904,17K167,17.0,P.S. 167 THE PARKWAY,Joan Palmer,KLSO,ESMS,Elementary School,63.17,B,46.8,7.5,B,10.7,C,27.8,B,0.75,D,Proficient,In Good Standing
905,17K181,17.0,P.S. 181 BROOKLYN,Lowell Coleman,ICI,ESMS,K-8,57.57,B,60.2,6.8,C,17.1,B,31.8,B,4.5,B,Well Developed,In Good Standing
906,17K189,17.0,P.S. 189 LINCOLN TERRACE,Ms. Berthe G. Faustin,ESO,ESMS,K-8,59.24,A,98.5,11.9,A,23.4,A,51.2,A,12.0,A,Well Developed,In Good Standing
907,17K191,17.0,P.S. 191 PAUL ROBESON,Mrs. Elsi Capolongo,CLSO,ESMS,Elementary School,64.62,B,52.2,6.1,C,14.3,B,28.0,B,3.75,C,Well Developed,In Good Standing
908,17K221,17.0,P.S. 221 TOSSAINT L'OUVERTURE,Clara Moodie-Kirkland,CLSO,ESMS,Elementary School,56.26,C,43.7,8.3,B,13.1,B,22.3,C,0.0,B,Well Developed,In Good Standing
909,17K241,17.0,P.S. 241 EMMA L. JOHNSTON,Philip A. Dominique,ESO,ESMS,Elementary School,61.61,A,77.6,9.8,A,18.8,A,46.7,A,2.25,B,Well Developed,In Good Standing
910,17K246,17.0,M.S. 246 WALT WHITMAN,Bentley Warrington,ICI,ESMS,Middle School,2.81,B,57.8,7.9,B,14.5,B,33.1,B,2.25,C,Proficient,Restructuring - Year 4
911,17K289,17.0,P.S. 289 GEORGE V. BROWER,Mr. Dennis O. Jeffers,ESO,ESMS,Elementary School,59.38,A,75.0,8.1,B,19.6,A,41.3,A,6.0,B,Proficient,In Good Standing
912,17K316,17.0,P.S. 316 ELIJAH STROUD,Tracey Collins,ESO,ESMS,Elementary School,62.84,B,58.4,5.1,C,14.0,B,37.8,A,1.5,D,Well Developed,Restructuring - Year 2
913,17K334,17.0,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,Kathleen Clarke-Glover,ESO,ESMS,Middle School,2.68,C,40.9,6.8,B,12.1,C,22.0,C,0.0,B,Underdeveloped with Proficient Features,In Good Standing
914,17K340,17.0,I.S. 340,Mrs. Jean Williams,ICI,ESMS,Middle School,3.63,F,28.2,6.8,B,11.8,D,9.6,D,0.0,D,Proficient,In Good Standing
915,17K352,17.0,EBBETS FIELD MIDDLE SCHOOL,Margie Baker,CLSO,ESMS,Middle School,2.73,B,62.0,6.4,C,13.8,B,32.8,B,9.0,B,Well Developed,In Need of Improvement - Year 1
916,17K353,17.0,ELIJAH STROUD MIDDLE SCHOOL,Claudette Essor,ESO,ESMS,Middle School,2.9,A,75.3,11.8,A,18.3,A,41.4,A,3.75,A,Well Developed,In Good Standing
917,17K354,17.0,THE SCHOOL OF INTEGRATED LEARNING,Monique Campbell,ESO,ESMS,Middle School,2.65,B,51.6,8.1,B,15.0,B,27.7,B,0.75,B,Proficient,In Good Standing
918,17K375,17.0,P.S. 375 JACKIE-ROBINSON SCHOOL,Ms. Marion Wilson,CLSO,ESMS,Elementary School,61.88,B,51.1,11.3,A,11.9,B,27.1,B,0.75,D,Well Developed,In Need of Improvement - Year 2
919,17K382,17.0,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOAR,Ditta Korbeogo,ESO,ESMS,Middle School,3.16,A,76.3,8.2,B,18.1,A,48.5,A,1.5,,Proficient,In Good Standing
920,17K382,17.0,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOAR,Ditta Korbeogo,ESO,HS,High School,2.46,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,0.0,,Proficient,In Good Standing
922,17K394,17.0,M.S. K394,Ms. Claudette Murray,CLSO,ESMS,K-8,60.71,A,76.3,11.9,A,21.2,A,38.7,A,4.5,C,Well Developed,In Good Standing
923,17K397,17.0,P.S. 397 FOSTER-LAURIE,Nancy Colon,Fordham,ESMS,Elementary School,55.77,B,48.6,10.0,A,13.9,B,23.9,B,0.75,C,Proficient,In Good Standing
924,17K398,17.0,P.S. 398 WALTER WEAVER,Diane Danay-Caban,ICI,ESMS,Elementary School,62.1,D,30.1,7.4,B,7.4,D,15.3,C,0.0,B,Proficient,In Need of Improvement - Year 2
925,17K399,17.0,P.S. 399 STANLEY EUGENE CLARK,Marion J. Brown,ESO,ESMS,Elementary School,59.44,A,78.6,14.5,A,25.0,A,37.6,A,1.5,A,Well Developed,In Good Standing
926,17K408,17.0,ACADEMY OF  HOSPITALITY AND TOURISM,Adam Breier,New Visions,HS,High School,2.34,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,0.0,,Proficient,In Good Standing
928,17K484,17.0,RONALD EDMONDS LEARNING CENTER II,Herbert Daughtry,ESO,ESMS,Middle School,2.76,A,72.5,9.0,B,20.8,A,41.2,A,1.5,,Proficient,In Good Standing
929,17K489,17.0,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,Catherine Hartnett,ESO,HS,Transfer School,2.34,B,47.7,7.9,B,13.8,B,26.0,B,0.0,C,Proficient,In Need of Improvement - Year 1
930,17K524,17.0,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,Alexandra Anormaliza,ESO,HS,High School,2.18,A,73.5,13.3,A,13.2,B,39.0,A,8.0,,Well Developed,In Good Standing
931,17K528,17.0,"HIGH SCHOOL FOR GLOBAL CITIZENSHIP, THE",Brad Haggerty,New Visions,HS,High School,2.32,B,52.2,8.8,B,15.4,B,25.0,B,3.0,,Proficient,In Good Standing
932,17K531,17.0,SCHOOL FOR HUMAN RIGHTS THE,Michael Alexander,New Visions,ESMS,Middle School,2.99,B,57.6,9.1,B,13.4,C,34.3,B,0.75,F,Proficient,In Good Standing
933,17K531,17.0,"SCHOOL FOR HUMAN RIGHTS, THE",Michael Alexander,New Visions,HS,High School,2.18,B,45.9,7.9,B,10.6,B,24.4,C,3.0,,Proficient,In Good Standing
934,17K533,17.0,SCHOOL FOR DEMOCRACY AND  LEADERSHIP,Nancy Gannon,ESO,ESMS,Middle School,3.06,C,47.5,6.2,C,10.1,D,30.4,B,0.75,F,Proficient,In Good Standing
935,17K533,17.0,SCHOOL FOR DEMOCRACY AND  LEADERSHIP,Nancy Gannon,ESO,HS,High School,2.25,A,68.1,4.9,C,20.2,A,39.0,A,4.0,,Proficient,In Good Standing
936,17K537,17.0,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,Mary Prendergast,New Visions,HS,High School,2.06,B,48.6,8.3,B,15.6,B,23.7,C,1.0,,Well Developed,In Good Standing
937,27Q124,27.0,P.S. 124 OSMOND A CHURCH,Valarie Lewis,ESO,ESMS,K-8,40.79,B,55.2,11.6,A,19.4,A,22.7,C,1.5,C,Well Developed,In Good Standing
938,17K539,17.0,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,Leonard Kassan,ICI,HS,High School,2.12,A,75.3,8.9,B,18.0,A,43.4,A,5.0,,Well Developed,In Good Standing
939,17K543,17.0,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS,Henrietta Coursey,CUNY,ESMS,Middle School,3.43,A,72.0,7.7,B,18.2,A,44.6,A,1.5,,Well Developed,In Good Standing
940,17K543,17.0,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",Henrietta Coursey,CUNY,HS,High School,3.19,A,72.9,6.3,B,18.8,A,47.8,A,0.0,B,Well Developed,In Good Standing
941,17K544,17.0,INTERNATIONAL ARTS BUSINESS SCHOOL,Leonard Treotola,New Visions,HS,High School,2.4,B,59.6,10.5,A,20.1,A,28.0,B,1.0,B,Well Developed,In Good Standing
942,17K546,17.0,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORROW,Ben Shuldiner,ESO,HS,High School,2.89,A,72.5,9.9,A,15.0,B,43.6,A,4.0,B,Well Developed,In Good Standing
943,17K547,17.0,BROOKLYN ACADEMY OF SCIENCE AND THE  ENVIRONMENT,Veronica Peterson,New Visions,HS,High School,2.48,B,50.1,4.3,C,15.9,B,28.9,B,1.0,B,Proficient,In Good Standing
944,17K548,17.0,BROOKLYN SCHOOL FOR MUSIC & THEATRE,Pamela Randazzo-Dorcely,New Visions,HS,High School,2.44,A,75.1,9.7,A,22.0,A,38.4,A,5.0,B,Proficient,In Good Standing
945,17K568,17.0,BROWNSVILLE ACADEMY HIGH SCHOOL,Joanne Nabors,ESO,HS,Transfer School,2.33,B,50.8,9.2,B,13.5,B,26.8,B,1.3,B,Well Developed,In Good Standing
946,17K587,17.0,MIDDLE SCHOOL FOR THE ARTS,Susan Hobson-Ransom,ICI,ESMS,Middle School,2.81,C,44.4,7.7,B,11.4,D,23.0,C,2.25,C,Underdeveloped with Proficient Features,In Need of Improvement - Year 1
947,17K590,17.0,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Dr. Michael A. Wiltshire,CUNY,ESMS,Middle School,3.81,C,48.2,10.2,A,15.7,B,22.3,C,0.0,C,Well Developed,Requiring Academic Progress - Year 2
948,17K590,17.0,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Dr. Michael A. Wiltshire,CUNY,HS,High School,3.17,B,59.9,8.8,B,13.0,B,36.1,A,2.0,B,Well Developed,Requiring Academic Progress - Year 2
949,17K600,17.0,CLARA BARTON HIGH SCHOOL,Dr. Richard A. Forman,ICI,HS,High School,2.51,B,47.2,5.6,B,12.1,B,26.5,B,3.0,B,Proficient,In Good Standing
950,17K625,17.0,PAUL ROBESON HIGH SCHOOL,Mr. Ira C. Weston,CLSO,HS,High School,2.03,C,36.6,2.6,F,10.9,B,23.1,C,0.0,C,Well Developed,In Corrective Action
951,18K066,18.0,P.S. 66,Joel Rubenfeld,ESO,ESMS,K-8,49.8,D,36.2,8.2,B,10.6,C,16.6,D,0.75,A,Well Developed,In Good Standing
952,18K068,18.0,I.S. 068 ISAAC BILDERSEE,Alex Fralin,ICI,ESMS,Middle School,2.94,B,54.9,6.5,C,15.9,B,30.2,B,2.25,C,Proficient,Restructuring - Year 3
953,18K114,18.0,P.S. 114 RYDER ELEMENTARY,Maria Pena-Herrara,ICI,ESMS,Elementary School,52.45,B,46.6,2.3,F,13.7,B,30.6,B,0.0,D,Underdeveloped with Proficient Features,In Good Standing
954,18K115,18.0,P.S. 115 DANIEL MUCATEL SCHOOL,Mitchell Pinsky,ESO,ESMS,Elementary School,52.21,A,71.7,13.0,A,18.1,A,34.6,A,6.0,A,Well Developed,In Good Standing
955,18K135,18.0,P.S. 135 SHELDON A. BROOKNER,Ms. Penny Grinage,KLSO,ESMS,Elementary School,55.63,A,66.6,12.6,A,16.1,A,36.4,A,1.5,C,Well Developed,In Good Standing
956,18K208,18.0,P.S. 208 ELSA EBELING,Ms. Kristy Parris,ESO,ESMS,Elementary School,52.44,A,79.4,11.6,A,19.1,A,44.2,A,4.5,A,Proficient,In Good Standing
957,18K211,18.0,I.S. 211 JOHN WILSON,Buffie Simmons-Peart,ESO,ESMS,Middle School,2.89,A,89.7,11.6,A,21.1,A,48.7,A,8.25,A,Well Developed,Restructuring - Year 3
958,18K219,18.0,P.S. 219 KENNEDY-KING,Ms. Winsome Smith,ESO,ESMS,Elementary School,58.57,B,53.2,7.2,B,16.5,A,28.7,B,0.75,A,Well Developed,In Good Standing
959,18K232,18.0,I.S. 232 THE WINTHROP,Ingrid Thomas-Clark,AED,ESMS,Middle School,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,Restructuring - Year 3
961,18K233,18.0,P.S. 233 LANGSTON HUGHES,Denean Stephens-Spellman,CLSO,ESMS,Elementary School,55.95,C,36.3,8.9,B,13.9,B,13.5,D,0.0,B,Well Developed,In Good Standing
962,18K235,18.0,P.S. 235 LENOX,Lisa Solitario,ESO,ESMS,K-8,43.3,B,63.9,10.2,B,22.1,A,28.6,B,3.0,C,Proficient,In Good Standing
963,18K244,18.0,P.S. 244 RICHARD R. GREEN,Ms. Grace Alesia,ESO,ESMS,Elementary School,53.98,A,61.5,11.3,A,18.4,A,31.0,B,0.75,B,Well Developed,In Good Standing
964,18K252,18.0,I.S. 252 ARTHUR S. SOMERS,Ms. Mendis Brown,CLSO,ESMS,Middle School,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,Restructuring - Year 1
966,18K268,18.0,P.S. 268 EMMA LAZARUS,Ms. Mosezetta Overby,ESO,ESMS,Elementary School,56.7,B,52.5,8.3,B,14.1,B,28.6,B,1.5,C,Well Developed,In Good Standing
967,18K272,18.0,P.S. 272 CURTIS ESTABROOK,Dakota Reyes,KLSO,ESMS,Elementary School,56.95,A,79.1,5.1,C,11.1,C,56.9,A,6.0,F,Proficient,In Need of Improvement - Year 1
968,18K276,18.0,P.S. 276 LOUIS MARSHALL,Jonathan Straughn,KLSO,ESMS,Elementary School,53.76,A,66.7,8.4,B,16.8,A,39.2,A,2.25,C,Well Developed,In Good Standing
969,18K279,18.0,P.S. 279 HERMAN SCHREIBER,Lorenzo Chambers,ESO,ESMS,Elementary School,48.85,B,55.1,7.8,B,14.3,B,29.2,B,3.75,C,Proficient,In Good Standing
970,18K285,18.0,I.S. 285 MEYER LEVIN,Mr. Edward Gentile,ICI,ESMS,Middle School,3.18,B,54.5,7.9,B,14.3,B,28.5,B,3.75,C,Well Developed,In Good Standing
971,18K415,18.0,SAMUEL J. TILDEN HIGH SCHOOL,Diane Varano,ICI,HS,High School,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,4.0,,,
973,,,,,,,,,,,,,,,,,,,,Requiring Academic Progress - Year 6
974,18K500,18.0,CANARSIE HIGH SCHOOL,Tyona Washington,CLSO,HS,High School,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,1.0,F,,Requiring Academic Progress - Year 5
976,18K515,18.0,SOUTH SHORE HIGH SCHOOL,Ms. Judy Henry,CLSO,HS,High School,,,,,,,,,,,,,
977,,,,,,,,,,,,,,,,,1.0,,,
978,,,,,,,,,,,,,,,,,,,,Requiring Academic Progress - Year 5
979,18K563,18.0,IT TAKES A VILLAGE ACADEMY,Marina Vinitskaya,ICI,HS,High School,2.36,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,4.0,,,
981,,,,,,,,,,,,,,,,,,,,In Good Standing
982,18K566,18.0,BROOKLYN GENERATION SCHOOL,Terri Lynn Grey,CEI-PEA,HS,High School,2.18,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,2.0,,,
984,,,,,,,,,,,,,,,,,,,,In Good Standing
985,18K567,18.0,BROOKLYN THEATRE ARTS HIGH SCHOOL,Martin Coren,ESO,HS,High School,2.35,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,0.0,,,
987,,,,,,,,,,,,,,,,,,,,In Good Standing
988,18K569,18.0,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Matt Brown,ESO,HS,High School,2.37,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,0.0,,,
990,,,,,,,,,,,,,,,,,,,,In Good Standing
991,18K576,18.0,VICTORY COLLEGIATE HIGH SCHOOL,Marcel Duane Deans,ESO,HS,High School,2.44,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,2.0,,,
993,,,,,,,,,,,,,,,,,,,,In Good Standing
994,18K578,18.0,BROOKLYN BRIDGE ACADEMY,Adele Tay Fabrikant,New Visions,HS,Transfer School,2.22,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,1.3,,,
996,,,,,,,,,,,,,,,,,,,,In Good Standing
997,18K581,18.0,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,David Manning,ESO,ESMS,Middle School,2.8,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,In Good Standing
999,18K588,18.0,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,Andrew Buck,CLSO,ESMS,Middle School,2.86,,,,,,,,,,,,
