,nyc_cooling_tower,bin,address,borough,zip,intended_use,make,model,serial_number,cooling_capacity,cooling_capacity_1,date_registered,latitude,longitude,deleted,location_1,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,date_commissioned,community_board,council_district,census_tract,bbl,nta
785,1000001243,4439898,56-45 MAIN STREET,QUEENS,11355,NULL,MARLEY,NC 9052SL,064809-002-94B,22050000.0,BTU/HR,2015-08-25T00:00:00.000,40.747181,-73.825165,No,"{'latitude': '40.747181', 'longitude': '-73.825165'}",14190.0,22,3,3,67,1995-04-10T00:00:00.000,7.0,20.0,799.0,4051650001.0,Queensboro Hill                                                            
786,1000000425,1034202,1120 AVENUE OF THE AMERICAS,MANHATTAN,10036,BASE BUILDING HVAC,PHILLIPS,0,300CU,24000000.0,BTU/HR,2015-08-19T00:00:00.000,40.755599,-73.982859,No,"{'latitude': '40.755599', 'longitude': '-73.982859'}",13094.0,11,4,51,8,1962-05-01T00:00:00.000,5.0,4.0,96.0,1012590001.0,Midtown-Midtown South                                                      
787,1000000571,1002002,34 LEONARD ST.,MANHATTAN,10013,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTL 079,U083878301,17500.0,,2015-08-20T00:00:00.000,40.718156,-74.007439,No,"{'latitude': '40.718156', 'longitude': '-74.007439'}",12076.0,56,4,32,1,,1.0,1.0,33.0,1001790032.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
788,1000000716,1024711,700 8TH AVE,MANHATTAN,10036,NULL,AQUA TOWER,AT 12-512B,939462,400.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.758709,-73.988308,No,"{'latitude': '40.758709', 'longitude': '-73.988308'}",13094.0,11,4,10,8,1992-01-13T00:00:00.000,5.0,3.0,119.0,1010167501.0,Midtown-Midtown South                                                      
789,1000000740,2003015,1225 GERARD AVENUE,BRONX,10452,AIR CONDITIONING,MARLEY,MS618855CR30174,NC4001BS033063-001-93A,275.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.836342,-73.920365,No,"{'latitude': '40.836342', 'longitude': '-73.920365'}",10930.0,50,5,42,27,2016-08-10T00:00:00.000,4.0,16.0,197.0,2024890060.0,West Concourse                                                             
790,1000000758,1000875,100 WALL ST,MANHATTAN,10005,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VLT-1050DC,89101388,900.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.705244,-74.006755,No,"{'latitude': '40.705244', 'longitude': '-74.006755'}",11726.0,56,4,32,1,,1.0,1.0,7.0,1000380001.0,Battery Park City-Lower Manhattan                                          
791,1000000177,1087620,110 3RD AVENUE,MANHATTAN,10003,NULL,EVAPCO,LRT 8-128,6-291433,240.0,REFRIGERATION TONS,2015-08-17T00:00:00.000,40.732955,-73.987837,No,"{'latitude': '40.732955', 'longitude': '-73.987837'}",11724.0,70,4,50,5,,3.0,2.0,42.0,1005597501.0,East Village                                                               
792,1000000630,1035769,550 MADISON AVE,MANHATTAN,10022,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VXT-2100,80-7577,2700.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.761462,-73.973504,No,"{'latitude': '40.761462', 'longitude': '-73.973504'}",12419.0,11,4,51,10,1984-01-01T00:00:00.000,5.0,4.0,102.0,1012910010.0,Midtown-Midtown South                                                      
793,1000000060,1005645,115 CHRYSTIE STREET,MANHATTAN,10002,NULL,MARLEY,AQUA TOWER,16560-1/B22156A/4862,,,2015-08-12T00:00:00.000,40.718683,-73.993929,No,"{'latitude': '40.718683', 'longitude': '-73.993929'}",11723.0,70,4,32,2,,3.0,1.0,18.0,1004230022.0,Chinatown                                                                  
794,1000001096,3347736,330 JAY STREET,BROOKLYN,11201,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),33860FW,Uo13612605,15975000.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.694603,-73.987696,No,"{'latitude': '40.694603', 'longitude': '-73.987696'}",16865.0,68,2,38,54,2002-06-10T00:00:00.000,2.0,33.0,11.0,3001407502.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
795,1000001073,1086067,201 WEST 17TH STREET,MANHATTAN,10011,NULL,EVAPCO,NULL,T002286,150.0,BTU/HR,2015-08-24T00:00:00.000,40.740762,-73.998481,No,"{'latitude': '40.740762', 'longitude': '-73.998481'}",12074.0,12,4,10,6,,4.0,3.0,81.0,1007677503.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
796,1000001225,1015583,200 FIFTH AVENUE,MANHATTAN,10010,NULL,MARLEY,NC8306K2BB,"NC827020-A1, NC827020-B1, NC827020-C1",15944000.0,BTU/HR,2015-08-25T00:00:00.000,40.742156,-73.989896,No,"{'latitude': '40.742156', 'longitude': '-73.989896'}",12073.0,11,4,10,7,2008-03-31T00:00:00.000,5.0,3.0,58.0,1008250031.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
797,1000001057,1034195,1100 6TH AVE,MANHATTAN,10036,BASE BUILDING HVAC,BALTIMORE AIRCOIL COMPANY (BAC),VT1-N270-QCS,96100253,4050000.0,BTU/HR,2015-08-24T00:00:00.000,40.75486,-73.983447,No,"{'latitude': '40.75486', 'longitude': '-73.983447'}",10094.0,11,4,51,8,,5.0,4.0,96.0,1012580001.0,Midtown-Midtown South                                                      
798,1000000324,1085972,300 MADISON AVENUE,MANHATTAN,10017,NULL,MARLEY,NC8311J-4,226938,4400.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.752648,-73.980033,No,"{'latitude': '40.752648', 'longitude': '-73.980033'}",12079.0,11,4,51,8,2002-01-01T00:00:00.000,5.0,4.0,82.0,1012760058.0,Murray Hill-Kips Bay                                                       
799,1000000591,4099328,20-07 127 STREET,QUEENS,11356,NULL,MARLEY,SPX,3272C,25.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.781137,-73.840989,No,"{'latitude': '40.781137', 'longitude': '-73.840989'}",14191.0,22,3,20,67,,7.0,19.0,919.0,4041720007.0,College Point                                                              
800,1000000289,1087637,425 WEST 59TH STREET,MANHATTAN,10019,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,0,400.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.769743,-73.985509,No,"{'latitude': '40.769743', 'longitude': '-73.985509'}",12420.0,20,4,10,12,,7.0,3.0,145.0,1011310016.0,Lincoln Square                                                             
801,1000000775,3397430,2601 OCEAN PARKWAY,BROOKLYN,11235,REFRIGERATION,MARLEY,4841,61968-1/B22152A/4841,600000.0,BTU/HR,2015-08-21T00:00:00.000,40.586652,-73.966168,No,"{'latitude': '40.586652', 'longitude': '-73.966168'}",13826.0,21,2,45,35,2016-08-04T00:00:00.000,13.0,48.0,370.0,3072390001.0,Brighton Beach                                                             
802,1000000576,4021796,71-11 ASTORIA BLVD,QUEENS,11370,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,964 0328,,,2015-08-20T00:00:00.000,40.767447,-73.897433,No,"{'latitude': '40.767447', 'longitude': '-73.897433'}",14781.0,39,3,4,72,,1.0,22.0,317.0,4010030011.0,Steinway                                                                   
803,1000000120,4022646,7520 ASTORIA BLVD.,QUEENS,11370,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),PT2-0709A-1K1,U163204205-01-01,200.0,,2015-08-14T00:00:00.000,40.764136,-73.893244,No,"{'latitude': '40.764136', 'longitude': '-73.893244'}",14781.0,65,3,4,73,2016-07-01T00:00:00.000,3.0,22.0,30904.0,4010270050.0,Jackson Heights                                                            
804,1000000482,1082192,188 EAST 78TH STREET,MANHATTAN,10075,NULL,BALTIMORE AIRCOIL COMPANY (BAC),B158,99106701,800.0,REFRIGERATION TONS,2015-08-19T00:00:00.000,40.773466,-73.958263,No,"{'latitude': '40.773466', 'longitude': '-73.958263'}",10092.0,23,4,51,11,,8.0,4.0,140.0,1014127502.0,Upper East Side-Carnegie Hill                                              
805,1000000701,1035759,540 MADISON AVENUE,MANHATTAN,10022,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3373FGW,97400651,5250000.0,,2015-08-20T00:00:00.000,40.760933,-73.973761,No,"{'latitude': '40.760933', 'longitude': '-73.973761'}",12419.0,11,4,51,10,1997-01-01T00:00:00.000,5.0,4.0,102.0,1012900056.0,Midtown-Midtown South                                                      
806,1000001152,1008212,632 BROADWAY,MANHATTAN,10012,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),VFL03632M,U094815927,56.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.72602,-73.995692,No,"{'latitude': '40.72602', 'longitude': '-73.995692'}",12075.0,57,4,32,5,2013-04-01T00:00:00.000,2.0,1.0,5502.0,1005220010.0,West Village                                                               
807,1000000680,1002934,75 VARICK ST,MANHATTAN,10013,NULL,MARLEY,NC8311BG-09,10003080-82,938.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.723439,-74.006819,No,"{'latitude': '40.723439', 'longitude': '-74.006819'}",12076.0,57,4,32,1,2010-03-01T00:00:00.000,2.0,1.0,37.0,1002260001.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
808,1000000106,3000417,1 BOERUM PLACE,BROOKLYN,11201,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15176 - 2L,u25015601,300.0,REFRIGERATION TONS,2015-08-14T00:00:00.000,40.691572,-73.988775,No,"{'latitude': '40.691572', 'longitude': '-73.988775'}",16865.0,68,2,38,54,,2.0,33.0,37.0,3001530003.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
809,1000000611,1089437,237 WEST 54TH STREET,MANHATTAN,10019,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VT1-415-B,U124155713-01-01,470.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.7645,-73.983004,No,"{'latitude': '40.7645', 'longitude': '-73.983004'}",12081.0,11,4,10,10,,5.0,3.0,137.0,1010260012.0,Midtown-Midtown South                                                      
810,1000000258,1040762,645 MADISON AVE,MANHATTAN,10022,NULL,MARLEY,NC5202CS,121374-004-97,500.0,REFRIGERATION TONS,2015-08-18T00:00:00.000,40.76398,-73.970836,No,"{'latitude': '40.76398', 'longitude': '-73.970836'}",12419.0,23,4,51,11,1998-01-23T00:00:00.000,8.0,4.0,11401.0,1013740049.0,Upper East Side-Carnegie Hill                                              
811,1000000844,1035405,250 PARK AVENUE,MANHATTAN,10177,NULL,MARLEY,NC8407TAN,10015358-A1,500.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.755164,-73.976001,No,"{'latitude': '40.755164', 'longitude': '-73.976001'}",12079.0,11,4,51,10,2010-03-01T00:00:00.000,5.0,4.0,94.0,1012820034.0,Midtown-Midtown South                                                      
812,1000001209,1007574,561 BROADWAY,MANHATTAN,10012,NULL,MARLEY,AV61012G,815304-A2-A61012G-07,4050000.0,BTU/HR,2015-08-25T00:00:00.000,40.724162,-73.998308,No,"{'latitude': '40.724162', 'longitude': '-73.998308'}",12075.0,57,4,32,1,,2.0,1.0,49.0,1004980007.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
813,1000000863,1083796,636 11TH AVENUE,MANHATTAN,10036,BASE BUILDING HVAC,EVAPCO,ATW207 C,T000380,126000.0,,2015-08-21T00:00:00.000,40.763395,-73.995563,No,"{'latitude': '40.763395', 'longitude': '-73.995563'}",13094.0,12,4,10,10,2000-07-10T00:00:00.000,4.0,3.0,129.0,1010750001.0,Clinton                                                                    
814,1000001123,1087848,300 N END AVE,MANHATTAN,10282,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15425 - 2,U096379105,13800000.0,BTU/HR,2015-08-24T00:00:00.000,40.716613,-74.01435,No,"{'latitude': '40.716613', 'longitude': '-74.01435'}",10368.0,56,4,32,1,,1.0,1.0,31703.0,1000167519.0,Battery Park City-Lower Manhattan                                          
815,1000000663,2088325,1 FORDHAM PLAZA,BRONX,10458,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),3828A,U07039290-I,1400.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.860193,-73.890024,No,"{'latitude': '40.860193', 'longitude': '-73.890024'}",10936.0,35,5,22,31,2007-03-01T00:00:00.000,6.0,15.0,387.0,,Belmont                                                                    
816,1000000726,1002854,200 HUDSON ST,MANHATTAN,10013,NULL,MARLEY,MARLEY NC,10056729-A1-NC8405CG-12,550.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.722985,-74.007656,No,"{'latitude': '40.722985', 'longitude': '-74.007656'}",12076.0,56,4,32,1,2012-10-01T00:00:00.000,1.0,1.0,33.0,1002210030.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
817,1000000628,2116700,2300 SOUTHERN BLVD,BRONX,10460,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTL2090MOSX,97100062,225.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.849995,-73.878301,No,"{'latitude': '40.849995', 'longitude': '-73.878301'}",11269.0,28,5,22,34,1999-05-01T00:00:00.000,6.0,15.0,334.0,2031200020.0,park-cemetery-etc-Bronx                                                    
818,1000000958,2117335,1250 WATERS PLACE,BRONX,10461,NULL,BALTIMORE AIRCOIL COMPANY (BAC),FXV-364-31R,U070688701,45870.0,,2015-08-21T00:00:00.000,40.852771,-73.838851,No,"{'latitude': '40.852771', 'longitude': '-73.838851'}",11270.0,59,5,12,32,2008-04-08T00:00:00.000,11.0,13.0,284.0,2042267501.0,Van Nest-Morris Park-Westchester Square                                    
819,1000001112,1087268,1111 AVENUE OF THE AMERICAS,MANHATTAN,10036,BASE BUILDING HVAC,MARLEY,NC 8312K5,2503034-A1-A5,1650.0,BTU/HR,2015-08-24T00:00:00.000,40.755563,-73.984714,No,"{'latitude': '40.755563', 'longitude': '-73.984714'}",13094.0,11,4,51,8,2007-10-03T00:00:00.000,5.0,4.0,119.0,1009950033.0,Midtown-Midtown South                                                      
820,1000000338,1088112,517 EAST 117TH STREET,MANHATTAN,10035,NULL,RECOLD,JW130C,JW-10011899-A2,3953000.0,BTU/HR,2015-08-18T00:00:00.000,40.795446,-73.930837,No,"{'latitude': '40.795446', 'longitude': '-73.930837'}",13093.0,7,4,35,16,2009-11-12T00:00:00.000,11.0,8.0,178.0,1017160008.0,East Harlem North                                                          
821,1000000124,1036153,150 E 42ND ST,MANHATTAN,10017,AIR CONDITIONING,MARLEY,UNKNOWN,37-518-85,4600.0,REFRIGERATION TONS,2015-08-14T00:00:00.000,40.750758,-73.975482,No,"{'latitude': '40.750758', 'longitude': '-73.975482'}",12079.0,71,4,51,9,1950-12-01T00:00:00.000,6.0,4.0,80.0,1012967502.0,Murray Hill-Kips Bay                                                       
822,1000001244,1044689,301 EAST 64TH STREET,MANHATTAN,10065,NULL,BALTIMORE AIRCOIL COMPANY (BAC),15250,U147223610-01-01,3500000.0,,2015-08-25T00:00:00.000,40.763644,-73.961244,No,"{'latitude': '40.763644', 'longitude': '-73.961244'}",10090.0,23,4,1,11,,8.0,5.0,118.0,1014390001.0,Lenox Hill-Roosevelt Island                                                
823,1000000488,1086068,360 MADISON AVENUE,MANHATTAN,10017,NULL,BALTIMORE AIRCOIL COMPANY (BAC),33568-2GW,UO12497501,1600.0,,2015-08-19T00:00:00.000,40.755098,-73.978167,No,"{'latitude': '40.755098', 'longitude': '-73.978167'}",12079.0,11,4,51,10,,5.0,4.0,94.0,1012817501.0,Midtown-Midtown South                                                      
824,1000001056,3394558,205 ROCKAWAY PKWY,BROOKLYN,11212,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTO-O88/LD,UO82965701,100.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.662027,-73.920555,No,"{'latitude': '40.662027', 'longitude': '-73.920555'}",17614.0,61,2,17,40,,17.0,41.0,892.0,3046330050.0,Brownsville                                                                
825,1000000976,1028232,30 W 67TH ST,MANHATTAN,10023,NULL,EVAPCO,USS 217-911,"11-461680, 11-461681, 11-461682",72000000.0,BTU/HR,2015-08-21T00:00:00.000,40.773304,-73.979522,No,"{'latitude': '40.773304', 'longitude': '-73.979522'}",12420.0,20,4,19,12,,7.0,6.0,153.0,1011190043.0,Lincoln Square                                                             
826,1000000733,1010378,345 HUDSON STREET,MANHATTAN,10014,NULL,MARLEY,MARLEY SPX,10098358-A2-NC8403BG-15,450.0,,2015-08-20T00:00:00.000,40.727746,-74.007858,No,"{'latitude': '40.727746', 'longitude': '-74.007858'}",12077.0,57,4,10,1,,2.0,3.0,37.0,1005980058.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
827,1000000875,1038669,777 UNITED NATIONS PLAZA,MANHATTAN,10017,NULL,MARLEY,WB254TTP8832AA,NC132124790,8100000.0,BTU/HR,2015-08-21T00:00:00.000,40.75012,-73.96929,No,"{'latitude': '40.75012', 'longitude': '-73.96929'}",12079.0,71,4,51,9,,6.0,4.0,88.0,1013360030.0,Turtle Bay-East Midtown                                                    
828,1000001191,1001015,80 MAIDEN LANE,MANHATTAN,10038,NULL,EVAPCO,UT212-228,9-374771,190900.0,,2015-08-24T00:00:00.000,40.707086,-74.007802,No,"{'latitude': '40.707086', 'longitude': '-74.007802'}",11726.0,56,4,32,1,2010-04-15T00:00:00.000,1.0,1.0,7.0,1000420031.0,Battery Park City-Lower Manhattan                                          
829,1000001022,1035318,285 MADISON AVE,MANHATTAN,10017,NULL,MARLEY,NC8409ULS3BGF,NC-10075709-A1,,,2015-08-24T00:00:00.000,40.751591,-73.979702,No,"{'latitude': '40.751591', 'longitude': '-73.979702'}",12079.0,11,4,51,8,,5.0,4.0,82.0,1012750023.0,Murray Hill-Kips Bay                                                       
830,1000001194,1083340,132 EAST 78TH STREET,MANHATTAN,10075,NULL,EVAPCO,LRT5-95,4-105549,360.0,,2015-08-25T00:00:00.000,40.774147,-73.959931,No,"{'latitude': '40.774147', 'longitude': '-73.959931'}",10092.0,23,4,51,11,,8.0,4.0,140.0,1014120058.0,Upper East Side-Carnegie Hill                                              
831,1000000652,1035393,45 EAST 45TH STREET,MANHATTAN,10017,NULL,MARLEY,B22154A,108523,200.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.754846,-73.977181,No,"{'latitude': '40.754846', 'longitude': '-73.977181'}",12079.0,11,4,51,10,,5.0,4.0,94.0,1012810021.0,Midtown-Midtown South                                                      
832,1000000430,1001967,185 WEST BROADWAY,MANHATTAN,10013,NULL,MARLEY,NC8312BG,CT1-81764-A1-NC8312BG-08,154000.0,,2015-08-19T00:00:00.000,40.717821,-74.006753,No,"{'latitude': '40.717821', 'longitude': '-74.006753'}",12076.0,56,4,32,1,2009-09-01T00:00:00.000,1.0,1.0,33.0,1001760018.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
833,1000001116,1045570,430 EAST 67TH STREET,MANHATTAN,10065,,MARLEY,NC8405SG-12,10064117-A1,8000000.0,,2015-08-24T00:00:00.000,40.763741,-73.957179,No,"{'latitude': '40.763741', 'longitude': '-73.957179'}",10090.0,23,4,1,11,,8.0,5.0,116.0,1014610013.0,Lenox Hill-Roosevelt Island                                                
834,1000000929,1015174,371 7TH AVENUE,MANHATTAN,10001,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,U135688901-01-01,137.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.748705,-73.991663,No,"{'latitude': '40.748705', 'longitude': '-73.991663'}",11722.0,11,4,10,8,,5.0,3.0,101.0,1008060076.0,Midtown-Midtown South                                                      
835,1000000057,3001881,45 MONROE PLACE,BROOKLYN,11201,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VXT85CMW,89100501,250.0,,2015-08-12T00:00:00.000,40.695662,-73.993264,No,"{'latitude': '40.695662', 'longitude': '-73.993264'}",16865.0,68,2,38,54,2012-05-07T00:00:00.000,2.0,33.0,502.0,3002370001.0,Brooklyn Heights-Cobble Hill                                               
836,1000000414,1035255,24 CENTRAL PARK SOUTH,MANHATTAN,10019,CONDENSATE WATER,EVAPCO,AT8-64,881166,120.0,,2015-08-19T00:00:00.000,40.764836,-73.974936,No,"{'latitude': '40.764836', 'longitude': '-73.974936'}",12081.0,11,4,51,10,2016-04-04T00:00:00.000,5.0,4.0,11201.0,1012740057.0,Midtown-Midtown South                                                      
837,1000000043,1001394,1 CENTRE STREET,MANHATTAN,10007,NULL,EVAPCO,USS-29-821,T030295,555.53,REFRIGERATION TONS,2015-08-12T00:00:00.000,40.712974,-74.003676,No,"{'latitude': '40.712974', 'longitude': '-74.003676'}",11728.0,56,4,32,2,,1.0,1.0,29.0,1001210001.0,Chinatown                                                                  
838,1000001176,1018102,345 PARK AVENUE SOUTH,MANHATTAN,10010,NULL,BALTIMORE AIRCOIL COMPANY (BAC),3379A,U064596301,200.0,REFRIGERATION TONS,2015-08-24T00:00:00.000,40.741705,-73.984865,No,"{'latitude': '40.741705', 'longitude': '-73.984865'}",12073.0,11,4,50,7,2011-01-01T00:00:00.000,5.0,2.0,68.0,1008810001.0,Gramercy                                                                   
839,1000000336,1081175,205 E 45TH ST,MANHATTAN,10017,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,J02590060,7200000.0,,2015-08-18T00:00:00.000,40.75269,-73.972457,No,"{'latitude': '40.75269', 'longitude': '-73.972457'}",12079.0,71,4,51,9,,6.0,4.0,90.0,1013197503.0,Turtle Bay-East Midtown                                                    
840,1000000195,1001019,30 WALL ST,MANHATTAN,10005,AIR CONDITIONING,BALTIMORE AIRCOIL COMPANY (BAC),PT2-0709ZA-2L2/WQS,UI50088101-01-01/UI50088101-01-02,360.0,REFRIGERATION TONS,2015-08-17T00:00:00.000,40.707097,-74.010099,No,"{'latitude': '40.707097', 'longitude': '-74.010099'}",11726.0,56,4,32,1,2016-04-01T00:00:00.000,1.0,1.0,7.0,1000430005.0,Battery Park City-Lower Manhattan                                          
841,1000000811,1036461,575 LEXINGTON AVE,MANHATTAN,10022,NULL,MARLEY,NC8305GL-2BS,NC-250225-A1,400.0,,2015-08-21T00:00:00.000,40.757209,-73.971272,No,"{'latitude': '40.757209', 'longitude': '-73.971272'}",12419.0,71,4,51,9,2002-10-07T00:00:00.000,6.0,4.0,100.0,1013060023.0,Turtle Bay-East Midtown                                                    
842,1000000469,1087462,138 W 124TH ST,MANHATTAN,10027,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,U066251801,24460.0,CFM,2015-08-19T00:00:00.000,40.807591,-73.947618,No,"{'latitude': '40.807591', 'longitude': '-73.947618'}",12424.0,18,4,36,18,,10.0,9.0,222.0,1019087502.0,Central Harlem South                                                       
843,1000000514,5106523,355 BARD AVE,STATEN ISLAND,10310,NULL,MARLEY,NC5102GS,072988-001-95,800.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.635877,-74.10556,No,"{'latitude': '40.635877', 'longitude': '-74.10556'}",10697.0,4,1,13,74,,1.0,49.0,67.0,5001020001.0,New Brighton-Silver Lake                                                   
844,1000000235,1085695,560 FIRST AVENUE,MANHATTAN,10016,NULL,MARLEY,NC8312R359,812298-A3,6000.0,REFRIGERATION TONS,2015-08-17T00:00:00.000,40.742406,-73.973643,No,"{'latitude': '40.742406', 'longitude': '-73.973643'}",12078.0,71,4,51,9,2008-03-05T00:00:00.000,6.0,4.0,62.0,1009627501.0,Murray Hill-Kips Bay                                                       
845,1000000073,4206522,125-01 QUEENS BOULEVARD,QUEENS,11415,,BALTIMORE AIRCOIL COMPANY (BAC),3294-2,92400351,,REFRIGERATION TONS,2015-08-12T00:00:00.000,40.71285,-73.825522,No,"{'latitude': '40.71285', 'longitude': '-73.825522'}",24011.0,46,3,28,60,,9.0,29.0,216.0,4096530001.0,Kew Gardens                                                                
846,1000000135,1035780,450 PARK AVE,MANHATTAN,10022,NULL,BALTIMORE AIRCOIL COMPANY (BAC),PT2-1212A-3P1,U112146201-01,6600000.0,,2015-08-14T00:00:00.000,40.761495,-73.971328,No,"{'latitude': '40.761495', 'longitude': '-73.971328'}",12419.0,11,4,51,10,,5.0,4.0,11202.0,1012920037.0,Midtown-Midtown South                                                      
847,1000000781,1034219,55 WEST 44TH ST,MANHATTAN,10036,NULL,BALTIMORE AIRCOIL COMPANY (BAC),VTO-088-L,U123645002-01,88.0,REFRIGERATION TONS,2015-08-21T00:00:00.000,40.755942,-73.982108,No,"{'latitude': '40.755942', 'longitude': '-73.982108'}",13094.0,11,4,51,8,,5.0,4.0,96.0,1012600010.0,Midtown-Midtown South                                                      
848,1000000525,2094694,100 W KINGSBRIDGE RD,BRONX,10468,NULL,MARLEY,NC2212GS,106026-001,400.0,REFRIGERATION TONS,2015-08-20T00:00:00.000,40.868045,-73.902221,No,"{'latitude': '40.868045', 'longitude': '-73.902221'}",11606.0,24,5,29,34,1997-01-01T00:00:00.000,7.0,14.0,263.0,2032200037.0,Kingsbridge Heights                                                        
849,1000000217,1034227,530 5TH AVE,MANHATTAN,10036,NULL,MARLEY,NC8411TAN1CGF,10079721-B1-NC8411CG-13,9600000.0,REFRIGERATION TONS,2015-08-17T00:00:00.000,40.755156,-73.980144,No,"{'latitude': '40.755156', 'longitude': '-73.980144'}",13094.0,11,4,51,8,,5.0,4.0,96.0,1012607503.0,Midtown-Midtown South                                                      
850,1000000170,1028146,8 W 65TH ST,MANHATTAN,10023,NULL,BALTIMORE AIRCOIL COMPANY (BAC),NULL,VO9663660,13435.0,,2015-08-16T00:00:00.000,40.771831,-73.979926,No,"{'latitude': '40.771831', 'longitude': '-73.979926'}",12420.0,20,4,19,12,,7.0,6.0,149.0,1011177501.0,Lincoln Square                                                             
851,1000000911,1001245,222 BROADWAY,MANHATTAN,10038,BASE BUILDING HVAC,MARLEY,NC8311K4,10001459-A1NC8311BJ-08,3200.0,,2015-08-21T00:00:00.000,40.710871,-74.00839,No,"{'latitude': '40.710871', 'longitude': '-74.00839'}",13096.0,56,4,32,1,2009-04-01T00:00:00.000,1.0,1.0,1501.0,1000890012.0,Battery Park City-Lower Manhattan                                          
852,1000000542,4439540,270-05 76TH AVENUE,QUEENS,11004,NULL,MARLEY,NC8312FL-3GS,221785-NC83112FL-3GS-02,18000.0,,2015-08-20T00:00:00.000,40.753226,-73.709661,No,"{'latitude': '40.753226', 'longitude': '-73.709661'}",16098.0,63,3,16,63,2003-12-08T00:00:00.000,13.0,23.0,155102.0,4085200002.0,Glen Oaks-Floral Park-New Hyde Park                                        
853,1000000994,1089507,300 E 55TH ST,MANHATTAN,10022,NULL,EVAPCO,NULL,T031412,100.0,REFRIGERATION TONS,2015-08-23T00:00:00.000,40.757656,-73.96607,No,"{'latitude': '40.757656', 'longitude': '-73.96607'}",12419.0,71,4,1,9,,6.0,5.0,108.0,1013477501.0,Turtle Bay-East Midtown                                                    
854,1000000988,1009758,225 VARICK STREET,MANHATTAN,10014,,MARLEY,MARLEY AV,809860-A1 AV610125,140.0,,2015-08-21T00:00:00.000,40.729003,-74.005657,No,"{'latitude': '40.729003', 'longitude': '-74.005657'}",12077.0,57,4,10,3,2006-02-01T00:00:00.000,2.0,3.0,67.0,1005810063.0,West Village                                                               
855,1000000040,1001289,100 GOLD STREET,MANHATTAN,10038,NULL,EVAPCO,NULL,10 - 380534,,,2015-08-12T00:00:00.000,40.710103,-74.003243,No,"{'latitude': '40.710103', 'longitude': '-74.003243'}",13096.0,56,4,32,1,,1.0,1.0,1501.0,1000940025.0,Battery Park City-Lower Manhattan                                          
