,clientid,resp,qrep,qkey,qcell,sc1,sc2,sc3,sc4,sc4b,sc4d,sc4d1,sc6,sc6a,sc7,mp1,ph1,bc1a,bc1,bc2,bc3,pph1,el1,el3,el4,el7,el8,el9,el10,el11,el12_1,el12mns,el13a,el13b,el13c,el13d,el13e,el14,el15,el17a,el17b,el17c,el17d,el17e,el17f,cp1,ih1,ih2,ih3,ih5,bf1_1,bf1wks,bf1a_1,bf2,mh1,mh2,mh4,cc1,sd2,d1,d1yob,d2,fixd2,d3,d4_1,d5,d6,d7,st1,st2,st3,st4,st5,es1a,es1b,es2,es3,es4,fulladra,qc1,lang,samp_weight,pop_weight,stratum,odate,fdate,el12wks,cp2,cp3,cp4,cp5,cp6a,cp6b,cp6c,cp7,cp8,cp9,cp10_1,cp10wks,bf1mns,d4_2,de1,de2_1,de3,bf1amns,el16,sd1_1,sd1mns,pph2a,pph2b,pph2c,ih5a_1,bf1awks,mh3,sd1wks,cp10mns,ih4_1,mh3a,de2_2,sc4b1,sc4b2,selchild,de2_3,ih4_2,ih4_3,ih5a_2
43,224,281,1,200224,1,1,1.0,2.0,1,1,1,2,1,2,1,1,2,12,1,1,3,1,1,2.0,1.0,2.0,77.0,2.0,50.0,2.0,3.0,3.0,,,,,,3.0,2.0,,,,,,,1,2,1,1,2,4,,3.0,7.0,5,2,2,,,1,1979.0,1,11370.0,1,8,28,3.0,5,4,4,4,4,4,4,4,2,1,3,1.0,2,2,0.4780377296373893,48.72836898644304,1,27-Feb-16,17-Mar-16,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,50.0,4.0,,,2.0,,1.0,8.0,56.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,
44,228,14,1,200228,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,9,2,2,3,1,1,2.0,1.0,1.0,6.0,1.0,30.0,2.0,3.0,2.0,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1,4,1,1,2,4,,1.0,1.0,5,2,1,3.0,1.0,1,1992.0,1,11249.0,2,1,1,,4,4,4,4,4,4,3,4,2,77,4,1.0,2,1,0.5313322294183933,54.16089844859776,1,24-Feb-16,1-Mar-16,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,777.0,,,,12.0,,2.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,
45,229,46,3,200229,1,1,1.0,2.0,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,,,,2,2,4,,,1,1978.0,1,10014.0,2,1,48,3.0,6,4,4,4,4,4,4,4,2,12,6,1.0,2,1,3.653037328316086,372.36924999719463,2,24-Feb-16,24-Feb-16,,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,60.0,4.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
46,233,114,7,200233,1,1,1.0,2.0,1,1,1,1,1,1,1,0,3,1,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,40.0,2.0,3.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1,1,1,2,4,,3.0,7.0,3,2,3,2.0,1.0,1,1991.0,1,7014.0,1,8,26,3.0,5,4,4,4,4,4,3,3,1,4,2,1.0,2,1,0.5712608406540903,58.230987441123816,1,25-Feb-16,25-Feb-16,,,,,,,,,,,,,,18.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
47,234,357,4,200234,0,1,,,1,1,1,1,1,1,1,0,1,9,1,1,2,1,1,2.0,1.0,2.0,6.0,2.0,40.0,77.0,,,,,,,,,2.0,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,1,,,99,,1,10016.0,2,1,1,,6,4,4,1,1,4,4,4,2,99,3,1.0,1,1,0.7934138949575522,80.87596989842007,1,29-Feb-16,29-Feb-16,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,40.0,1.0,2.0,2.0,9.0,,2.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,
48,244,1118,15,200244,1,1,1.0,2.0,1,1,2,2,1,1,1,1,2,2,1,2,3,1,1,2.0,1.0,1.0,77.0,1.0,30.0,77.0,,,,,,,,,1.0,1.0,2.0,77.0,1.0,1.0,2.0,2,2,1,1,2,77,,,,5,2,2,2.0,77.0,1,1972.0,1,11228.0,2,3,21,3.0,4,4,4,4,4,4,4,4,2,6,1,1.0,2,1,1.0503560857357552,107.06715336404844,1,21-Mar-16,24-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,252,981,18,200252,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,2,1,1,3,1,1,3.0,1.0,1.0,8.0,1.0,55.0,3.0,2.0,,0.0,0.0,12.0,12.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1,1,1,2,4,,3.0,3.0,5,2,1,6.0,1.0,1,1978.0,1,11231.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.554168519277806,56.48869621342044,1,18-Mar-16,18-Mar-16,24.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,50.0,1.0,2.0,3.0,15.0,,1.0,1.0,16.0,6.0,,2.0,7.0,,,,,,,,,,,,,,,,,,
50,256,613,2,200256,0,1,,,1,1,1,2,1,2,1,3,2,9,1,1,2,1,1,3.0,1.0,77.0,8.0,1.0,10.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,1,2,2,4,,3.0,3.0,5,2,2,8.0,1.0,99,,1,11219.0,2,1,1,,6,4,4,4,4,4,3,4,2,99,6,1.0,2,1,0.5814438289564207,59.26898168429154,1,8-Mar-16,8-Mar-16,6.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,30.0,1.0,1.0,,15.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,
51,259,685,14,200259,0,1,,,1,1,2,1,1,2,1,0,1,3,1,1,3,1,1,2.0,1.0,1.0,6.0,1.0,40.0,3.0,2.0,,0.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,1,1,2,4,,3.0,3.0,5,2,3,2.0,1.0,1,1986.0,1,10451.0,1,8,1,,5,4,3,4,4,4,4,4,2,5,4,1.0,1,1,0.8855193879462634,90.2646649109175,1,9-Mar-16,9-Mar-16,10.0,,,,,,,,,,,,,17.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
52,262,1103,17,200262,0,1,,,1,1,2,1,1,2,1,1,4,12,1,2,3,1,1,3.0,1.0,1.0,77.0,1.0,37.0,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2,1,1,2,1,,,,5,2,3,2.0,1.0,1,1987.0,1,10031.0,1,77,1,,4,4,2,2,4,4,2,2,2,2,3,1.0,2,2,0.34720604058824245,35.392152148616745,1,21-Mar-16,21-Mar-16,12.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,40.0,4.0,,,,,1.0,77.0,1.0,,,,,,,,,,,,,,,,,,,,,,
53,271,510,4,200271,1,1,1.0,2.0,1,1,1,1,1,1,1,0,2,11,1,1,6,1,1,2.0,1.0,2.0,6.0,1.0,30.0,2.0,3.0,4.0,,,,,,99.0,2.0,,,,,,,1,2,1,1,2,5,,3.0,,4,2,3,,,1,1981.0,1,12533.0,2,1,1,,6,4,4,4,3,4,4,4,2,12,3,1.0,1,1,0.5814438289564207,59.26898168429154,1,6-Mar-16,6-Mar-16,,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,60.0,2.0,3.0,,,,2.0,1.0,1.0,5.0,2.0,,,,,,,,,,4.0,,,,,,,,,,
54,280,768,15,200280,1,1,1.0,2.0,1,1,1,2,1,2,1,2,1,11,1,1,4,1,1,1.0,1.0,1.0,9.0,1.0,35.0,3.0,2.0,,2.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1,1,2,2,4,,3.0,5.0,5,2,3,5.0,1.0,1,1984.0,1,11366.0,2,1,67,3.0,6,4,4,4,4,4,4,4,1,12,5,1.0,2,1,0.5516628170349926,56.23327958856412,1,13-Mar-16,15-Mar-16,10.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,40.0,4.0,,,4.0,,2.0,1.0,67.0,4.0,,,,,,,,,,,,6.0,,,,,,,,,
55,290,1265,25,200290,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,12,1,1,3,1,1,2.0,1.0,1.0,9.0,1.0,40.0,3.0,2.0,,0.0,5.0,5.0,7.0,0.0,1.0,2.0,,,,,,,1,1,1,1,2,5,,3.0,,5,2,3,,,1,1984.0,1,11214.0,2,1,79,2.0,6,4,4,4,4,4,4,4,2,11,3,1.0,2,1,0.5906219125218088,60.204541818638866,1,23-Mar-16,23-Mar-16,12.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,40.0,1.0,1.0,,,,2.0,1.0,79.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,
56,298,618,5,200298,0,1,,,1,1,1,1,1,2,1,1,3,2,1,2,3,1,1,2.0,1.0,1.0,9.0,1.0,30.0,1.0,3.0,3.0,0.0,36.0,36.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,1,2,4,,3.0,5.0,3,2,3,2.0,1.0,1,1992.0,1,11208.0,2,2,2,3.0,5,4,4,4,2,4,3,4,2,1,3,1.0,2,1,0.6403593119990468,65.27448128971656,1,8-Mar-16,8-Mar-16,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
57,302,896,19,200302,0,1,,,1,1,1,1,1,2,1,1,1,7,1,1,2,1,1,5.0,1.0,1.0,77.0,1.0,20.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,99.0,1,2,2,2,2,4,,3.0,2.0,5,2,3,5.0,1.0,1,1991.0,1,11205.0,2,1,1,,4,4,4,4,77,3,3,4,1,1,4,1.0,2,1,0.5313322294183933,54.16089844859776,1,16-Mar-16,16-Mar-16,6.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,777.0,,,,19.0,,1.0,1.0,1.0,8.0,,,,,,,,,,,,5.0,,,,,,,,,
58,306,704,6,200306,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,11,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,,,,77,77,1,,,1,1994.0,1,10033.0,2,3,2,2.0,3,4,4,4,4,4,4,4,2,77,4,1.0,2,1,3.653037328316086,372.36924999719463,2,10-Mar-16,10-Mar-16,,1.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,0.0,,,,,,2.0,3.0,2.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
59,314,886,18,200314,1,1,1.0,2.0,1,1,2,1,1,2,1,0,1,1,1,1,2,1,1,2.0,1.0,1.0,2.0,1.0,40.0,2.0,3.0,3.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,1,1,1,2,4,,3.0,7.0,5,2,2,6.0,1.0,1,1980.0,1,11221.0,2,2,1,,5,4,4,4,4,4,4,4,2,6,2,1.0,1,1,0.6784867889500307,69.16097319235138,1,16-Mar-16,16-Mar-16,,,,,,,,,,,,,,6.0,,,,,4.0,,2.0,4.0,,,,,,,,,,,,,,,,,,
60,316,1209,23,200316,1,1,1.0,2.0,1,1,1,1,1,1,1,1,1,9,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,3.0,4,2,1,,,1,1988.0,1,11234.0,1,2,1,,5,4,2,4,4,2,4,4,1,6,4,1.0,2,1,0.47679409559685,48.601600209306,1,22-Mar-16,22-Mar-16,,1.0,1.0,1.0,4.0,5.0,5.0,6.0,1.0,25.0,4.0,,,3.0,,2.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
61,333,1037,17,200333,1,1,1.0,2.0,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,2.0,1.0,2.0,1.0,1.0,30.0,1.0,2.0,,8.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,3,1,1,2,4,,1.0,1.0,5,2,2,5.0,1.0,1,1981.0,1,10033.0,1,2,26,2.0,4,4,4,4,77,4,3,4,2,3,4,1.0,1,2,0.31688877795117737,32.30178779273543,1,19-Mar-16,19-Mar-16,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,77.0,777.0,,,,4.0,,1.0,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,
62,336,697,14,200336,1,1,1.0,2.0,1,1,2,1,1,1,1,0,2,11,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,21.0,1.0,2.0,,0.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1,2,1,2,2,1,,,,5,2,3,1.0,1.0,1,1991.0,1,10303.0,1,1,1,,4,4,3,4,3,2,4,4,2,2,2,1.0,2,1,0.9748458111370483,99.3700778095635,1,10-Mar-16,15-Mar-16,12.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,777.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,6.0,,,,,,,,,
63,339,1442,24,200339,1,1,1.0,2.0,1,1,1,2,1,2,1,2,4,3,1,1,2,1,1,2.0,1.0,1.0,8.0,1.0,40.0,1.0,2.0,,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1,1,1,2,4,,3.0,4.0,5,2,1,2.0,1.0,1,1981.0,1,10310.0,2,1,1,,5,4,4,4,4,4,4,4,2,99,5,1.0,2,1,0.6984802994085738,71.19899465918667,1,28-Mar-16,28-Mar-16,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,40.0,4.0,,,16.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
64,349,168,7,200349,1,1,1.0,2.0,1,1,2,2,1,2,1,0,3,6,1,1,2,1,1,2.0,1.0,1.0,6.0,2.0,30.0,2.0,3.0,2.0,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2,1,1,2,3,4.0,2.0,1.0,5,2,2,2.0,1.0,1,1993.0,1,11220.0,1,8,26,1.0,4,4,4,4,1,4,2,4,2,3,3,1.0,2,2,0.48083654835063055,49.01366418916361,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,45.0,2.0,2.0,2.0,,,1.0,8.0,26.0,,,,,,,,,4.0,,,,,,,,,,,,,
65,358,546,11,200358,0,1,,,1,1,1,1,1,1,1,0,1,9,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,20.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,1.0,5,2,1,5.0,1.0,1,1990.0,1,11249.0,2,1,1,,4,4,4,4,4,4,3,4,2,2,4,1.0,2,1,0.5684573915698374,57.945220245476285,1,7-Mar-16,7-Mar-16,6.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,2.0,666.0,,,,18.0,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
66,362,720,11,200362,1,1,1.0,2.0,1,1,1,2,1,2,1,1,4,12,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,1.0,7.0,5,2,4,,,1,1986.0,1,11229.0,1,1,56,3.0,4,4,4,4,4,3,3,4,1,3,4,1.0,2,2,1.18801121386275,121.09891165504435,2,10-Mar-16,10-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,999.0,,,,6.0,,1.0,1.0,56.0,,,,,,,,,,,,,,,,,,,,,,
67,366,121,7,200366,1,1,1.0,2.0,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,3,10.0,2.0,1.0,5,2,3,,,1,1978.0,1,11206.0,2,3,33,3.0,6,4,2,3,2,2,1,1,2,12,3,1.0,2,1,1.0681565986343924,108.88163349165401,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,40.0,1.0,2.0,8.0,,,2.0,1.0,1.0,,,,,,,,,10.0,,,,,,,,,,,,,
68,386,314,2,200386,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,10,1,1,6,1,1,4.0,1.0,2.0,2.0,1.0,20.0,4.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,1,1,2,5,,3.0,,3,1,2,6.0,2.0,1,1983.0,1,35124.0,2,2,1,,5,4,1,4,3,3,3,4,2,1,2,1.0,2,1,2.225245685236388,226.82852443036123,2,28-Feb-16,1-Mar-16,,1.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,20.0,2.0,2.0,3.0,,,2.0,2.0,50.0,6.0,,2.0,7.0,,,,,,1.0,,,,1.0,,,,,,,,
69,395,717,15,200395,1,1,1.0,2.0,1,1,1,1,1,2,1,2,3,12,1,2,3,1,1,2.0,1.0,2.0,1.0,1.0,48.0,1.0,2.0,,0.0,0.0,3.0,5.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,4,1,1,2,4,,3.0,3.0,5,2,4,5.0,1.0,1,1992.0,1,11207.0,1,8,26,2.0,2,4,4,4,4,4,4,4,2,8,5,1.0,2,2,0.3618757217354376,36.88749360711672,1,10-Mar-16,10-Mar-16,8.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,48.0,1.0,1.0,,7.0,,1.0,8.0,26.0,5.0,,,,,,,,,,,,,,,,,,,,,
70,410,1220,18,200410,0,1,,,1,1,1,1,1,2,1,3,1,4,1,1,2,1,1,4.0,1.0,2.0,1.0,1.0,31.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,1,3,2,4,,3.0,7.0,5,2,1,7.0,1.0,1,1988.0,1,11218.0,2,1,1,,4,4,4,4,2,4,3,4,2,6,6,1.0,2,1,0.571795585552812,58.28549620711241,1,23-Mar-16,23-Mar-16,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,45.0,4.0,,,15.0,,2.0,1.0,1.0,12.0,,,,,,,,,,,,6.0,,,,,,,,,
71,413,1248,25,200413,1,1,1.0,2.0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,9.0,1.0,50.0,3.0,3.0,4.0,77.0,77.0,12.0,4.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1,1,1,2,4,,3.0,5.0,1,1,1,5.0,1.0,1,1978.0,1,10026.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,4,1.0,2,1,0.7934138949575522,80.87596989842007,1,23-Mar-16,28-Mar-16,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,40.0,4.0,,,4.0,,1.0,8.0,42.0,3.0,,,,,,,,,1.0,,,,3.0,,,,,,,,
72,420,1086,18,200420,0,1,,,1,1,1,1,1,2,1,2,2,6,1,1,6,1,1,4.0,1.0,2.0,1.0,1.0,16.0,4.0,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,2,2,2,2,4,,3.0,7.0,5,2,2,6.0,1.0,1,1989.0,1,11219.0,2,1,1,,4,4,4,4,4,2,3,4,1,77,6,1.0,2,1,0.5313322294183933,54.16089844859776,1,20-Mar-16,20-Mar-16,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,999.0,,,,12.0,,2.0,1.0,2.0,6.0,,2.0,3.0,,,,,,,,,5.0,,,,,,,,,
73,422,519,7,200422,0,1,,,1,1,2,2,1,2,1,0,3,10,1,2,3,1,1,3.0,1.0,77.0,77.0,1.0,40.0,1.0,3.0,6.0,5.0,1.0,8.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1,2,1,1,2,4,,3.0,1.0,5,2,4,1.0,1.0,1,1986.0,1,11436.0,2,2,1,,6,4,4,4,4,2,4,4,2,4,3,1.0,2,1,0.8413524648963568,85.76254721195639,1,6-Mar-16,6-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,40.0,4.0,,,3.0,,2.0,2.0,40.0,7.0,,,,,,,,,,,,,,,,,,,,,
74,423,1255,25,200423,1,1,1.0,2.0,1,1,1,1,1,2,1,1,1,11,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,,3.0,1.0,3,2,2,,,1,1986.0,1,10208.0,2,5,40,1.0,4,4,4,4,4,4,4,4,2,77,4,1.0,2,1,3.0599040581126613,311.9087150713598,2,23-Mar-16,23-Mar-16,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,80.0,2.0,77.0,,2.0,,2.0,5.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,,
75,424,1170,19,200424,1,1,1.0,2.0,1,1,2,2,1,2,1,0,2,6,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,40.0,3.0,2.0,,6.0,0.0,6.0,77.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,2,4,,3.0,1.0,5,2,2,2.0,1.0,1,1980.0,1,10033.0,1,2,26,3.0,6,4,4,4,4,4,4,4,2,6,2,,2,1,0.5927066196494484,60.41704466485007,1,22-Mar-16,22-Mar-16,36.0,1.0,1.0,2.0,3.0,6.0,6.0,6.0,1.0,60.0,4.0,,,4.0,,1.0,99.0,26.0,7.0,,,,,,,,,,,,,,,,,,,,,
76,585,1386,21,200585,1,1,1.0,2.0,1,1,1,99,1,2,1,3,3,2,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,3,,,1,1987.0,1,11213.0,2,1,1,,4,4,4,4,4,4,3,4,2,77,7,1.0,2,1,0.571795585552812,58.28549620711241,1,25-Mar-16,28-Mar-16,,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,40.0,2.0,2.0,1.0,12.0,,2.0,1.0,31.0,5.0,,,,,,,,,,,,,,,,,,,,,
77,436,1494,23,200436,1,1,1.0,2.0,1,1,1,1,1,2,1,2,2,4,1,2,3,1,1,2.0,1.0,1.0,8.0,1.0,35.0,3.0,3.0,3.0,0.0,0.0,12.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1,1,1,2,4,,3.0,5.0,5,2,1,3.0,1.0,1,1974.0,1,10468.0,1,5,1,,6,4,4,4,4,4,4,4,2,12,5,1.0,2,1,1.0432147666434257,106.33920908223428,1,29-Mar-16,29-Mar-16,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,35.0,1.0,2.0,2.0,3.0,,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
78,437,1318,17,200437,0,1,,,1,1,1,1,1,2,1,10,1,9,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,3.0,,5,2,1,,,1,1977.0,1,11219.0,2,1,1,,4,4,4,4,4,3,3,4,2,7,12,1.0,2,1,2.112968782851884,215.3836739743167,2,24-Mar-16,28-Mar-16,,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,45.0,4.0,,,,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
79,455,1257,25,200455,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,10,1,1,1,1,1,2.0,1.0,1.0,9.0,1.0,65.0,1.0,3.0,4.0,0.0,0.0,16.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,5.0,5,2,1,5.0,1.0,1,1971.0,1,10280.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,4,,2,1,0.7934138949575522,80.87596989842007,1,23-Mar-16,23-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,50.0,4.0,,,4.0,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
80,456,75,4,200456,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,9,1,1,3,1,1,2.0,1.0,1.0,9.0,1.0,50.0,3.0,2.0,,6.0,0.0,6.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,2,5,,3.0,,3,2,2,5.0,1.0,1,1978.0,1,29707.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,5,1.0,2,1,0.6390256167949944,65.13853220455164,1,25-Feb-16,25-Feb-16,12.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,50.0,2.0,1.0,,,,2.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,
81,459,1330,24,200459,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,12,1,1,5,1,2,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,2,3,3.0,3.0,4.0,2,2,3,,,1,1993.0,1,11208.0,2,2,1,,5,3,2,4,4,2,3,3,1,1,3,1.0,1,1,2.3753284994865793,242.12708832583988,2,24-Mar-16,24-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,2.0,2.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
82,460,797,14,200460,1,1,1.0,2.0,1,1,1,1,1,2,1,2,3,4,1,2,3,1,1,2.0,1.0,2.0,1.0,1.0,4.0,77.0,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,77,2,1,,,,2,2,4,2.0,1.0,1,1987.0,1,11235.0,2,3,21,3.0,3,4,4,4,3,4,4,4,2,77,77,1.0,2,1,1.42119242050637,144.86803943216202,1,14-Mar-16,14-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,777.0,,,,,,2.0,3.0,21.0,,,,,,,,,,,,,6.0,,,,,,,,,
83,463,1445,24,200463,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,2,1,1,3,1,1,2.0,1.0,2.0,77.0,2.0,40.0,4.0,,,,,,,,,2.0,,,,,,,1,1,1,1,2,4,,1.0,3.0,5,2,1,,,1,1987.0,1,10453.0,2,2,35,2.0,5,4,4,4,4,4,2,4,2,6,3,1.0,2,1,0.9405448840176194,95.87364200622122,2,28-Mar-16,28-Mar-16,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,60.0,4.0,,,16.0,,2.0,2.0,35.0,,7.0,,,,,,,,,,,,,,,,,,,,
84,467,1474,20,200467,1,1,1.0,2.0,1,1,2,1,1,2,1,1,2,12,1,1,2,1,1,2.0,1.0,2.0,2.0,1.0,40.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3,1,1,2,4,,3.0,1.0,5,2,3,2.0,1.0,1,1979.0,1,11222.0,2,3,21,3.0,6,4,4,4,4,4,4,4,2,12,6,,2,1,3.510402929718057,357.82993400990574,2,29-Mar-16,29-Mar-16,,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,45.0,1.0,2.0,2.0,5.0,,2.0,3.0,75.0,5.0,,,,,,,,,,,,,,,,,,,,,
